romanized	name_jp	text_jp	name_en	text_en	name_zh-CN	text_zh-CN	name_zh-TW	text_zh-TW
Ryza			Ryza	Whoa, this place is huge. It's completely different from my village.	莱莎	"哇，好大的房子……
跟我们村一个天上一个地下。"	萊莎	"哇～好壯觀的建築物……
跟我們的村子差太多了。"
Ryza			Ryza	What a day... First, I get thrown into some grassy plain. Then, I'm forced to stumble my way here.	莱莎	"唉……突然被丢到草丛里，
好不容易沿着路走到这里……"	萊莎	"唉……突然被丟進草叢，
好不容易才沿著路走到這裡……"
Ryza			Ryza	I didn't recognize a single person... Am I going to have to pull myself along all by myself?	莱莎	"可是一个人也不认识，
该不会之后也一直遇不到……"	萊莎	"可是完全沒有遇到認識的人，
我該不會就這樣誰都……"
			Ryza, Lent, & Tao	Urgh... Huh?	莱莎＆兰托＆塔奥	唉……咦？	萊莎＆蘭托＆塔奧	唉…………咦？
Ryza			Ryza	Waaait! Lent? Tao?	莱莎	"咦咦咦！！
兰托、塔奥？！"	萊莎	"呃，咦！！
蘭托、塔奧！？"
Tao			Tao	Ryza! And Lent!	塔奥	莱莎？！还有兰托！	塔奧	萊莎！？蘭托也在！
Lent			Lent	What are you guys doing here?	兰托	你们两个……在这种地方干什么？	蘭托	你們兩個……在這種地方做什麼啊？
Tao			Tao	What are YOU doing here?!	塔奥	我还想问你呢！	塔奧	我還想問你呢！
Lent			Lent	I've got no clue. I woke up in some forest, and then I followed a path that led me here.	兰托	"我只是……不知不觉发现自己身处陌生的森林，
然后沿着路走着走着就到了这里。"	蘭托	"我只是……回神過來的時候人就已經在陌生的森林裡，
然後沿著路走就到這裡了。"
Ryza			Ryza	Wait, that's what happened to me, too! Talk about a surprise! Are you two okay?	莱莎	"咦！我也是！真是大吃一惊……
你们都没事吧？"	萊莎	"咦！我也一樣！真的嚇了一跳啊……
你們兩個都沒事吧？"
Lent			Lent	Yeah, I'm doing great. Though, I did get jumped by a monster. That wasn't so much fun.	兰托	"嗯，生龙活虎。
就是突然被魔物袭击的时候吓了一跳。"	蘭托	"嗯，生龍活虎的。
雖然突然遭到魔物襲擊的時候有嚇到就是了。"
Tao			Tao	You have to see the library here. I went when I came to this town a while back, and it's huge!	塔奥	"我是不久前来到这个城镇的……
这里可棒了，有个好大的图书馆。"	塔奧	"我是不久前來到這座城鎮的……
這裡可不得了，有間好大的圖書館呢。"
Lent			Lent	Are you seriously talking about books at a time like this?	兰托	你这人……这种时候都要聊书啊。	蘭托	你啊……連這種時候都要提到書啊。
Tao			Tao	Oh yeah? What about you? I bet the first thing you did here was check out the blacksmith.	塔奥	"兰托你别说我，
你也肯定去武器店看剑了吧？"	塔奧	"反正，蘭托你肯定也
跑去武器店看劍了吧？"
Ryza			Ryza	Hehe.	莱莎	……嘿嘿。	萊莎	……呵呵！
Lent			Lent	What's so funny?	兰托	嗯？怎么了，莱莎？	蘭托	嗯？萊莎，怎麼了？
Ryza			Ryza	Never change you two.	莱莎	没什么，就是觉得你们两个完全没变呢。	萊莎	沒事，只是覺得你們倆還是老樣子呢。
Ryza			Ryza	Phew! I feel so much better now. Let's go and take a look around.	莱莎	"好！我好像打起精神了！
我们一起四处调查一下吧！"	萊莎	"很好！總覺得打起精神了！
你們兩個去四處逛逛，調查一下吧。"
Ryza			Ryza	I can smell a new adventure brewing!	莱莎	说不定新的冒险就要从这里开始了呢！	萊莎	這肯定是個嶄新冒險的開端！
