romanized	name_jp	text_jp	name_en	text_en	name_zh-CN	text_zh-CN	name_zh-TW	text_zh-TW
Marie			Marie	Huh?! What's going on?! Wasn't I just in the middle of a forest?	玛莉	"咦？！怎、怎么回事？！
我刚刚不是还还在森林里吗？"	瑪莉	"咦！？怎、怎麼回事！？
我剛才不是還在森林裡嗎？"
Marie			Marie	I remember eating this weird candy I had, and then there was a sudden flash of light...	玛莉	"对了，我舔了舔带在身上的奇怪的糖，
然后突然有道光……"	瑪莉	"我想起來了，我把帶在身上的奇怪糖果拿來吃，
然後就突然有一道光……"
			Saskia	Oh, my. Another first-time visitor.	萨丝琪亚	哎呀，又是一个新面孔。	薩絲琪亞	哎呀，又是初次光臨的客人。
Marie			Marie	Who's there?!	玛莉	什、什么人？！	瑪莉	妳、妳是誰！？
			Saskia	Welcome to my atelier, wanderer.	萨丝琪亚	"欢迎来到我的炼金工房。
你是异邦人吧？"	薩絲琪亞	"歡迎來到我的鍊金工房。
妳是異邦人吧？"
Marie			Marie	"Wh-What? Where am I? Wait, did you just say ""atelier""?"	玛莉	"你、你在说些什么啊？这里到底……
咦，炼金工房？"	瑪莉	"妳、妳在說些什麼呢？這裡究竟是……
等等，鍊金工房？"
Marie			Marie	So that must be an alchemy cauldron, and...you have a lot of synthesis materials, too.	玛莉	"这么说来，那个难道是炼金术的釜？
调和素材也有好多……"	瑪莉	"這麼說來，那個該不會是鍊金術的釜？
而且還有好多調合用的素材……"
			Saskia	Yes, I run this atelier. It has its quirks, but it serves me well.	萨丝琪亚	"没错，这里是我负责管理的炼金工房。
不过，和普通的地方有些不同。"	薩絲琪亞	"對，這裡是我負責管理的鍊金工房。
地點比一般工房還要稍微偏僻一些就是了。"
			Saskia	My name is Saskia. And you're not just any ordinary girl, are you?	萨丝琪亚	"啊，我叫萨丝琪亚。
话说回来，你不是一般人吧？"	薩絲琪亞	"啊，我叫薩絲琪亞。
話說回來，妳不是普通人吧？"
			Saskia	You were able to tell immediately that my cauldron and materials are for synthesis.	萨丝琪亚	"你不仅能一眼认出用于调合的釜和素材，
而且，最主要的是……"	薩絲琪亞	"畢竟妳一眼就能看出這些是用於調合的釜和素材。
而且，最重要的是……"
			Saskia	Not only that, but you expressed absolutely no surprise at how cluttered my atelier is.	萨丝琪亚	"看到我的炼金工房这么杂乱，
你也一点都不吃惊。"	薩絲琪亞	"看到我的鍊金工房這麼雜亂，
妳竟然一點也不驚訝。"
Marie			Marie	Huh? Well, it IS messy, but I can't really say anything since I'm bad at cleaning, too... Haha.	玛莉	"咦？哦哦，确实有点乱啦，
但我也不擅长收拾……啊哈哈。"	瑪莉	"咦？哦，這裡的確是亂了點，
但我也不擅長收拾啦……哈哈。"
			Saskia	It sounds like we'll get along, then. I'm glad.	萨丝琪亚	太好了，看来我们应该合得来。	薩絲琪亞	太好了，看來我們會很合得來。
			Saskia	There is much I want to explain to you, but my precious disciple will soon be returning.	萨丝琪亚	"虽然还有很多事想跟你解释，
但我可爱的徒弟快回来了。"	薩絲琪亞	"雖然我還有很多事情想跟妳說明，
但我可愛的弟子差不多要回來了。"
Marie			Marie	A disciple?	玛莉	徒弟？	瑪莉	弟子？
			Saskia	Yes. I teach alchemy, and she is my apprentice. Though she is inexperienced and has much to learn.	萨丝琪亚	"对，我在这里教人炼金术。
她是个见习炼金术士，还很不成熟，有许多课题需要攻克。"	薩絲琪亞	"對，我在這裡教人鍊金術。
她是個還不成熟的見習鍊金術士，有很多課題要做的。"
Marie			Marie	An apprentice alchemist, huh?	玛莉	见习炼金术士……	瑪莉	見習鍊金術士……
Marie			Marie	I still have no idea what's going on, but it sounds like this might be fun.	玛莉	"虽然不清楚怎么回事，
但好像挺有意思的。"	瑪莉	"雖然搞不清楚狀況，
但感覺會滿有趣的。"
Marie			Marie	What is it this time?!	玛莉	又、又怎么了？！	瑪莉	這、這次又是什麼！？
			Saskia	Oh, more new guests. I can't wait to see the look on Resna's face when she gets back.	萨丝琪亚	"看来又来了新的客人呢。
真想看看蕾斯娜回来以后会是什么表情。"	薩絲琪亞	"看來又有新客人上門了呢。
我好期待看到蕾斯娜回來之後的表情啊。"
