file	id	romanized_name	localized_name	text	localized_name_en	text_en	localized_name_zh-CN	text_zh-CN	localized_name_zh-TW	text_zh-TW
SeasonalTalkEvent_008_03_001ID	0	Roman	ロマン	今日は君たちに報告があって来た。\n花火大会の件だが……	Roman	Everyone, I have an important announcement for you all. It's about the fireworks festival.	罗曼	我今天来是想告诉你们一件事。\n烟花大会……	羅曼	我今天來是有事情要跟妳們報告。\n關於煙火大會……
SeasonalTalkEvent_008_03_001ID	1	Roman	ロマン	今年も無事に開催されることになったよ	Roman	I wanted to let you know that the festival is back on!	罗曼	今年也会照常举办。	羅曼	今年也順利決定要舉辦了。
SeasonalTalkEvent_008_03_001ID	2	Resna	レスナ	わあっ、本当ですか！？	Resna	Oh, really?! That's wonderful!	蕾斯娜	哇，真的吗？！	蕾斯娜	哇，真的嗎！？
SeasonalTalkEvent_008_03_001ID	3	Roman	ロマン	ああ、君たちのおかげで\n前年度以上に客足が伸びている	Roman	Thanks to your tireless efforts, we project that there will be even more attendees than last year.	罗曼	嗯，多亏你们的各种举措，今年的游客数已超过去年。	羅曼	對，多虧了妳們，\n客流量比去年增加了不少。
SeasonalTalkEvent_008_03_001ID	4	Klaudia	クラウディア	海の家の再建に、メニュー開発。\n島魚とのふれあいに、ビーチフラッグ大会……	Klaudia	We rebuilt the beach house, developed a seaside menu, made friends with the island fish, and even held a beach flag race...	科洛蒂娅	重建了海边小屋，开发了新餐品，\n和岛鱼交了朋友，还办了夺旗大会……	科洛蒂婭	重建海之家、研發新菜單、和島魚培養感情，\n還有海灘奪旗大賽……
SeasonalTalkEvent_008_03_001ID	5	Klaudia	クラウディア	みんなで協力して、色んなことをやってきましたからね	Klaudia	We were able to accomplish all of that because we worked together.	科洛蒂娅	大家群力群策采取了好多提升人气的行动。	科洛蒂婭	因為有各位的協助，才能做到這麼多事。
SeasonalTalkEvent_008_03_001ID	6	Roman	ロマン	魔物の被害報告もあれから出ていない。\n脅威は去ったと言っていいだろう	Roman	There haven't been any reports of monster attacks as of late either. The threat has likely passed.	罗曼	魔物从上次出现后也一直销声匿迹。\n可以说威胁已经解除了。	羅曼	在那之後也沒再收到魔物的災情報告，\n可以說威脅已經消失了吧。
SeasonalTalkEvent_008_03_001ID	7	Roman	ロマン	念のため、海辺の監視は続けるがね	Roman	But we need to remain vigilant, so we're going to continue our beach patrols just in case.	罗曼	不过以防万一，还是要继续监视海边的情况。	羅曼	但以防萬一，我們還是會繼續監視海邊。
SeasonalTalkEvent_008_03_001ID	8	Valeria	ヴァレリア	やったわね、レスナ！	Valeria	Woohoo! We did it, Resna!	瓦莱莉娅	太好了，蕾斯娜！	瓦萊莉婭	太好了呢，蕾斯娜！
SeasonalTalkEvent_008_03_001ID	9	Roman	ロマン	だが、問題が１つあってね	Roman	But...there's just one problem.	罗曼	不过还有一个问题。	羅曼	不過，有一個問題。
