romanized	name_jp	text_jp	name_en	text_en	name_zh-CN	text_zh-CN	name_zh-TW	text_zh-TW
	竜	――グオオオォッ！！	Dragon	GROAAAR!	龙	唔噢噢噢噢——！！	龍	──吼喔喔喔喔！！
???	？？？	"……竜よ。私たちがあなたの妻となります。
どうか怒りをお収めください"	???	Hear me, dragon. We have come to be your new brides. Please, quell your rage.	？？？	"龙啊，我们将会成为你的妻子。
请你息怒吧。"	？？？	"……龍啊，我們會成為你的新娘，
請你把怒火平息下來吧。"
	竜	グウゥ……	Dragon	Graaah...	龙	咕唔……	龍	吼喔……
	竜	グルルル……	Dragon	Grrr...	龙	咕噜噜……	龍	吼嚕嚕嚕……
???	？？？	――今だ！　はぁぁっ！！	???	NOW! Yaaah!	？？？	有机会！喝啊——！	？？？	──趁現在！喝呀呀！！
	竜	ガァァッ！！	Dragon	Raaagh!	龙	呜嗷嗷——！！	龍	嘎啊啊！！
Izana	イザナ	よーし！　かなり効いたみたい！	Izana	All right! I think that did the trick!	伊札娜	很好！看来效果不错！	伊札娜	很好！好像奏效了！
Heidi	ハイディ	作戦成功！　いやあ、冷や冷やしたよ	Heidi	Mission successful! I have to admit, I was worried for a second there.	海蒂	作战成功！哎呀，真是捏了一把冷汗。	海蒂	作戰成功！哎呀，我本來還很擔心呢。
Izana	イザナ	"アタシは信じてたよ？
ロマン君の作戦は成功するって"	Izana	I never had a doubt! Roman's plans always work out.	伊札娜	我可是一直坚信罗曼的计划会成功的。	伊札娜	我一直都相信羅曼的作戰計畫會成功喔。
	ナレーション	「数日前」	Narrator	A few days earlier...	旁白	[几天前]	旁白	「幾天前」
Roman	ロマン	君たちには花嫁姿で竜の気を惹く役目をお願いしたい	Roman	I want you both to dress up in bridal gowns to catch the dragon's attention.	罗曼	我想请你们假扮成新娘的样子，吸引龙的注意。	羅曼	我想拜託妳們扮成新娘的模樣，藉以引誘龍現身。
Roman	ロマン	"そして相手が油断したところで、
熱い一撃をお見舞いしてほしいんだ"	Roman	And when it lets down its guard, you'll give it a thrashing to remember.	罗曼	"在它放松警惕的时候，
给予它猛烈的一击！"	羅曼	"然後趁牠疏忽大意時，
痛快地給牠致命一擊。"
Heidi	ハイディ	私が！？　しかも、花嫁姿で？	Heidi	You want me to what?! Wearing what?!	海蒂	让我演新娘？！	海蒂	我嗎！？而且還要打扮成新娘的樣子？
Roman	ロマン	竜に近づき確実に仕留めるためにね	Roman	We need a disguise to get close enough to the dragon to take it down.	罗曼	这是为了确保能接近龙并杀死它。	羅曼	這是為了接近龍，不出半分差錯地收拾掉牠。
Roman	ロマン	竜と互角に戦える力を持っている君たちが適任なんだ	Roman	And with your fighting prowess, the two of you are perfect for the job.	罗曼	你们有与龙势均力敌的力量，是最适合的人选。	羅曼	妳們擁有能和龍對戰的實力，是最合適的人選。
Izana	イザナ	"私の力を頼ってくれるのは嬉しいよ。
これって国からの依頼なの？"	Izana	I'm happy you think I'm strong enough to carry out a mission like this. Is this an official request from the kingdom?	伊札娜	"很高兴你能相信我的力量。
这是国家的委托吗？"	伊札娜	"很高興你願意借助我的力量。
這算是來自國家的委託嗎？"
Roman	ロマン	"ああ。だから私が直接来たんだ。
だがこれは、命令ではない"	Roman	Yes, and that's why I came personally.	罗曼	"是的。所以我亲自来了。
但这并不是命令。"	羅曼	"是的，所以我才會親自過來。
不過，這並不是命令。"
