romanized	name_jp	text_jp	name_en	text_en	name_zh-CN	text_zh-CN	name_zh-TW	text_zh-TW
Juna	ユナ	なるほど。私が作るものはチョコクッキーがよいと？	Juna	So you think it would be best if I made chocolate cookies?	尤娜	原来如此，你建议我做巧克力曲奇是吗？	尤娜	原來如此，我做巧克力餅乾比較好嗎？
Escha	エスカ	"はい。クッキーは美味しくて作るのも手軽ですから、
ユナさんにピッタリだと思うんです"	Escha	Yes! Since they're delicious and don't require a whole lot of fuss, I think cookies would be a great choice!	爱丝卡	"是的，曲奇又好吃又容易做，
应该最适合尤娜小姐了。"	愛絲卡	"是的，因為餅乾很美味也很好做，
我認為很適合尤娜小姐。"
Escha	エスカ	それに意外と繊細な料理で、奥が深いんですよ！	Escha	But cookies can be surprisingly delicate, so I think they're the perfect challenge for you!	爱丝卡	而且它做起来其实很需要注重细节，相当有讲究哦！	愛絲卡	而且餅乾是意外細緻的料理，很深奧喔！
Juna	ユナ	私でも上手に作れるだろうか？	Juna	Do you really think someone like me will be able to do it?	尤娜	那我能做好吗？	尤娜	我也能做得好吃嗎？
Escha	エスカ	もちろん、私が最後までお手伝いします！	Escha	Of course. And besides, I'll be here to help you all the way!	爱丝卡	没问题，我会协助到底的！	愛絲卡	那當然，我會幫妳到最後的！
Juna	ユナ	先生には世話になるな……	Juna	I'm lucky to have such a wonderful teacher.	尤娜	真是太麻烦老师了……	尤娜	要承蒙老師妳的幫助了……
Escha	エスカ	えへへ。頑張りましょうね！	Escha	Hehe. As long as we're together, we can do it!	爱丝卡	嘿嘿，一起加油吧！	愛絲卡	嘿嘿，我們一起加油吧！
Juna	ユナ	"これほど私の面倒を見てもらうのはありがたいが、
エスカのメニューのほうは大丈夫なのか？"	Juna	Don't get me wrong, I'm incredibly thankful for your help. But aren't I getting in the way of your recipe planning for the cafe?	尤娜	"非常感谢你这么关心我，
不过研发餐品那边进行得如何了？"	尤娜	"我很感謝愛絲卡妳這麼幫我，
但妳的菜單沒問題嗎？"
Escha	エスカ	"はい。文献を調べてみたんですけど、わたしの
レシピは「白妙のミルク」があれば完成しそうです"	Escha	Not to worry. After doing some research, it looks like the last ingredient I'll need is silken milk.	爱丝卡	"很有进展，我查了一些文献，
想做的配方还差“白妙鲜奶”就能完成了。"	愛絲卡	"沒問題的。我調查過文獻，
我的配方只要有「白妙鮮奶」大概就能完成了。"
Escha	エスカ	"それがあれば、ユナさんのチョコクッキーも美味しく
できるはずですよ"	Escha	We'll be able to use it in your chocolate cookies too! I just know they'll be delicious.	爱丝卡	"而且只要有了那种奶，
尤娜小姐的巧克力曲奇也能做得更好吃。"	愛絲卡	"有了那個，尤娜小姐的巧克力餅乾
應該也能做得很好吃。"
Juna	ユナ	それはいい。早速その素材を採りに行こう	Juna	Excellent. Let's go and fetch some!	尤娜	"真是个好消息。
那我们就赶紧去找它吧。"	尤娜	那就好。我們快點去採集妳說的那種素材吧。
Escha	エスカ	"ただ、問題があって。
採取地までは分からなかったんですよね"	Escha	Well, there's one small problem: I'm not sure where we can get any.	爱丝卡	不过有个问题，我不知道在哪里才能采集到。	愛絲卡	"不過，現在的問題是，
我還不清楚採集地在哪裡。"
Juna	ユナ	ふむ……彼女を頼ってみようか	Juna	Hm... Then I know just the person to ask.	尤娜	嗯……那就拜托那位试试吧。	尤娜	唔……我們去拜託她看看吧。
Resna	レスナ	"事情は分かりました！　エスカ先輩の素敵な試み、
感激の極みです！"	Resna	Got it. I'd be more than happy to help you with your experiment, Miss Escha!	蕾斯娜	"事情我知道了！爱丝卡前辈竟然
在做这么了不起的尝试，真是令人感动之至！"	蕾斯娜	"情況我明白了！愛絲卡前輩這美妙的嘗試，
實在太令人感激了！"
Resna	レスナ	"きっと素晴らしく美味しいはず！
想像しただけで、気絶しそうです"	Resna	It's going to be a culinary delight! Just imagining those sweets is making my mouth water!	蕾斯娜	"做出来的巧克力一定会非常甜美可口吧！
光是想想我就要美得昏过去了。"	蕾斯娜	"成品一定會超級美味！
光是想像，我就快昏過去了。"
Escha	エスカ	"レスナちゃんが言うなら間違いないですね！
それで、採取できる場所はご存じでしょうか？"	Escha	If you say so, that makes me feel much more confident! Do you happen to know where we might find the milk we need?	爱丝卡	"蕾斯娜都这么说了，那一定没错！
那么你知道在哪里能采集到那种奶吗？"	愛絲卡	"既然蕾斯娜這麼說，就一定不會有錯！
那麼，妳知道哪裡可以採集到嗎？"
Resna	レスナ	"「白妙のミルク」ですが、私の読んだ文献に
採取地が載っていましたよ！"	Resna	I remember seeing something about silken milk in one of my books!	蕾斯娜	"“白妙鲜奶”对吧，
我读过的文献里记载了采集地哦！"	蕾斯娜	"「白妙鮮奶」的話，
我讀過的文獻裡有記載採集地喔！"
Juna	ユナ	本当か、レスナ！	Juna	Really?!	尤娜	真的吗，蕾斯娜？！	尤娜	蕾斯娜，真的嗎！？
