romanized	name_jp	text_jp	name_en	text_en	name_zh-CN	text_zh-CN	name_zh-TW	text_zh-TW
Resna	レスナ	（……こうして）	Resna	(And just like that...)	蕾斯娜	（就这样……）	蕾斯娜	（就這樣……）
Resna	レスナ	"（エレンちゃんが諦めていた
　何かがまた動き出す）"	Resna	(Even though Eren had given up hope, her whole situation changed.)	蕾斯娜	（艾莲对曾经放弃的事物重新萌发了向往。）	蕾斯娜	"（艾蓮原本已經放棄的某個東西，
　又再次復甦了。）"
Resna	レスナ	（火を灯したのはきっと、誰かの優しい言葉）	Resna	(I'm sure the spark was the kind words she got from a certain someone.)	蕾斯娜	（点燃火种的，一定是某个人温柔的话语。）	蕾斯娜	（點燃那火光的，肯定是某人溫柔的話語。）
Resna	レスナ	（歩き出した先にあるものを今度こそ）	Resna	(Still, she's got a ways to go before she gets to her destination.)	蕾斯娜	（希望她这次……）	蕾斯娜	（希望她這次邁出步伐後──）
Resna	レスナ	（掴めるといいな）	Resna	(I hope she manages to find what she wants.)	蕾斯娜	（可以得偿所愿。）	蕾斯娜	（能抓住前方的目標。）
Resna	レスナ	（きっとここは、この学園は）	Resna	(Besides, I'm pretty sure...)	蕾斯娜	（这所学园，）	蕾斯娜	（這個地方、這座學園，肯定會成為──）
Resna	レスナ	（私たちが全力で夢を追いかけられる場所）	Resna	(...That this academy is exactly where we need to be to chase our dreams.)	蕾斯娜	（一定就是我们能全力追梦的地方。）	蕾斯娜	（能讓我們盡全力追逐夢想的地方。）
Resna	レスナ	（私たちがなりたい大人の形を、もう一度見つける場所）	Resna	(This is where we'll figure out what kind of adults we want to be.)	蕾斯娜	（在这里我们会重新认识到自己想要成为什么样的大人。）	蕾斯娜	（同時也會讓我們重新找到，自己想要長成的模樣。）
Ryza	ライザ	"なんで引き分けだと、どっちのチームにも
賞金が出ないんだー！"	Ryza	Apparently, neither team gets the prize money because it ended in a tie!	莱莎	"为什么打了平手，
哪个队都拿不到奖金啊——！"	萊莎	"為什麼打成平手，
雙方隊伍都拿不到獎金啊！"
Sophie	ソフィー	山分けにしてほしかったよね……	Sophie	It would've been nice if we could split it...	苏菲	要是能平分奖金就好了……	蘇菲	要是能平分就好了……
Ryza	ライザ	くーっ！　次は絶対に勝つ！	Ryza	Aaargh! Whatever! We'll just get the next one!	莱莎	呜——！下次一定要获胜！	萊莎	嗚──！下次一定要贏！
Eren	エレン	ふふ。そうですね	Eren	Heh, that's right.	艾莲	呵呵，没错。	艾蓮	呵呵，是啊。
Rorona	ロロナ	"こんなチームだけど、改めてよろしくね。
エレンちゃん"	Rorona	Thanks again for joining the team, Eren. We're a bit all over the place, but we mean well.	萝乐娜	"我们就是这样的队伍，
今后还请多多关照哦，艾莲。"	蘿樂娜	"雖然我們是這樣的隊伍，
還是要再次請妳多多指教囉，艾蓮。"
Sophie	ソフィー	"そういえば。エレンちゃんのちゃんとした
自己紹介を聞いてなかった気がする"	Sophie	Come to think of it, we never did get your self-introduction, did we?	苏菲	说起来，我好像还没有听艾莲正式介绍过自己呢。	蘇菲	"話說回來，
我們好像還沒聽艾蓮好好自我介紹過。"
Eren	エレン	確かにそうですね、すみません	Eren	Oh, no. Sorry.	艾莲	你说得对。不好意思。	艾蓮	確實是這樣，不好意思。
Ryza	ライザ	"いいって、気にしないで。それじゃあ改めて、
自己紹介をお願いできる？"	Ryza	It's fine, these things happen. Besides, you can just do it now!	莱莎	"没事啦，不要放在心上。
那能请你做一个自我介绍吗？"	萊莎	"沒關係啦，別在意。
那麼，能麻煩妳重新自我介紹嗎？"
Eren	エレン	分かりました	Eren	All right.	艾莲	好的。	艾蓮	我明白了。
Eren	エレン	私は、エレン・Ｋ・セントブルグ	Eren	I'm Eren K. St. Burg.	艾莲	我叫艾莲·K·圣布鲁格。	艾蓮	我叫做艾蓮‧K‧聖布魯格。
Eren	エレン	人々を守るために、錬金術士を志す者です	Eren	I intend to become an alchemist who protects people.	艾莲	为了保护人们，立志成为炼金术士。	艾蓮	我是為了守護人們，才立志成為鍊金術士的。
