romanized	name_jp	text_jp	name_en	text_en	name_zh-CN	text_zh-CN	name_zh-TW	text_zh-TW
	魔王	"ぐうううう！！
まだだ！　この世界は、私のものだあああ！！！"	Demon King	Gah! No, I will not be defeated! This world shall be mineee!	魔王	"呜啊啊啊！！
还没完！这世界是我的！！！"	魔王	"呃嗚嗚嗚！！
還沒！這個世界是屬於我的啊──！！！"
Meruru	メルル	勇者様！　とどめを！	Meruru	Hero! The final blow, now!	梅露露	勇者大人！给它最后一击！	梅露露	勇者大人！使出致命一擊吧！
Resna	レスナ	はあああああっ！！！	Resna	Hyaaah!	蕾斯娜	喝啊啊啊啊！！！	蕾斯娜	喝啊啊啊啊啊！！！
	魔王	ぐあああぁ……	Demon King	Graaah...	魔王	呜啊啊啊啊……	魔王	唔啊啊啊啊……
Resna	レスナ	"はあ、はあ……
やった……！"	Resna	*Huff* *Huff*... We've done it!	蕾斯娜	"呼、呼……
赢了……！"	蕾斯娜	"呼、呼……
成功了……！"
Valeria	ヴァレリア	"ふー……
思いっきりぶん殴ったら、すっきりしたわ！"	Valeria	Phew... The wonders of a good, old-fashioned punch! I feel much better now.	瓦莱莉娅	"呵……
尽情揍了它一顿，终于舒畅了！"	瓦萊莉婭	"呼……
狠狠地揍了他一頓，痛快多了！"
Resna	レスナ	"あの、魔王はこれで倒せたんですよね？
また起き上がってくるなんてこと、ないですよね？"	Resna	So, is it over? Is the Demon King defeated? He's not coming back, right?	蕾斯娜	"那么，这就算打倒魔王了对吧？
应该不会再活过来了吧？"	蕾斯娜	"請問，這樣就算打倒魔王了對吧？
他不會再爬起來了對吧？"
Meruru	メルル	"うん、大丈夫！　ありがとう、勇者のみんな！
みんなのおかげで世界は救われたよ！"	Meruru	Yes, it's finally over! Thank you, heroes! You've saved the world!	梅露露	"嗯，应该没问题了！各位勇者，谢谢你们！
是你们拯救了世界！"	梅露露	"嗯，沒問題的！謝謝各位勇者！
多虧大家，世界得救了！"
Rorona	ロロナ	"やった、勝ったー！
お祝いのパイ、帰ったらすぐ焼かなくちゃ！"	Rorona	We did it! We won! I'm going to bake that pie as soon as I return home!	萝乐娜	"太好了，我们赢了！
回去得赶紧烤一个祝贺胜利的派出来！"	蘿樂娜	"太棒了，我們贏了～！
回去後，要馬上烤派來慶祝才行！"
Tess	テス	"いやー、やり切ったね！
テスさん、これでますます大人気になっちゃうなあ"	Tess	We pulled it off! I can't wait to become famous for this.	缇丝	"哎呀，真是倾尽全力啊！
缇丝我今后会越来越有人气吧。"	緹絲	"哎呀～我們堅持到最後了呢！
這下緹絲就要更加受歡迎了呢～"
Lent	レント	"へへっ、みんなで掴む勝利ってのもいいもんだな。
清々しい気分だぜ！"	Lent	Heheh! It's a great feeling, winning alongside your party members.	兰托	"呵呵，大家一起取得胜利的滋味真不错。
令人神清气爽！"	蘭托	"嘿嘿，大家一起取得勝利也很不錯呢。
感覺神清氣爽！"
Roze	ロゼ	"まあ、すっきりはしたな。
これで落ち着いて暮らせるといいんだが"	Raze	I must admit, it was satisfying. Perhaps things will finally settle down.	罗杰	"的确神清气爽。
要是今后都能这样平静地生活下去就好了。"	羅傑	"是啊，心情暢快多了。
希望這樣就能平靜地生活了。"
Tao	タオ	"歴史的瞬間に立ち会った、ってやつかな。
はは、自分が倒したって実感はないや……"	Tao	A historical moment, I suppose. Though, it doesn't feel like I helped much. Haha...	塔奥	"这也算是见证了历史，对吧。
哈哈，一点都不觉得自己真的参与了魔王讨伐……"	塔奧	"這就是所謂見證歷史的瞬間嗎？
哈哈，我自己倒是沒有打倒魔王的真實感呢……"
Cuderia 	クーデリア	"ま、あたしたちは後から来たしね。
しかも、ヴァレリアに付き合わされたようなもんだし"	Cordelia	Well, we did arrive fashionably late. Besides, Valeria practically dragged us here.	库蝶莉亚	"毕竟我们来迟了。
而且可以说本来就是瓦莱莉娅非要拉上我们的。"	庫蝶莉亞	"畢竟，我們是後來才來的嘛。
而且，就像是陪瓦萊莉婭來的一樣。"
Tess	テス	"そういや、報酬の話も考えとかないとねー。
結構頑張ったことだし、国からがっぽしもらいますか！"	Tess	Oh, right. We should discuss payment. Since we've worked so hard, I'm sure the kingdom will reward us handsomely!	缇丝	"对了，也得考虑一下报酬怎么花吧。
我们这么努力，应该问国家多要一点！"	緹絲	"對了，也得考慮一下報酬的事情呢～
我們這麼努力了，該向國家討個豐厚的報酬吧！"
Valeria	ヴァレリア	"ん～、そうね……美味しいご飯、
２５年分は欲しいところね！"	Valeria	Hmm, yes... I would like 25 years' worth of delicious food!	瓦莱莉娅	"嗯，是啊……
比如要25年份的美味饭菜！"	瓦萊莉婭	"嗯～是啊……
我想要25年份的美味飯菜呢！"
Rorona	ロロナ	"パイの素材２５年分も欲しいなあ。
あ、最新のパイ窯もいいかも！"	Rorona	Maybe I could ask for 25 years' worth of pie ingredients! Oh, and a brand-new oven!	萝乐娜	"我想要25年份用来烤派的食材。
哦，最新式的烤炉也可以！"	蘿樂娜	"我也想要25年份的製派素材呢～
啊，最新型的窯烤爐應該也不錯！"
Cuderia 	クーデリア	"食べ物から離れなさいよ！
どいつもこいつも……"	Cordelia	Will you quit thinking about food?! Some people...	库蝶莉亚	"别一个个都只想着吃啊！
真是的……"	庫蝶莉亞	"別再說食物了啦！
每個人都這樣……"
Roze	ロゼ	"やれやれ、最後まで騒がしいな。
こいつらは……"	Raze	My, my. This group is certainly rowdy to the end...	罗杰	哎，这群人真是从头闹腾到尾……	羅傑	"哎呀呀，還真是一路吵到最後，
這些傢伙……"
Resna	レスナ	"……そっか。
私たち、やり遂げたんだ……"	Resna	Right... We finally did it.	蕾斯娜	"真的……
我们真的做到了……"	蕾斯娜	"……這樣啊，
我們做到了啊……"
Valeria	ヴァレリア	"レスナ？　ほらほら、早く帰りましょ。
お祝いのごちそう、何かな、何かなー"	Valeria	Resna? Come on, we should head back. I wonder what the celebration feast will be like.	瓦莱莉娅	"蕾斯娜？好啦，赶紧回去吧。
祝贺胜利的美餐会是什么呢——"	瓦萊莉婭	"蕾斯娜？好了好了，我們快回去吧。
慶功宴要吃什麼呢？吃什麼呢～？"
Resna	レスナ	"ふふ、そうだね。
帰ろう、みんなで一緒に――！"	Resna	Hehe. You're right, let's go home, everyone!	蕾斯娜	"呵呵，好啊。
我们大家一起回去吧——！"	蕾斯娜	"呵呵，妳說得對。
大家一起回去吧──！"
