romanized	name_jp	text_jp	name_en	text_en	name_zh-CN	text_zh-CN	name_zh-TW	text_zh-TW
Ryza	ライザ	"うわあ、すごい人の数！
これ全員ビーチフラッグ大会の参加者？"	Ryza	Whoa, just look at all these people! Do you think they're all here for the beach flag race?	莱莎	哇，好多人！都是来参加夺旗大会的吗？	萊莎	"哇，好壯觀的人潮！
大家都是來參加海灘奪旗大賽的嗎？"
Klaudia	クラウディア	ロマンさんの作戦、大成功だったみたいですね	Klaudia	Looks like Roman's done it again. Another successful scheme!	科洛蒂娅	罗曼先生的计划非常成功啊。	科洛蒂婭	看來羅曼先生的計畫非常成功呢！
Valeria	ヴァレリア	ぐぬぬ……豪華賞品は誰にも渡さないわよ！	Valeria	Grrr... If they think I'll give up the prize, they've got another thing coming!	瓦莱莉娅	哼哼哼……我可不会让任何人夺走我的豪华奖品！	瓦萊莉婭	可惡……我不會把豪華獎品讓給任何人的！
Ryza	ライザ	"ええと……確かこの先の洞窟の奥に
旗が立ってるんだよね？"	Ryza	Hmm. The flag is hidden somewhere inside that cave, right?	莱莎	对了……要在这前面的洞窟深处插旗子是吧？	萊莎	"我想想……
我記得旗子就立在這前方的洞窟深處對吧？"
Resna	レスナ	はい、その旗を最初に取った人が優勝です	Resna	That's right! And the first one to capture that flag will be the champion.	蕾斯娜	是的，第一个拿到旗子的人就是冠军。	蕾斯娜	是的，最先取得那面旗子的人就是冠軍。
Resna	レスナ	"でも、道中色々、仕掛けが用意されているみたいで
ただ足が速ければいいというわけではなさそうです"	Resna	But the fastest person won't necessarily win. The cave is filled with traps and obstacles to slow us down.	蕾斯娜	"不过一路上好像设了不少机关，
腿脚快也未必就能最终取胜。"	蕾斯娜	"只不過一路上似乎設有很多機關，
並不是腳程快就能順利抵達的。"
Valeria	ヴァレリア	"そんなの関係ないわよ。どんな仕掛けだろうと
全力で突破すればいいんだもの！"	Valeria	No trap's going to stop me from getting my hands on that fabulous reward! I'll bust through as many traps as it takes!	瓦莱莉娅	"没关系，管它什么样的机关，
只要尽全力突破就行了！"	瓦萊莉婭	"那無所謂。
不管是什麼機關，只要盡全力突破就好了！"
Resna	レスナ	"あれ、リンカさん！？
こんな所で会うなんて"	Resna	Oh, Linca! I didn't expect to see you here!	蕾斯娜	嗯？琳卡小姐？！竟然会在这里遇到你。	蕾斯娜	"咦，琳卡小姐！？
沒想到會在這裡遇見妳。"
Valeria	ヴァレリア	リンカも賞品狙い？	Valeria	Are you after my prize too?	瓦莱莉娅	琳卡也是冲着奖品来的吗？	瓦萊莉婭	琳卡也想要獎品嗎？
Linca	リンカ	"いえ。海辺で良い鍛錬になる催しが
開かれていると聞きまして"	Linca	No, nothing like that. I heard there was a beach event that would make for some great training.	琳卡	不，我只是听说海边在举行很有挑战性的活动。	琳卡	"不，我是聽人說海邊在舉辦
能鍛鍊身體的活動。"
Ryza	ライザ	誰から？	Ryza	Oh? Who told you that?	莱莎	你听谁说的？	萊莎	聽誰說的？
Linca	リンカ	ユナから	Linca	Juna told me.	琳卡	尤娜。	琳卡	尤娜說的。
Resna	レスナ	えっ！？	Resna	Huh?!	蕾斯娜	啊？！	蕾斯娜	咦！？
Juna	ユナ	"大会を盛り上げるために、私も参加するよう
殿下から命じられたんだ"	Juna	"By order of His Highness, I'm here to ""liven things up."" I'll be participating in the tournament as well."	尤娜	为了让比赛更激烈，殿下命令我也来参加。	尤娜	"為了炒熱大賽的氣氛，
殿下命令我也要參賽。"
Juna	ユナ	ついでに他の体力自慢も連れてくるように、と	Juna	I was also instructed to bring other strong competitors along with me.	尤娜	还让我顺便介绍些对体力有自信的人来。	尤娜	他還要我順便把其他對體能有自信的人也帶來。
Juna	ユナ	"私も賞品には興味はないが、
参加するからには本気で挑ませてもらう"	Juna	Although I'm not interested in any prizes, I'll do my utmost to overcome whatever challenges lie ahead.	尤娜	"我也对奖品没什么兴趣，
不过既然要参加，我必定会倾尽全力。"	尤娜	"雖然我也對獎品沒興趣，
但既然要參加，那我便會全力以赴。"
Ryza	ライザ	"二人とも、わざわざ動きやすい格好までして……
これはかなりの強敵だね"	Ryza	The two of you even changed into lighter gear for this... Competition is going to be fierce!	莱莎	"这两个人还特意穿了方便活动的衣服……
有点难对付啊。"	萊莎	"妳們還特地換上方便活動的衣服……
看來會是相當強勁的對手呢。"
Resna	レスナ	あれ、シャルロッテ先輩とシャリステラ先輩まで！	Resna	Oh! If it isn't Shallotte! And Shallistera, too!	蕾斯娜	啊，夏露罗蒂前辈和夏莉丝堤拉前辈也来了！	蕾斯娜	咦，夏露羅蒂前輩和夏莉絲堤菈前輩也來了！
Shallistera	シャリステラ	わたしはロッテに連れてこられただけなんですけど……	Shallistera	Lotte practically dragged me here, so...	夏莉丝堤拉	是罗蒂非拉着我来的……	夏莉絲堤菈	我是被羅蒂給拉來的……
Shallotte	シャルロッテ	"だって、優勝したらなんでも望むものがもらえるって
聞いたから"	Shallotte	We heard the winner gets any prize their heart desires.	夏露罗蒂	因为听说赢了就能得到任何想要的东西嘛。	夏露羅蒂	因為我聽說冠軍能獲得任何想要的東西。
Shallotte	シャルロッテ	そんなの、参加しないわけにいかないよね！	Shallotte	So we definitely couldn't pass up an opportunity like that!	夏露罗蒂	那不来参加可怎么行！	夏露羅蒂	這種活動，怎麼能不參加呢？
Resna	レスナ	"なんでも望むもの？
あれ？　そんな話だったかな……"	Resna	"That's strange. It's my first time hearing that the winner gets ""any prize their heart desires""..."	蕾斯娜	想要的东西？咦，一开始是这么说的吗……？	蕾斯娜	"任何想要的東西？
奇怪？之前是這樣說的嗎……"
