file	id	romanized_name	localized_name	text	localized_name_en	text_en	localized_name_zh-CN	text_zh-CN	localized_name_zh-TW	text_zh-TW
CharacterEvent_002_FIN_001ID	0	Magda	マクダ	……で？　その錬金爵サマがここになんの用だ？	Magda	Huh? What's the seneschal of alchemy doin' here?	玛格达	所以……炼金爵大人到这里来有何贵干？	瑪格達	……所以呢？鍊金爵大人來這裡有何貴幹？
CharacterEvent_002_FIN_001ID	1	Brad	ブラッド	武器を収めろ。失礼だと思わないのか	Brad	Come on, put your weapon away. It's rude, don't you think?	布莱德	收起你的武器，这样不觉得失礼吗。	布萊德	放下武器。妳不知道這樣很失禮嗎？
CharacterEvent_002_FIN_001ID	2	Magda	マクダ	いちいち説教しやがって。調子がくるうな。\n話がすすまねーだろ	Magda	Stop with the constant lecturing! It kills my mood every time. Just get to the point.	玛格达	真会教训人。\n这样下去到底要什么时候才能进入正题。	瑪格達	連這點小事也要說教，害我都提不起勁來了。\n你到底要不要進入正題？
CharacterEvent_002_FIN_001ID	3	Brad	ブラッド	話し合いを長引かせたくはないだろう？\nじきに騒ぎを聞きつけて他の騎士もやってくるはずだ	Brad	I'm sure you don't want to make this discussion any longer than it needs to be. The other knights probably heard the commotion. They'll be here any moment.	布莱德	你也不想拖太久吧？\n听到动静的其他骑士马上就要赶过来了。	布萊德	妳應該不想浪費時間吧？\n其他騎士應該已經察覺到騷動，正在趕過來這裡。
CharacterEvent_002_FIN_001ID	4	Magda	マクダ	ハッ。騎士でどうにかなるとでも？　喧嘩屋を\n倒したけりゃ、白夜の騎士でも連れてくるんだな	Magda	Hah! You think some piddly little knights can do anything? Only a Knight of the Midnight Sun could take this brawl master down!	玛格达	哈。骑士来了又能怎样？要想打倒我这个打手，\n起码得把白夜骑士带过来。	瑪格達	哈，以為騎士就能打發我？想制伏打架專家的話，\n好歹也該出動白夜騎士吧。
CharacterEvent_002_FIN_001ID	5	Brad	ブラッド	喧嘩屋……マクダ……。\n月影の会の資料にあった、マクダか	Brad	Brawl Master... Magda...? You must be the Magda that was in the Moonlight Society documents.	布莱德	打手……玛格达……\n你就是月影会相关资料里的那个玛格达吗。	布萊德	打架專家……瑪格達……\n妳就是記載在月影會資料中的那個瑪格達啊。
CharacterEvent_002_FIN_001ID	6	Magda	マクダ	知ってるなら、話が早いぜ。こっちは\nヴァレリアやハイディって奴を探してるんだが	Magda	Well, if you already know that much, this should be quick. I'm looking for a couple of girls named Valeria and Heidi.	玛格达	你认识我的话就好说了。\n我正在找瓦莱莉娅和海蒂。	瑪格達	既然你知道我是誰，那就省事多了。\n我在找兩個人，名字叫瓦萊莉婭和海蒂。
CharacterEvent_002_FIN_001ID	7	Brad	ブラッド	ほう	Brad	I see.	布莱德	是吗。	布萊德	哦……
CharacterEvent_002_FIN_001ID	8	Magda	マクダ	フロッケやランツェのおっさんまで消えてやがるし	Magda	Even Flocke and that old fogey Lanze have up and disappeared.	玛格达	连芙洛可和兰泽大叔都不见了。	瑪格達	竟然連芙洛可和藍澤大叔都消失了……
CharacterEvent_002_FIN_001ID	9	Brad	ブラッド	だいぶ疲れているようだな、マクダ。何があった	Brad	Magda, you look exhausted. What happened?	布莱德	你看起来很疲惫，玛格达。发生什么事了？	布萊德	瑪格達，妳看起來似乎相當疲倦。發生了什麼事？
