file	id	romanized_name	localized_name	text	localized_name_en	text_en	localized_name_zh-CN	text_zh-CN	localized_name_zh-TW	text_zh-TW
CharacterEvent_002_NPC10_001ID	0		オルペウス	ブラッド。錬金爵の地位に就いてくれて、\n感謝しているぞ	Orpheus	Brad, I appreciate you taking on the position of seneschal of alchemy.	奥菲斯	布莱德，感谢你愿意就任炼金爵一职。	奧菲斯	布萊德，我很感謝你擔任了鍊金爵的職位。
CharacterEvent_002_NPC10_001ID	1	Brad	ブラッド	かつて錬金爵は我が家系が代々務めていたもの。\nなれば私が就くのが適任ですから	Brad	My family has produced generations of seneschals of alchemy, so it's only natural that I follow tradition.	布莱德	炼金爵一职向来由我们家族负责，\n所以我认为由我就任是合适的选择。	布萊德	過去鍊金爵的職位都是我們家族代代擔任的。\n如今由我來就任是再合適不過了。
CharacterEvent_002_NPC10_001ID	2		オルペウス	しかし、お前は宰相の補佐を続けていれば、\nいずれは最年少の宰相になる道ができていたはずだ	Orpheus	But you were on track to becoming the youngest prime minister in history had you continued to serve as advisor...	奥菲斯	不过，你要是继续担任宰相辅佐的话，\n将来必然会成为史上最年轻的宰相。	奧菲斯	但你要是繼續輔佐宰相，\n總有一天一定能成為最年輕的宰相。
CharacterEvent_002_NPC10_001ID	3		オルペウス	それが立候補して、錬金爵を引き受けてくれた	Orpheus	You announced your candidacy, but then accepted the role of Seneschal of Alchemy.	奥菲斯	但你却自愿申请并接受了炼金爵一职。	奧菲斯	然而你卻自告奮勇地接下了鍊金爵的職位。
CharacterEvent_002_NPC10_001ID	4		オルペウス	お前の目標だった宰相の地位には\n遠回りをさせてしまうな	Orpheus	I'm afraid I have made your goal of becoming prime minister that much more distant.	奥菲斯	这让你离成为宰相的目标又远了一步啊。	奧菲斯	這麼做只會讓你當上宰相的目標變得更遠啊。
CharacterEvent_002_NPC10_001ID	5	Brad	ブラッド	錬金術は再びこの国で大きな存在となっています。\n錬金爵の役目、他の者に任せてはおけません	Brad	Alchemy has once again risen as something crucial to this nation. The seneschal of alchemy is a role that cannot be entrusted to anyone else.	布莱德	炼金术会在我国再度繁荣起来。\n我不放心把这一职责交给别人。	布萊德	這個國家再次重視起鍊金術，\n我可不能將鍊金爵的職責交給別人。
CharacterEvent_002_NPC10_001ID	6		オルペウス	その言葉を聞けて嬉しいぞ。\nやはり錬金爵は君こそがふさわしい	Orpheus	Hearing you say that brings me joy. I knew you were perfect for the job.	奥菲斯	很高兴能听到你这么说。\n果然这个职位非你莫属啊。	奧菲斯	很高興聽到你這麼說。\n果然只有你才配得上鍊金爵這個位子。
CharacterEvent_002_NPC10_001ID	7	Brad	ブラッド	もったいないお言葉です	Brad	I am unworthy of such praise.	布莱德	您过誉了。	布萊德	不敢當。
CharacterEvent_002_NPC10_001ID	8		オルペウス	今、錬金術の在り方は揺れている。\n１５０年前に下した判断を、もう一度検討する時が来た	Orpheus	Alchemy still stands on shaky ground, and the time has come to revisit the decision made 150 years ago.	奥菲斯	如今，国民对炼金术的看法产生了变化。\n有必要重新探讨150年前先人所下的判断。	奧菲斯	鍊金術的存在方式已經在動搖。\n是時候重新審視150年前做出的判斷了。
CharacterEvent_002_NPC10_001ID	9		オルペウス	君が下してきた冷徹な政治的判断を揶揄して、\n“氷のブラッド”……などと呼ぶ者もいるようだが	Orpheus	"There may be those who call you ""Icy Brad"" for the practical political decisions you've made..."	奥菲斯	因为你在政治问题上总能做出冷峻的判断……\n有人揶揄你，称你为“冰之布莱德”。	奧菲斯	雖然有人嘲弄你那冷靜透徹的政治決策，\n還稱你為「冰之布萊德」……
