romanized	name_jp	text_jp	name_en	text_en	name_zh-CN	text_zh-CN	name_zh-TW	text_zh-TW
Heidi	ハイディ	で、二人は何を作ってるの？	Heidi	What are you two cooking up?	海蒂	你们两个在做什么呢？	海蒂	所以，妳們做了什麼東西？
Ryza	ライザ	"まずは閃光弾！　魔物の飼育場ってことは、
魔物がうじゃうじゃいるってことでしょ？"	Ryza	Flash grenades! There'll be a whole horde of monsters waiting for us, right?	莱莎	"首先是闪光弹！既然是魔物养殖场，
那肯定有很多魔物吧？"	萊莎	"首先是閃光彈！既然是魔物的飼養場，
裡頭肯定有一整群魔物吧？"
Judie	ユーディー	実際にうじゃうじゃいたしね～	Judie	Yeah, the place is crawling with them!	优蒂	确实有很多呢。	優蒂	的確是有一整群沒錯～
Ryza	ライザ	"だから、もしものときのために、そいつらを無力化
できるようなものがあったほうがいいかなって"	Ryza	That's why we figured it would be a good idea to have something to spook them. You know, just in case.	莱莎	"所以我就想啊，最好能有一个在关键时刻
让所有魔物失去行动力的道具。"	萊莎	"所以為了以防萬一，身上帶一些能讓牠們
失去反擊能力的東西會比較好。"
Heidi	ハイディ	はい先生！　普通の爆弾じゃないのはどうして？	Heidi	Wait, why don't you just use regular bombs?	海蒂	提问！为什么不做普通的炸弹呢？	海蒂	老師，我有問題！為什麼不用普通的炸彈呢？
Judie	ユーディー	ほら、強力な爆弾だと、周りも破壊しちゃうから	Judie	Simple: regular bombs would blow up the whole place.	优蒂	你想想看，如果用太强的炸弹，周围也会被破坏的。	優蒂	妳想想，用力量強勁的炸彈，會連四周一起破壞掉啊。
Ryza	ライザ	"閃光弾の作り方はララさんに聞いたんだ。
ララさんの閃光弾はアーシャさんも太鼓判を押すって"	Ryza	So instead, we have these flash grenades. Lara's the one who taught us about them. Even Ayesha gave them her seal of approval!	莱莎	"闪光弹的做法是拉拉小姐告诉我的。
拉拉小姐的闪光弹就连爱夏小姐都赞不绝口哦。"	萊莎	"閃光彈的製作方法我是問拉拉小姐的。
她的閃光彈是連愛夏小姐都打包票掛保證的喔。"
Ryza	ライザ	"他にも役に立つものを持っていくよ。
次に作ろうとしているのは……名付けて「うにびし」！"	Ryza	But that's not all. The next secret weapon we'll bring along is a Ryza original: uni caltrops!	莱莎	"除此之外，还有很多其他有帮助的东西。
我下一个要做的道具名为……“海胆撒菱”！"	萊莎	"我還會帶上其他派得上用場的東西。
下一個要做的是……命名為「海膽十字釘」！"
Heidi	ハイディ	うにびし？	Heidi	Uni caltrops?	海蒂	海胆撒菱？	海蒂	海膽十字釘？
Ryza	ライザ	"どこにでもある、うにを使ったまきびしだよ。そのまま
放置しても、環境を壊さずに済むようにね"	Ryza	You can find uni all over, so we're going to use their spikes to make caltrops! Even if we spread them around, they won't hurt the environment!	莱莎	"就是用随处可见的海胆做的撒菱。
这样就不会对环境造成破坏啦。"	萊莎	"就是使用隨處可見的海膽所製成的十字釘。
能夠把它直接放在原地，也不會破壞環境。"
Heidi	ハイディ	"あ～なるほど。
経験豊富な錬金術士は考えも一味違うなあ"	Heidi	Whoa, so this is how top-tier alchemists see the world. You two are on a whole different level.	海蒂	"哦，原来如此。
不愧是经验丰富的炼金术士，想法也如此与众不同。"	海蒂	"啊～原來如此。經驗豐富的鍊金術士
就連想法也很與眾不同呢。"
Judie	ユーディー	ライザもあたしも冒険を通して成長してきたのよ	Judie	Let's just say Ryza and I have had a lot of adventures to practice.	优蒂	莱莎和我都是在冒险中一路走过来的呢。	優蒂	萊莎和我都是在冒險中成長起來的啊。
Ryza	ライザ	ユーディット、ここだけど……	Ryza	Hey, Judith? I was wondering about this part...	莱莎	优蒂托，关于这个地方……	萊莎	優蒂，這裡有點……
Judie	ユーディー	それなら、こっちの素材を使うとどう？	Judie	Ah, how about this material?	优蒂	这个的话，用这个素材怎么样？	優蒂	那麼，用這邊的素材怎麼樣？
Ryza	ライザ	あ！　それいいかも！	Ryza	Oh! Good idea!	莱莎	啊！好主意！	萊莎	啊！這個感覺不錯！
Judie	ユーディー	できたわ！	Judie	Finished!	优蒂	完成了！	優蒂	完成了！
Heidi	ハイディ	おっ。出来はどう？	Heidi	Oh, nice! How did it go?	海蒂	哦，做的怎么样？	海蒂	哦！成品如何？
Ryza	ライザ	"問題ない……と思うけど、
明日出かける前に１回試してみよう！"	Ryza	Pretty good... I think. We'll try one out before we leave tomorrow and see if it works.	莱莎	"应该……没问题。
不过，赶在明天出发前，先试试效果吧！"	萊莎	"應該……沒問題。
明天出發前來測試一次吧！"
