romanized	name_jp	text_jp	name_en	text_en	name_zh-CN	text_zh-CN	name_zh-TW	text_zh-TW
Sophie	ソフィー	あっ。この薬草もある！	Sophie	Oh, wow. So many medicinal herbs!	苏菲	啊，连这种药草都有！	蘇菲	啊，連這種藥草都有！
Ayesha	アーシャ	"さすが「癒しの花園」って呼ばれる場所だね。
ここでほとんどの素材が揃っちゃう"	Ayesha	It's easy to see why they call it the Garden of Healing. Most of what we need to gather is all in this spot.	爱夏	"真不愧是“治愈花园”啊。
任何素材几乎都能在这里找到。"	愛夏	"不愧是號稱「治癒花園」的地方，
這裡幾乎所有素材都一應俱全呢。"
Sophie	ソフィー	"分かります。品質もいいのが多いですよね。
オスカーも連れてきたらよかったかも"	Sophie	I can definitely tell. These materials are of such good quality, too. I wish I'd brought Oskar with us.	苏菲	"是啊，而且高品质的也很多。
要是奥斯卡也能来就好了。"	蘇菲	"我也這麼認為。而且藥草的品質大多都很好，
要是能帶奧斯卡一起來就好了。"
Ayesha	アーシャ	"オスカー君って、植物とお話できるんだよね？
なんだか羨ましいなぁ"	Ayesha	He can talk to plants, right? I must admit, I'm a little jealous.	爱夏	"奥斯卡是不是能和植物交流？
好羡慕啊。"	愛夏	"我記得奧斯卡能和植物說話對吧？
好羨慕他的能力哦。"
Ayesha	アーシャ	"そういえば、ソフィーちゃんも素材の声が
聞こえるって言ってたよね"	Ayesha	Come to think of it, you said that you can hear the materials' voices, didn't you?	爱夏	苏菲你不是也说可以听见素材的声音吗？	愛夏	"話說回來，我記得蘇菲妳也說過
自己能聽見素材的聲音吧？"
Sophie	ソフィー	"元の世界にいた頃は、ですけど。この世界に来てからは
調子が悪くて、あまりはっきりとは聞こえないんです"	Sophie	Well, that was back in my own world. Ever since I got here, the connection's gone fuzzy. I can barely hear anything.	苏菲	"在原来的世界的确可以，但来到这个世界以后，
状态就不是很好，听得不那么清楚了。"	蘇菲	"在原本的世界時確實能夠聽見，但自從來到這裡後
狀態變得很差，沒辦法聽得很清楚了。"
Ayesha	アーシャ	それって、大変じゃない？	Ayesha	Doesn't that make things more difficult for you?	爱夏	那不是很头疼？	愛夏	那樣不是很辛苦嗎？
Sophie	ソフィー	"いえ！　錬金術を始めた頃は同じだったし、
それを言い訳にはできませんから！"	Sophie	Nope! It's more like a return to when I was first learning alchemy, so I can't complain too much.	苏菲	"倒也不会！我刚开始学炼金术的时候也听不到，
不能把这个当借口！"	蘇菲	"不會的！畢竟我剛開始學鍊金術時也是這樣，
所以不能把這個當作藉口！"
Sophie	ソフィー	――あっ！	Sophie	Ah!	苏菲	——啊！	蘇菲	──啊！
Ayesha	アーシャ	どうしたの？	Ayesha	What's wrong?	爱夏	怎么了？	愛夏	怎麼了？
Sophie	ソフィー	ア、アーシャさん！　隠れて！	Sophie	Ayesha, quick! Hide!	苏菲	爱夏小姐！快躲起来！	蘇菲	愛、愛夏小姐！快躲起來！
Ayesha	アーシャ	え！？　う、うん！	Ayesha	Huh?! A-All right!	爱夏	嗯？！好、好的！	愛夏	咦！？好、好的！
Ayesha	アーシャ	あれって、確か極夜の錬金党の……！	Ayesha	Oh! Isn't he one of those Polar Night Alchemists?	爱夏	我记得那个人是极夜的炼金党……！	愛夏	那個人……是極夜的鍊金黨的……！
Sophie	ソフィー	"ジェロンっていう人ですね。
この間、砂漠で戦いました"	Sophie	He's called Geron. We fought him back in the desert.	苏菲	他好像叫杰隆。之前我们和他在沙漠战斗过。	蘇菲	"我記得他叫做傑隆，
之前與他在沙漠交手過。"
Ayesha	アーシャ	二人だけで相手するのは危険だよね……	Ayesha	I take it that he's a little too much for the two of us to handle on our own, then.	爱夏	光靠我们两个上有点危险啊……	愛夏	單憑我們兩個，要與他戰鬥很危險吧……
Ayesha	アーシャ	き、気付かれなかったみたいだね	Ayesha	Th-Thank goodness, he didn't seem to notice us.	爱夏	看来他没发现我们。	愛夏	他、他好像沒發現我們呢。
Sophie	ソフィー	よ、よかったぁ……ん	Sophie	You can say that again...	苏菲	太、太好了……呜？	蘇菲	太、太好了……唔。
Sophie	ソフィー	うぁ……は、は、は……	Sophie	*Sniffle*... Ah...ah...ah...	苏菲	呜……阿、阿、阿……	蘇菲	唔哇……啊、哈、哈……
Ayesha	アーシャ	ソフィーちゃん！　が、我慢して！	Ayesha	H-Hold it in, Sophie!	爱夏	苏菲！忍住、忍住啊！	愛夏	蘇菲！忍、忍住啊！
Sophie	ソフィー	……っ、はぁ、危なかったぁ……	Sophie	Phew... That was a close one.	苏菲	呼……好、好险……	蘇菲	……呼，真是好險……
Sophie	ソフィー	"ありがとうございます。
おかげでくしゃみが収まりました……"	Sophie	Thanks, Ayesha. I don't feel like I have to sneeze anymore.	苏菲	谢谢，多亏你帮我止住了喷嚏……	蘇菲	"謝謝。
多虧了愛夏小姐，我才止住了噴嚏……"
Ayesha	アーシャ	気付かれなくてよかったね……	Ayesha	Thank goodness he didn't hear...	爱夏	还好没被发现……	愛夏	幸好他沒有注意到……
Sophie	ソフィー	はぁ……行ってくれた……	Sophie	Good... He's gone.	苏菲	呼……终于走了……	蘇菲	呼……他終於走了……
Ayesha	アーシャ	戦いにならなくて済んだね	Ayesha	I'm so glad that didn't turn into a fight.	爱夏	没发生争斗真是太好了。	愛夏	還好不需要與他起衝突。
Sophie	ソフィー	"薬草を採取しに来たのかな。
何をしようとしてるんだろ……"	Sophie	I guess he was here for the herbs, too? But what could he be using them for?	苏菲	"他是来采集药草的吗？
他们到底在谋划什么……"	蘇菲	"他是來採集藥草的嗎？
不知道他想用藥草做什麼……"
