romanized	name_jp	text_jp	name_en	text_en	name_zh-CN	text_zh-CN	name_zh-TW	text_zh-TW
Marie	マリー	"バッチリよ。目標の地点に爆弾をたーっぷり
仕掛けてきたわ"	Marie	Okay, it's all done! There are plenty of bombs waiting for our special guest!	玛莉	搞定。我在目标地点放置了一大～堆炸弹。	瑪莉	"非常完美。
我在那裡放了滿～滿的炸彈喔。"
Marie	マリー	起動は任せて！	Marie	I'll handle the fuse!	玛莉	起爆就交给我吧！	瑪莉	引爆就交給我吧！
Rorona	ロロナ	"あとは、わたしのパイ爆弾で上手く誘導できれば
……皆さん、準備はいいですか？"	Rorona	I guess it's time for my pies to pave the way. Is everyone good to go?	萝乐娜	"接下来，只要用我的派炸弹成功诱导就行……
大家，准备好了吗？"	蘿樂娜	"再來只要用我的派炸彈巧妙地引誘魔物……
各位，準備好了嗎？"
Shallistera	シャリステラ	いつでも大丈夫です	Shallistera	Ready whenever you are!	夏莉丝堤拉	随时可以开始。	夏莉絲堤菈	隨時都能開始。
Sterk	ステルク	やってくれ	Sterk	Go right ahead.	史特尔克	开始吧。	史特爾克	上吧。
Rorona	ロロナ	はい。それでは――	Rorona	Here goes nothing!	萝乐娜	好，那我扔了——	蘿樂娜	好的，那麼──
Sterk	ステルク	さて、どうなるか……	Sterk	Let's see if they take the bait.	史特尔克	那么，效果如何呢……	史特爾克	來看看成效如何……
Sterk	ステルク	魔物たちが集まってきたな	Sterk	Ah. Here come the monsters.	史特尔克	魔物聚集起来了。	史特爾克	魔物們聚集過來了。
Shallistera	シャリステラ	さすがロロナさんのパイですね	Shallistera	No one can resist Rorona's pies!	夏莉丝堤拉	不愧是萝乐娜小姐的派。	夏莉絲堤菈	不愧是蘿樂娜小姐的派。
Rorona	ロロナ	えっへん！	Rorona	Heh heh!	萝乐娜	嘿嘿！	蘿樂娜	嘿～嘿！
Sterk	ステルク	――っ！　ヤツが動いたぞ！	Sterk	Look! It's on the move!	史特尔克	它动了！	史特爾克	──唔！那傢伙有動作了！
Sterk	ステルク	今だ！	Sterk	Now!	史特尔克	趁现在！	史特爾克	趁現在！
Marie	マリー	いっけーっ！	Marie	Take this!	玛莉	爆炸吧——！	瑪莉	上吧～！
Rorona	ロロナ	やった！　成功です！	Rorona	Yeah! We did it!	萝乐娜	太好了！成功了！	蘿樂娜	太好了！成功了！
Marie	マリー	よーし、あとはあいつを倒すだけよ！	Marie	All right! Now we just have to take it out!	玛莉	好，接下来只要打倒它就行了！	瑪莉	很好～接下來只要打倒那傢伙就行了！
Sterk	ステルク	行くぞ！　はぁぁぁぁっ！	Sterk	Let's go! Yaaah!	史特尔克	上吧！喝啊啊啊啊啊！	史特爾克	要上了！喝啊啊啊啊！
