romanized	name_jp	text_jp	name_en	text_en	name_zh-CN	text_zh-CN	name_zh-TW	text_zh-TW
Marie	マリー	なかなかしぶといわね……！	Marie	This thing sure is tough!	玛莉	真耐打……！	瑪莉	還挺難纏的呢……！
Walther	ワルター	ふむ。試作品のわりにはかなり健闘しているようですね	Walther	Hm. Despite being a prototype, it's showing remarkable resilience.	瓦尔特	嗯，就试作品而言，还真是不屈不挠。	瓦爾特	嗯，雖然是試作品，但這麼看來倒是挺頑強的。
Marie	マリー	あんたは確か……極夜の錬金党のワルター！	Marie	Wait, you're one of the Polar Night Alchemists! Walther!	玛莉	你是……极夜的炼金党的瓦尔特！	瑪莉	我記得你是……極夜的鍊金黨的瓦爾特！
Shallistera	シャリステラ	極夜の錬金党！？　あの人が……	Shallistera	He is?!	夏莉丝堤拉	极夜的炼金党？！他就是……	夏莉絲堤菈	那個人是極夜的鍊金黨成員……！？
Walther	ワルター	"ワルター・マンです。あなた、その格好は……
ふむ、まるで祈祷師のようですね。興味深い"	Walther	Walther Mann, at your service. Judging by your attire, I would wager that you're a...shaman, perhaps? Fascinating.	瓦尔特	"我是瓦尔特·曼恩。你那身打扮……
就像祈祷师一样呢，有意思。"	瓦爾特	"我是瓦爾特‧曼恩。妳那身裝扮……
嗯，簡直像是祈禱師，真有意思。"
Shallistera	シャリステラ	え？　それってどういう……	Shallistera	Sorry? What do you mean by—	夏莉丝堤拉	嗯？什么意思……	夏莉絲堤菈	咦？你那是什麼意思……
Sterk	ステルク	"無駄話に付き合う必要はない。
あいつはこの国の民を危険にさらした……敵だ"	Sterk	We don't have time for idle chatter. He's endangering innocent people, which makes him our enemy.	史特尔克	"不必听他废话。
他是给这个国家带来危害的……敌人。"	史特爾克	"不必跟他廢話。那傢伙是讓這個國家的人民
陷入危險之中的……敵人。"
Marie	マリー	"試作品……って言ってたけど、
やっぱりあれは、あんたが創ったのね"	Marie	"Hang on, you just said it was a ""prototype."" You're the one who made it, aren't you?"	玛莉	"你刚刚说……试作品，
那么它果然是你做出来的啊。"	瑪莉	"你剛才說……試作品，
那果然是你創造出來的嗎？"
Walther	ワルター	"ええ、いかにも。人造頂獣の研究の過程で創った
実験体のうちの１つです"	Walther	Indeed I am. This is one of the experiments that was produced over the course of our artificial Apexi development.	瓦尔特	"嗯，没错。它是我在研究人造顶兽的过程中
制作的实验体之一。"	瓦爾特	"嗯，正是。那是在研究人造頂獸的過程中，
所創造出來的實驗體之一。"
Walther	ワルター	"拠点の跡地に放置していたのですが、侵入者に見つかって
しまったようですので。先ほど目覚めさせました"	Walther	While that base has long since been abandoned, it would appear that some intruders stumbled across my work. So, I took it upon myself to wake it.	瓦尔特	"本来放在据点的遗址，但是好像被入侵者发现了，
所以我刚才把他唤醒了。"	瓦爾特	"我們原本丟在以前的據點，但似乎被入侵者發現，
所以剛剛喚醒了牠。"
Walther	ワルター	"そのまま破壊されてしまうのも、もったいないのでね。
戦闘の記録を取らせていただこうかと"	Walther	After all, it would be a waste to simply let it be destroyed when I could be using it to obtain valuable battle data.	瓦尔特	"就这么破坏掉太浪费了，
我就想获得一些战斗记录。"	瓦爾特	"因為讓牠直接被破壞實在太可惜了。
想說先取得牠的戰鬥紀錄。"
Sterk	ステルク	"なるほど。あれが突然動き出し、野に放たれたのは
お前の仕業だったというわけか"	Sterk	I see. So you're responsible for releasing that beast into the wild.	史特尔克	"这样啊。那它突然开始活动，
跑到外面来，都是你干的好事？"	史特爾克	"原來如此。那玩意兒突然動起來
還在外面亂跑，都是你搞的鬼啊。"
Walther	ワルター	"まあ、半分は合っていますが……。しかし、
拠点の外へ飛び出したのは私の命令ではありません"	Walther	Partially correct. While I woke it, I didn't compel it to leave the cave.	瓦尔特	"算是说对了一半吧……
但是，它跑到据点外面来可不是我的命令。"	瓦爾特	"嗯，有一半說對了……
但我並沒有命令牠跑出據點。"
Sterk	ステルク	なに？　どういうことだ？	Sterk	Which means...?	史特尔克	什么？什么意思？	史特爾克	什麼？什麼意思？
Rorona	ロロナ	――あっ！　また！	Rorona	Oh no! Not again!	萝乐娜	啊！又来了！	蘿樂娜	──啊！又來了！
Marie	マリー	ああっ！　逃げちゃった！	Marie	Shoot! It got away!	玛莉	啊！它逃掉了！	瑪莉	啊！牠逃掉了！
Sterk	ステルク	またお前の仕業か！？	Sterk	Was that your doing as well?!	史特尔克	又是你干的吗？！	史特爾克	又是你幹的嗎！？
Walther	ワルター	"いいえ。先ほども言った通り、あの実験体の空間転移は
人為的なものではない"	Walther	No, not at all. As I was saying, its ability to teleport is entirely self-contained.	瓦尔特	"并不是。正如我刚才所说，
这只实验题的空间跳跃并非人为指使的。"	瓦爾特	"不是，就像我剛才說的，
那具實驗體的空間轉移能力並非人為造成的。"
Walther	ワルター	"あれには、自らの意思で
空間転移を行う能力が備わっているのです"	Walther	It has the power to transport itself wherever it wishes, as it so wills.	瓦尔特	它具备凭借自己的意志进行空间跳跃的能力。	瓦爾特	牠擁有憑自己的意志進行空間轉移的能力。
Shallistera	シャリステラ	自分の意思で、空間転移を……！？	Shallistera	It moves according to its own will?!	夏莉丝堤拉	凭借自己的意志，进行空间跳跃……？！	夏莉絲堤菈	憑自己的意志進行空間轉移……！？
Walther	ワルター	"錬金術士が手を貸さずとも、自発的に移動し、
破壊活動を行う。それを目指して設計されたものでした"	Walther	By design, I might add. The intent was that it would be able to perform acts of sabotage and the like without the aid of an alchemist.	瓦尔特	"无需借助炼金术士的帮助，也可以自发移动，
进行破坏活动。这是它的设计宗旨。"	瓦爾特	"就算沒有鍊金術士幫忙，也能自主移動四處破壞，
牠就是以此為目的而設計出來的。"
Rorona	ロロナ	"そんな力を持った生き物を、錬金術で
創ったってことなんですか！？"	Rorona	Alchemy can make that kind of living creature?!	萝乐娜	"你的意思是，
你用炼金术创造了具有这种力量的生物吗？！"	蘿樂娜	"也就是說，擁有那種力量的生物
是用鍊金術創造出來的嗎！？"
Marie	マリー	あんな強いヤツが、あちこち飛び回ったりしたら……	Marie	Having those kinds of strong monsters roaming around would be...	玛莉	要是那么强的怪物到处乱逛……	瑪莉	要是讓那麼強的傢伙到處亂跑的話……
Sterk	ステルク	相当な脅威となるだろうな	Sterk	Nothing short of disastrous.	史特尔克	会成为相当大的威胁。	史特爾克	會成為相當大的威脅吧。
Walther	ワルター	"そうでしょう？
……ただ、理想通りにはいきませんでした"	Walther	Wouldn't it just? Alas. It was an unattainable ideal.	瓦尔特	"是吧？
但是……事情没能如愿。"	瓦爾特	"應該是吧？
……不過，事情並不盡如人意。"
Walther	ワルター	"道具を用い、錬金術士の手によって行うそれと比べ、
あの実験体が持つ空間転移の力には制約が多いのです"	Walther	Compared to, say, a device that an alchemist could manipulate on their own, the prototype's ability to teleport was simply too limited.	瓦尔特	"与炼金术士使用道具操作的空间跳跃相比，
那头实验体的能力受到更多限制。"	瓦爾特	"和鍊金術士親手使用道具來進行相比，
那具實驗體擁有的空間轉移能力有很多限制。"
Walther	ワルター	"移動できる距離にも限りがあり、また準備に時間を
要するため、連続して使用することもできない"	Walther	Restrictions on distance aside, it takes time for the ability to charge, making it impossible to use in quick succession.	瓦尔特	"可以移动的距离有限，
还需要准备时间，无法连续使用。"	瓦爾特	"可移動的距離有限，又需要準備時間，
因此無法連續使用。"
Marie	マリー	"距離に限りがある……
シャリステラの推測通りだったわね"	Marie	So it can't teleport very far... Sounds like you were right, Shallistera.	玛莉	"移动的距离有限……
夏莉丝堤拉的推测是正确的呢。"	瑪莉	"可移動的距離有限制……
和夏莉絲堤菈推測的一樣呢。"
Rorona	ロロナ	じゃあ、今も準備ができたから移動したってこと……？	Rorona	I guess it was just killing time until it could teleport again.	萝乐娜	那它要是准备好了，还会再次移动……？	蘿樂娜	那牠剛才也是準備好了才移動的……？
Shallistera	シャリステラ	少しずつ移動して、どこかを目指しているんでしょうか	Shallistera	Since it's determined to keep moving bit by bit, it must have a destination in mind.	夏莉丝堤拉	它是不是每次移动一点点，在逐渐接近一个目的地呢？	夏莉絲堤菈	牠一點一點地移動，是打算去哪裡呢？
Sterk	ステルク	いったい何をしようとしているんだ……？	Sterk	What are we going to do about this?	史特尔克	它究竟想做什么……？	史特爾克	牠到底想做什麼……？
Walther	ワルター	"不安定な試作品ゆえの悲しさ。私にも分かりません。
ただ、１つ言えるのは……"	Walther	Ah, the fickleness of failed prototypes. Even I couldn't say what might be going through its mind. However, if I had to offer a suggestion...	瓦尔特	"不稳定的试作品的悲剧。我也不清楚。
但是，有一件事可以确定……"	瓦爾特	"我也不明白這些狀態不穩定的試作品心中的悲哀。
但有一點我能確定……"
Walther	ワルター	"彼ら人造頂獣には、獲物を見つけて狩るという、
ある種の狩猟本能のようなものが備わっています"	Walther	All of the artificial Apexi possess some manner of hunting instinct. They are driven to find prey, despite not needing to consume it.	瓦尔特	"它们人造顶兽，具有类似狩猎本能的特质，
会想要寻找并猎杀猎物。"	瓦爾特	"那些人造頂獸具有某種類似狩獵本能的特質，
會尋獲獵物並進行狩獵。"
Walther	ワルター	"食事を必要とするわけではありませんがね。本能に従う
ならば、より獲物が多い場所を目指すかもしれません"	Walther	If it is currently following its base instincts, then it is likely searching for an area with more game.	瓦尔特	"这并不是因为需要进食。
如果遵循本能，它可能会去猎物比较多的地方。"	瓦爾特	"雖然牠們並不需要進食，但若是順從本能，
或許會前往獵物更多的地方。"
Sterk	ステルク	獲物が多い場所……？	Sterk	That would be...	史特尔克	猎物比较多的地方……？	史特爾克	獵物多的地方……？
Walther	ワルター	"魔物の群れが棲む場所か……
あるいは、大勢の人が住む街かもしれませんね"	Walther	Somewhere that herds of monsters call home, perhaps. Or sizable human settlements.	瓦尔特	"要么是魔物群居的地方……
要么是，大量人类居住的城镇。"	瓦爾特	"魔物群聚的棲息地……
也可能是很多人居住的城鎮。"
Sterk	ステルク	"なんだと！？　あんなものが街の中で
本能のままに暴れ回ったら、どうなることか！"	Sterk	Excuse me?! That creature seeks out villages to destroy by DESIGN?!	史特尔克	什么？！要是那种怪物在城镇里肆意破坏，那还得了！	史特爾克	"你說什麼！？那種東西要是憑本能在城鎮大鬧，
後果不堪設想啊！"
