romanized	name_jp	text_jp	name_en	text_en	name_zh-CN	text_zh-CN	name_zh-TW	text_zh-TW
Sophie	ソフィー	これと、これと、これ！　あ、こっちも！	Sophie	Okay! This, that, and this one too! Ooh, and some of that!	苏菲	这个，这个，这个！啊，还有这个！	蘇菲	這個和這個，還有這個！啊，這個也要！
Ayesha	アーシャ	ソフィーちゃん。こっちも念のため！	Ayesha	I'll get some of this, just in case!	爱夏	苏菲，以防万一，这个也备着！	愛夏	蘇菲，以防萬一，這些也採起來吧！
Sophie	ソフィー	"はい。ありがとうございます、アーシャさん！
それから……"	Sophie	Oh, thanks, Ayesha! Hm, what else?	苏菲	"嗯，谢谢你，爱夏小姐！
接下来还需要……"	蘇菲	"好的，謝謝妳，愛夏小姐！
再來是……"
Wilbell	ウィルベル	"色々あって迷っちゃうけど、
とにかく片っ端から採っていきましょ！"	Wilbell	There's too much to choose from, so let's just grab some of everything!	薇尔贝儿	"实在太多了好难选啊。
总之先全都采了再说！"	薇爾貝兒	"雖然有各式各樣的素材讓人很猶豫，
但總之全都採回去吧！"
Sophie	ソフィー	あ！　あれ使えるかも……	Sophie	Ah! That could be good—	苏菲	啊！那个应该也有用……	蘇菲	啊！那個或許派得上用場……
Sophie	ソフィー	――――！？	Sophie	Huh?!	苏菲	——？！	蘇菲	────！？
Geron	ジェロン	近づくな	Geron	Stay back.	杰隆	别过来。	傑隆	別靠近。
Ayesha	アーシャ	ソフィーちゃん！	Ayesha	Sophie!	爱夏	苏菲！	愛夏	蘇菲！
Sophie	ソフィー	あなた……極夜の錬金党の	Sophie	You're that Polar Night Alchemist!	苏菲	你是……极夜的炼金党……	蘇菲	你……是極夜的鍊金黨。
Geron	ジェロン	……あの錬金術士の仲間か	Geron	And you're that alchemist's companion.	杰隆	……是那个炼金术士的同伴啊。	傑隆	……妳是那個鍊金術士的同伴啊。
Wilbell	ウィルベル	"ちょっと！　あたしたち、そこにある薬草に
用があるんだけど？"	Wilbell	Hey! We've got plans for those medicinal herbs, you know!	薇尔贝儿	喂！我们有事需要用到那边的药草！	薇爾貝兒	"等等！
我們有需要用到那裡的藥草喔？"
Geron	ジェロン	こいつは俺のものだ。素材はすべていただいていく	Geron	They're mine. All of these materials are.	杰隆	这是我的。这里所有的素材都归我了。	傑隆	這是我的，所有素材都由我接收了。
Sophie	ソフィー	"あの……あたしたち、
毒を治す薬を作ろうとしてるんです"	Sophie	Um, but...we need them to make an antidote.	苏菲	不好意思……我们采集素材是为了做解毒药。	蘇菲	"那個……
我們打算做解毒藥。"
Sophie	ソフィー	"今、たくさんの人が苦しんでいます。
その人たちを救うためにも……譲ってもらえませんか？"	Sophie	A lot of people are suffering right now. Can't you give us some to help save them?	苏菲	"现在有许多人中了毒正在受苦。
能不能请你行行好……把那边的药草让给我们呢？"	蘇菲	"現在有很多人在受苦。
為了救那些人……可以請你讓給我們嗎？"
Geron	ジェロン	お前たちの事情など、俺には関係ない	Geron	Your troubles have nothing to do with me.	杰隆	你们的事情与我无关。	傑隆	妳們的苦衷與我無關。
Geron	ジェロン	邪魔をすると言うなら、排除するだけだ	Geron	If you plan on being a hindrance, I will simply get rid of you.	杰隆	要是敢妨碍我，我不会手下留情。	傑隆	若是要阻撓我，就只能除掉妳們了。
Wilbell	ウィルベル	ソフィー！　話は通じないみたいよ！	Wilbell	Sophie! He's not going to listen to you!	薇尔贝儿	苏菲！看来跟他说不通！	薇爾貝兒	蘇菲！似乎多說無益了！
Sophie	ソフィー	仕方ありません……いきましょう！	Sophie	Fine, if that's how you're going to be... Let's get him!	苏菲	没办法了……我们上吧！	蘇菲	沒辦法了……我們上吧！
Ayesha	アーシャ	う、うん！	Ayesha	R-Right!	爱夏	好、好的！	愛夏	唔、嗯！
