romanized	name_jp	text_jp	name_en	text_en	name_zh-CN	text_zh-CN	name_zh-TW	text_zh-TW
Rorona	ロロナ	だんだん反応が強くなってる……この先にいますね	Rorona	The reaction's getting stronger. It should be just up ahead.	萝乐娜	反应越来越强烈了……它就在这前面。	蘿樂娜	反應越來越強了……就在前方。
Sterk	ステルク	待て。気配がする	Sterk	Wait. I'm sensing something.	史特尔克	慢着。前面有什么气息。	史特爾克	且慢，有動靜。
Rorona	ロロナ	えっ……あ！　あの奥のところ！	Rorona	Hm? Oh! It's over there!	萝乐娜	咦……啊！前面深处！	蘿樂娜	咦……啊！在那邊的深處！
Marie	マリー	いたわね。辺りを見回してるみたいだけど……	Marie	That's a relief. I wish we could get a closer look, but...	玛莉	找到了。它好像在四处张望……	瑪莉	出現了呢。看起似乎是在這一帶巡視……
Shallistera	シャリステラ	獲物を探してるってことなんでしょうか	Shallistera	Well, it is on the lookout for prey.	夏莉丝堤拉	是不是在寻找猎物呢？	夏莉絲堤菈	意思是在尋找獵物嗎？
Sterk	ステルク	"いずれにせよ、逃げられないよう仕留めたいが……
仕掛けを壊す算段はどうする？"	Sterk	In any case, it would be best to ensure that it can't flee. What are we going to do to break that ability it has?	史特尔克	"无论如何，要把它解决掉，不能让它逃了。
我们要怎么破坏机关？"	史特爾克	"無論如何，為了避免被逃掉，還是先解決比較好……
妳們打算如何破壞機關？"
Marie	マリー	それなんだけど、あたし１つ思いついたことがあるのよ	Marie	Actually, I have an idea about that.	玛莉	关于这个，我想到一个办法。	瑪莉	關於這一點，我有個主意。
Rorona	ロロナ	おおっ！　なんですか？	Rorona	Oooh! What is it?	萝乐娜	哇！什么办法？	蘿樂娜	哦！什麼主意？
Marie	マリー	ロロナのパイ爆弾を使いましょ！	Marie	Let's use your pie bombs!	玛莉	用萝乐娜的派炸弹吧！	瑪莉	使用蘿樂娜的派炸彈吧！
Rorona	ロロナ	なるほどー！　って、ええっ！？	Rorona	Sure thing... Wait, what?!	萝乐娜	原来如此！咦？什么？！	蘿樂娜	原來如此～！呃，咦！？
Shallistera	シャリステラ	ど、どうやって使うんですか？	Shallistera	Err, how do you plan on doing that?	夏莉丝堤拉	要、要怎么用呢？	夏莉絲堤菈	要、要怎麼使用呢？
Marie	マリー	"さっきもあったじゃない。匂いにつられて集まった
魔物たちに、あの人造頂獣が向かっていった……"	Marie	You remember what happened last time, right? The smell made a bunch of monsters rush toward the man-made Apexi.	玛莉	"之前不是有过吗，
那头人造顶兽去攻击被香味吸引过来的魔物……"	瑪莉	"剛才不也看到了嗎？
那隻人造頂獸走向受味道吸引而聚集的魔物們……"
Marie	マリー	だったら、上手く使えばあいつを誘導できると思うの	Marie	I was thinking that we could use those monsters to draw it out.	玛莉	那么，只要合理利用这一点，就可以诱导顶兽。	瑪莉	只要運用得當，應該就能誘導那傢伙。
Sterk	ステルク	"なるほど。匂いを餌に魔物をおびき寄せ、さらに
それを餌に人造頂獣をおびき寄せる……か"	Sterk	I see. The monsters would be lured in by the scent, which would entice our target in turn.	史特尔克	"我懂了。用香味吸引魔物，
再以魔物为诱饵吸引人造顶兽……"	史特爾克	"原來如此。先利用味道吸引魔物，
再靠那些魔物來引誘人造頂獸……嗎？"
Marie	マリー	"爆弾もあらかじめどこかに仕掛けておきましょう。
そこにあいつをおびき寄せて一斉に起爆！　どう？"	Marie	We could plant some bombs in advance, too. Then we just have to lead it over to that spot, and boom! What do you think?	玛莉	"炸弹就找个地方提前设置好，
等它被吸引到那里去了就全部引爆！"	瑪莉	"炸彈也得事先設置才行。
把那傢伙引到那裡，再同時引爆！這方法如何？"
Shallistera	シャリステラ	いけそうな気がします！	Shallistera	That could work!	夏莉丝堤拉	感觉这个方案可行！	夏莉絲堤菈	好像行得通！
Sterk	ステルク	"最初は何を作っているんだと思ったが……
このような形で役に立つとはな"	Sterk	I had my doubts about your creation at first, but the pie portion truly is a crucial element.	史特尔克	"起初，我还想你做的这什么鬼东西……
没想到会以这样的形式派上用场。"	史特爾克	"我一開始還不明白為何做出那種東西……
沒想到會以這種形式派上用場。"
Rorona	ロロナ	えへへ……じゃあ早速、準備しましょう！	Rorona	Ehehe. Okay! Let's hurry and get everything set up!	萝乐娜	嘿嘿……那我们赶紧准备吧！	蘿樂娜	嘿嘿……那趕緊來準備吧！
