romanized	name_jp	text_jp	name_en	text_en	name_zh-CN	text_zh-CN	name_zh-TW	text_zh-TW
Corneria	コルネリア	ふうむ……	Corneria	Hmm...	柯尔涅莉雅	嗯……	柯爾涅莉雅	嗯……
Meruru	メルル	"あれ？　コルネリアさん、どうしたんですか？
何か探してます？"	Meruru	Hm? What's the matter, Corneria? Are you looking for something?	梅露露	"咦？柯尔涅莉雅，你怎么了？
在找什么东西吗？"	梅露露	"咦？柯爾涅莉雅小姐，妳怎麼了？
在找什麼東西嗎？"
Corneria	コルネリア	"ああ、メルルさん。どうもです。
いえ、大したことではないのですが……"	Corneria	Oh, Meruru. Good to see you. I didn't lose anything, but...	柯尔涅莉雅	"哦，是梅露露啊，你好。
倒也不是什么大事……"	柯爾涅莉雅	"啊，梅露露小姐，妳好。
不是什麼大不了的事情啦……"
Corneria	コルネリア	"ここ数日、知り合いの姿を見かけないので、
少し心配で探していたです"	Corneria	I usually see someone around here, but they haven't shown up for a few days, so I'm a little worried about them.	柯尔涅莉雅	"最近几天没见到某个熟人，
我有点担心，所以正在找她。"	柯爾涅莉雅	"只是這幾天沒看到自己的某位熟人，
有點擔心，才會在這裡找她。"
Meruru	メルル	どんな人なんですか？	Meruru	What can you tell me about this person?	梅露露	在找的是什么样的人呢？	梅露露	她是什麼樣的人呢？
Corneria	コルネリア	"私よりちょっとだけ背の高い、商人の女の子です。
普段は街中で露店を出しているのですが……"	Corneria	She's a merchant girl who's a little taller than I am. She usually sets her stall up around the middle of town, but...	柯尔涅莉雅	"是个比我稍微高一点点的商人女孩。
平时应该在城镇里摆摊……"	柯爾涅莉雅	"是一個商人女孩，長得比我高一點點。
平常她都會在城鎮裡擺攤……"
Meruru	メルル	ああー、わたしも見かけたことある気がします	Meruru	Oh! I think I might know who you're talking about.	梅露露	哦，我好像也见过那个女孩。	梅露露	啊，我好像也有見過她。
Corneria	コルネリア	"毎日のようにお店を開いていたのですが、
お休みしているようで……"	Corneria	She's been open for business pretty much every day, but maybe she's just taking a vacation...?	柯尔涅莉雅	"每天她都会来摆摊，
但最近都没有开摊……"	柯爾涅莉雅	"她每天都會開店，
但最近好像都在休息……"
Meruru	メルル	"それは心配ですね……。
わたしも見かけたら声かけてみます！"	Meruru	No, I can see how you'd be concerned. If I see her anywhere, I'll let you know!	梅露露	"的确让人担心……
要是我遇到她，会问问她的！"	梅露露	"那真是令人擔心呢……
如果我有看到她，會跟她說一聲的！"
Corneria	コルネリア	ありがとうございます	Corneria	Thank you, I'd appreciate it.	柯尔涅莉雅	谢谢你。	柯爾涅莉雅	謝謝妳。
Resna	レスナ	"（今の、フロッケちゃんのことだよね。イザナちゃんが
　言ってた通り、ちょっと噂になってるみたい）"	Resna	(Oh, they're talking about Flocke. Just like Izana said, word's been going around about her absence.)	蕾斯娜	"（刚才她们说的人是芙洛可吧。
　伊札娜说得没错，的确有人在议论她们的事。）"	蕾斯娜	"（剛剛她們說的應該是芙洛可吧。
　伊札娜說得沒錯，似乎開始有些人在討論了。）"
