romanized	name_jp	text_jp	name_en	text_en	name_zh-CN	text_zh-CN	name_zh-TW	text_zh-TW
Sterk	ステルク	海底洞窟の奥に謎の空間が……	Sterk	A passageway hidden deep within an underwater cave, you say?	史特尔克	海底洞窟的深处有一片未知的空间……	史特爾克	海底洞窟的深處有個神秘的空間……
Shallistera	シャリステラ	"極夜の錬金党が使った拠点の跡地ですし、
どう考えても怪しいですよね"	Shallistera	Given that it was also once a Polar Night Alchemists base, it's highly suspect.	夏莉丝堤拉	"还曾经是极夜的炼金党的据点，
不管怎么想都很可疑啊。"	夏莉絲堤菈	"畢竟是極夜的鍊金黨使用過的據點，
怎麼想都覺得那地方很可疑。"
Marion	マリオン	"確かめない手はないけど、対策がいると思って
一度戻ってきたってわけ"	Marion	While we weren't sure, we thought it would be better to come back and make whatever preparations we can.	玛丽翁	"不能放着不管，但是需要寻找对策，
所以我们先回来了一趟。"	瑪麗翁	"雖然不是沒有確認的方法，
但我認為需要有個對策才又折回來一趟。"
Sterk	ステルク	"その判断は正しいな。
何が仕掛けられているかも分からない"	Sterk	A wise decision. Who can say what lies in wait?	史特尔克	"你们的判断是正确的。
那里说不准有什么陷阱。"	史特爾克	這個判斷是正確的，也不知道裡面會不會有陷阱。
Sterk	ステルク	問題は壁の向こうにどうやって行くかだが……	Sterk	The question now, though, is how we're going to get past that boulder.	史特尔克	问题是要怎么去到岩壁对面……	史特爾克	問題是要如何去到這道牆的後面……
Marion	マリオン	"ふふ。そっちはもう準備してあるの。
爆弾を使うつもり"	Marion	*Chuckle* I've already solved that problem. Quite simply—a bomb.	玛丽翁	"呵呵，关于这个我们已经着手准备了。
我们准备用炸弹。"	瑪麗翁	"呵呵，這部分我已經準備好了。
我打算使用炸彈。"
Marion	マリオン	"ロロナともう一人……爆弾に詳しい錬金術士にも
協力をお願いしたわ"	Marion	"I've asked Rorona and another...""knowledgeable"" alchemist to lend a hand."	玛丽翁	"我们拜托萝乐娜，还有另一位……
对炸弹颇有心得的炼金术士帮忙。"	瑪麗翁	"我拜託了蘿樂娜和另一位……
對炸彈很熟悉的鍊金術士幫忙。"
Rorona	ロロナ	マリオンさーん！　準備できましたよ！	Rorona	Mariooon! We're ready!	萝乐娜	玛丽翁小姐！我准备好了！	蘿樂娜	瑪麗翁小姐～！準備完成了喔！
Marie	マリー	爆弾のことならお任せあれ！	Marie	You can leave anything explosive to me!	玛莉	炸弹就包在我身上吧！	瑪莉	有關炸彈的事就交給我吧！
Rorona	ロロナ	ふふっ、マルローネさんが一緒なんて心強いです！	Rorona	Ehehe! I'm so glad you're synthesizing with us, Marlone!	萝乐娜	呵呵，有玛洛娜小姐一起我就放心了！	蘿樂娜	呵呵，有瑪洛娜小姐在真令人安心！
Sterk	ステルク	む。その格好は……	Sterk	Hm? Those outfits of yours...	史特尔克	唔，那身衣服……	史特爾克	唔，妳們那身裝扮是……
Marion	マリオン	"これは爆弾を持ち運んだり使ったりするのに適した
衣装でね。機能的かつ頑丈に作ってあるわ"	Marion	Specially designed for working with explosives, of course. Practicality and durability are key points of their design.	玛丽翁	"这身衣服适合搬运炸弹什么的，
具备功能性，而且不易破。"	瑪麗翁	"這是適合攜帶和使用炸彈的服裝，
設計得既實用又結實。"
Marion	マリオン	見た目にも、もちろんこだわったわよ！	Marion	Moreover, they're incredibly stylish!	玛丽翁	外表当然也下了一番功夫！	瑪麗翁	外觀當然也很講究喔！
Sterk	ステルク	……そのこだわりは必要なのか？	Sterk	Was that part truly necessary?	史特尔克	有必要下这种功夫吗……？	史特爾克	……有需要對這個講究嗎？
Rorona	ロロナ	どうですか？　……似合ってます？	Rorona	So? How do I look?	萝乐娜	怎么样？好看吗……？	蘿樂娜	怎麼樣……適合我嗎？
Sterk	ステルク	む	Sterk	Hrm.	史特尔克	唔。	史特爾克	唔。
Sterk	ステルク	むむ	Sterk	I see.	史特尔克	唔唔。	史特爾克	唔唔。
Sterk	ステルク	"ごほん……いや、私に感想を求められても、
気の利いたことは言えないぞ"	Sterk	*Ahem* I have, um, no criticism to offer. Constructive or otherwise.	史特尔克	"咳……呃，就算你让我说感想，
我也不怎么会夸人。"	史特爾克	"咳咳……唉，妳就算問我感想，
我也說不出什麼好話。"
Shallistera	シャリステラ	お二人ともとってもお似合いですよ！	Shallistera	You both look wonderful!	夏莉丝堤拉	你们两个穿这身都很好看！	夏莉絲堤菈	兩位都非常適合喔！
Marie	マリー	えへへ、ありがとね！	Marie	Ehehe, thanks!	玛莉	嘿嘿，谢谢！	瑪莉	嘿嘿，謝謝妳！
