romanized	name_jp	text_jp	name_en	text_en	name_zh-CN	text_zh-CN	name_zh-TW	text_zh-TW
Ayesha	アーシャ	ジェロンさん。今はまだ休んでいても……	Ayesha	Geron, what are you doing up? You need your rest.	爱夏	杰隆先生，你再休息一会儿也没关系的……	愛夏	傑隆，你現在還需要休息……
Geron	ジェロン	"戦いに行くわけじゃない。
お前の治療も効いているしな"	Geron	It's not like I'm going out to pick a fight. Besides, your treatment has me feeling better already.	杰隆	"我又不是要去战斗。
而且你的治疗很有效。"	傑隆	"我不是要去戰鬥，
況且妳的治療也發揮效果了。"
Ayesha	アーシャ	うーん……会議の間だけですからね	Ayesha	Hmm... All right, you can join me, but only until the end of this meeting, okay?	爱夏	唔……开完会一定要回去休息哦。	愛夏	嗯……只能讓你待到會議結束為止喔。
Marion	マリオン	"お集まりいただきありがとうございます。
……みんな、現在の状況については分かってるわね"	Marion	Thank you all for gathering here today. No doubt you're already aware of the situation at hand.	玛丽翁	"感谢各位前来参加今天的会议。
各位对目前的情况，应该都有所了解了吧。"	瑪麗翁	"感謝各位的前來。
……各位，應該都很清楚現在的情況吧。"
Geron	ジェロン	"極夜の錬金党は魔物を使って、ランターナ大陸各地の
異邦人たちを襲撃し、足止めを食らわせた"	Geron	The Polar Night Alchemists have been staging monster attacks on wanderers throughout Lantarna.	杰隆	"极夜的炼金党利用魔物，对身处兰塔纳大陆各地的
异邦人发动了袭击，以达成牵制对方的目的。"	傑隆	"極夜的鍊金黨利用魔物，襲擊了蘭塔納大陸
各地的異邦人們，把他們給困住了。"
Ayesha	アーシャ	幸い、酷いケガをした人は出ませんでしたけど……	Ayesha	Fortunately, no one has been seriously injured.	爱夏	万幸，并没有人身负重伤……	愛夏	幸好沒有人身負重傷……
Ryza	ライザ	"そうして足止めをかけてる間に、複数の人造頂獣を
大陸の各地にけしかけた。王都を含めてね"	Ryza	But they used those attacks to distract us and unleash artificial Apexi all across the continent—they even targeted the capital!	莱莎	"但在此期间，数头人造顶兽袭击了大陆各地，
包括王都也遭受了袭击。"	萊莎	"接著，就在那些異邦人的行動受到牽制時，
又煽動數頭人造頂獸在大陸各地作亂，王都也包含在內。"
Heidi	ハイディ	"こっちもケガ人は出なかったとはいえ、被害は大きい。
さらにヴァレリアが行方不明ときた"	Heidi	Luckily, there were no casualties, but they did plenty of damage otherwise. On top of that, we still have no idea where Valeria is.	海蒂	"我们这边也一样，虽然没有人受伤，但损失重大。
再加上瓦莱莉娅也失踪了。"	海蒂	"雖然無人受傷，但城鎮嚴重損壞。
而且瓦萊莉婭也失蹤了。"
Rorona	ロロナ	"人造頂獣のほうは、どうにか倒せましたけど。
またあんなことが起きたら……"	Rorona	We managed to defeat the man-made Apexi somehow. But it scares me to think that it could happen again...	萝乐娜	"虽然想办法打倒了人造顶兽，
但万一再发生同样的事态……"	蘿樂娜	"人造頂獸已經設法打倒，
但要是又再發生那種事……"
Ryza	ライザ	"そのせいで錬金術士みんなが悪者みたいに
思われちゃってるし……何とかしたいよね"	Ryza	Their actions are giving alchemists everywhere a bad name! We have to stop them.	莱莎	"炼金术士的名誉也受到了很大影响……
真想做些什么。"	萊莎	"因為那起事件，使得鍊金術士都被當成了壞人……
真希望能為此想想辦法。"
Marion	マリオン	"ええ。やられっぱなしじゃ腹が立つわ。
そこで、こちらも反撃に出ようと思うの"	Marion	I agree. We can't let them get away with what they've done. That's why I propose we launch a counterattack.	玛丽翁	"没错，一直受制于人也太憋屈了，
我们也要还击。"	瑪麗翁	"嗯，老是單方面挨打很讓人火大。
所以我在想，我們這邊也應該要主動反擊。"
Ryza	ライザ	さんせーい！	Ryza	Yeah, Marion's right!	莱莎	我同意！	萊莎	我贊成～！
Heidi	ハイディ	"でも、どこから攻める？
敵の本拠地は今捜索中みたいだけど"	Heidi	But where do we even start? We still don't know where their base is.	海蒂	"但是，该怎么还击呢？
还不知道敌人总部在哪里呢。"	海蒂	"但是，要從哪裡開始反擊呢？
現在好像還在找尋敵人的大本營。"
Ryza	ライザ	"魔物たちをなんとかしたいね。
またみんなが足止めされるのはごめんだから"	Ryza	I'd say we really need to do something about their monsters. Otherwise they'll just keep ambushing us!	莱莎	"得想办法把魔物收拾掉，
大家要是再被拖住了可受不了。"	萊莎	也要想辦法對付那些魔物，不能再讓大家被困住了。
Geron	ジェロン	錬金党はどこかで魔物を飼育しているはずだ	Geron	They must be breeding the monsters somewhere.	杰隆	炼金党应该在某个地方饲养了魔物。	傑隆	鍊金黨應該有在某個地方飼養魔物。
Geron	ジェロン	"そこらへんは、俺の担当ではなかったから
場所は分からんがな"	Geron	But that wasn't part of my job, so I have no idea where it could be.	杰隆	"不过那一块不是我负责的，
我也不知道具体方位。"	傑隆	但那部分不是我負責的，我不知道地點。
Ayesha	アーシャ	"なるほど。またあちこちで暴れさせるつもりなら、
どうにか止めたいです"	Ayesha	Hmm... If the Polar Night Alchemists are going to keep using monsters to attack us, we need to stop them at the source.	爱夏	"原来如此。如果他们计划再放魔物出来四处破坏，
还是想办法阻止为妙。"	愛夏	"原來如此。要是他們打算再讓魔物四處作亂，
就得設法阻止他們。"
Marion	マリオン	"そうね。異邦人の連絡網から集めた情報でも、
ここが怪しいって場所はいくつかあるわ"	Marion	Judging by the information we gathered from the wanderers after the attacks, two locations stand out to me as potential breeding grounds.	玛丽翁	"是啊，根据异邦人收集来的信息，
有几个地点比较可疑。"	瑪麗翁	"沒錯。從異邦人的聯絡網裡蒐集到的情報來看，
有幾個地方很可疑。"
Marion	マリオン	"シュネール州の雪原やハイネ州の大原野とか。
でも……"	Marion	My guess would be somewhere like the snowfields of Schnell or the Haine wilderness.	玛丽翁	"比如施内尔州的雪原和海涅州的大原野。
不过……"	瑪麗翁	"像是雪內爾州的雪原和海涅州的大原野等地點。
不過……"
Heidi	ハイディ	決め手には欠けるってことかな？	Heidi	But you're not sure, right?	海蒂	没有决定性的证据对吗？	海蒂	還缺乏決定性的證據對吧？
