romanized	name_jp	text_jp	name_en	text_en	name_zh-CN	text_zh-CN	name_zh-TW	text_zh-TW
Judie	ユーディー	お、終わったぁ……！	Judie	We...We did it!	优蒂	结、结束了……！	優蒂	結、結束了……！
Heidi	ハイディ	"うん……
クリセルダも、他の魔物もいないみたいだね"	Heidi	Yeah... I don't see Criselda or any other monsters around here, either.	海蒂	"嗯……
克莉赛尔达不在，好像也没有其他魔物了。"	海蒂	嗯……看起來克莉賽爾達和其他魔物也都不在了。
Ryza	ライザ	"はぁ……みんなが無事でよかったよ。
調合品もこの服もなかったら危なかった"	Ryza	Whew... I'm just glad we're all in one piece. Without our new equipment and the items we whipped up, we would've been done for.	莱莎	"呼……大家平安无事真是太好了。
要不是调合物和这身衣服，刚刚就危险了。"	萊莎	"呼……幸好大家都沒事。
要是沒有這些調合品和這身服裝就危險了。"
Heidi	ハイディ	"それを言うなら、まさかユーディットの間違いが
敵を攻略する起点になるとはね"	Heidi	And thank goodness for Judith's little mistake. That completely turned things around for us.	海蒂	"说起这个，没想到优蒂托的失误
会成为打倒敌人的契机呢。"	海蒂	"要說起這個，那還真沒想到當初優蒂的失誤
竟會成為攻略敵人的起點呢。"
Judie	ユーディー	"う……あたしだって、
まさか古い閃光弾を捨て忘れてたなんて思わなかったの"	Judie	Sorry about that... I can't believe I forgot to throw away the leftover flash grenade prototypes.	优蒂	"唔……我也没想到自己忘记
把之前做的闪光弹丢掉了。"	優蒂	"嗚……我也沒想到自己竟然會忘了
把舊的閃光彈丟掉。"
Ryza	ライザ	"気に病まなくていいよ。おかげで助かったんだから。
はぁ……これで魔物の脅威は遠のいたかな"	Ryza	Don't be sorry, you saved our skins! *Sigh* But I really hope we put a stop to those monster attacks for a while.	莱莎	"不必自责。多亏了你，大家才得救了。
呼……这下魔物的威胁算解除了吧。"	萊莎	"妳不必介意，多虧這樣我們才得救了。
呼……這下就遠離魔物的威脅了吧。"
Heidi	ハイディ	"さーて、レスナたちもルクルク州から帰ってるでしょ。
今日くらいはパーっと祝勝会といきたいね"	Heidi	By now, I bet Resna and the gang are back from Lukluk. How about we head back and celebrate?	海蒂	"好了，蕾斯娜她们应该也从路克尔克州回来了吧。
今天想开个盛大的庆功会呢。"	海蒂	"好了～蕾斯娜他們應該也從盧庫魯克州回來了吧。
希望至少能在今天開個盛大的慶功宴呢。"
Judie	ユーディー	"いいわね。錬金党にこれまでの借りを返して
とってもいい気分よ"	Judie	Yeah, we deserve it! Now that we finally managed to pull off our counterattack, it feels like a big weight off of my shoulders.	优蒂	"是呢，报了迄今为止的一箭之仇,
心情真舒畅啊。"	優蒂	"不錯耶，跟鍊金黨算了至今為止的總帳，
心情真好。"
Ryza	ライザ	おっ、それじゃあイクセルにお願いしようかな？	Ryza	Then it's party time! Maybe we can ask Iksel to cook for us.	莱莎	嗯，那我们去跟伊克赛尔说一声吧？	萊莎	喔，那我們去拜託伊克賽爾吧？
Ryza	ライザ	（それにしても……）	Ryza	(But I still can't get what Criselda said out of my head...)	莱莎	（不过……）	萊莎	（話說回來……）
Criselda	クリセルダ	最近は一人増えたのよ。あなたのお仲間	Criselda	Actually, we just got a new member. A dear friend of yours.	克莉赛尔达	最近我们新增了一员哦，而且是你的同伴。	克莉賽爾達	最近又多一個人囉，是妳的夥伴。
Ryza	ライザ	（あの言葉はなんだったんだろう？）	Ryza	(What did she mean by that?)	莱莎	（那句话到底什么意思？）	萊莎	（那句話是什麼意思呢？）
