romanized	name_jp	text_jp	name_en	text_en	name_zh-CN	text_zh-CN	name_zh-TW	text_zh-TW
Valeria	ヴァレリア	"鴉も戻ってくる気配はなさそうね。
どこまで落ちていったのかしら"	Valeria	I don't believe she'll be back. I wonder how far down she fell...	瓦莱莉娅	"看样子鸦一时半会不会回来了。
也不知道她掉到哪里去了。"	瓦萊莉婭	"烏鴉似乎暫時沒有現身的跡象。
不曉得她掉到哪裡去了？"
Heidi	ハイディ	"はー……とりあえず一安心か。
ったく、無茶するんだから"	Heidi	We seem to be safe for now. But what a load of trouble that was.	海蒂	"呼……总之现在暂时能安心了。
真是的，都怪你乱来。"	海蒂	"呼……總之應該可以安心了吧。
真是的，老愛亂來。"
Resna	レスナ	"もう……。
でもありがとう。おかげで助かったよ"	Resna	Truly. But thank you. You really saved us.	蕾斯娜	"就是说呀……
不过还是得谢谢你救了我们。"	蕾斯娜	"好啦……
不過，謝謝妳們。是妳們救了我們。"
Valeria	ヴァレリア	ふふ、どういたしまして	Valeria	Hehe, anytime!	瓦莱莉娅	呵呵，不客气。	瓦萊莉婭	呵呵，不客氣。
Ayesha	アーシャ	皆さんひどいケガ……！　急いで治療しないと！	Ayesha	You're all severely injured! You need medical assistance at once!	爱夏	大家都受了好重的伤……！得赶紧治疗！	愛夏	大家受了好重的傷……！得快點治療才行！
Odelia	オディーリア	こんなこともあろうかと、傷薬を持参しています	Odelia	I brought some ointments for exactly this scenario.	奥迪莉雅	我就猜到会有这种事情，所以提前准备了伤药。	奧迪莉雅	我早就料到會有這種事，所以帶了傷藥來。
Resna	レスナ	"アーシャ先輩、ありがとうございます！　あと……
あの、そちらの方は……？"	Resna	Miss Ayesha, thank you so much! And...you are?	蕾斯娜	"谢谢你，爱夏前辈！
请问……那位是……？"	蕾斯娜	"愛夏前輩，謝謝妳！還有……
呃，那邊那位是……？"
Odelia	オディーリア	"私はオディーリアといいます。
アーシャの助手を務めています"	Odelia	My name is Odelia. I am Ayesha's assistant.	奥迪莉雅	"我是奥迪莉雅，
现在在当爱夏的助手。"	奧迪莉雅	"我叫奧迪莉雅。
是愛夏的助手。"
Resna	レスナ	オディーリアさん……ありがとうございます	Resna	Odelia. Thank you.	蕾斯娜	奥迪莉雅小姐……谢谢你。	蕾斯娜	奧迪莉雅小姐……謝謝妳。
Heidi	ハイディ	よっし、それじゃあ今のうちに脱出しよう！	Heidi	Okay. Let's escape while we can!	海蒂	好，那就趁现在离开这里吧！	海蒂	好，那我們趁現在快逃吧！
Roman	ロマン	出口までは私が案内を――	Roman	I can show the way to the ex―	罗曼	我来带大家去出口——	羅曼	我來帶各位到出口──
Heidi	ハイディ	冗談じゃないよ、なんなのあの団体様は！？	Heidi	You've got to be joking! What's with the horde of monsters?!	海蒂	开什么玩笑，那群家伙是从哪冒出来的？！	海蒂	開什麼玩笑，那一大群是什麼啊！？
Esty	エスティ	おまけに親玉らしきデカブツもいるわね	Esty	To make matters worse, they've got a giant boss with them too!	艾丝缇	还有首领风范十足的大家伙在呢。	艾絲緹	而且還有個像是首領的大塊頭呢。
Roman	ロマン	ここは魔物を蹴散らして脱出するしかなさそうだね！	Roman	Looks like we have no choice but to plow right through them!	罗曼	看来只能干掉魔物再逃了！	羅曼	看來要逃出去的話只能先解決魔物了！
Izana	イザナ	もう一暴れしよっか、ヴァレリア！	Izana	Up for another round, Valeria?!	伊札娜	瓦莱莉娅，再来乱闹一通吧！	伊札娜	瓦萊莉婭，讓我們再大鬧一場吧！
Valeria	ヴァレリア	そうね！　ちょうど身体が温まったところよ！	Valeria	Absolutely! Might as well while I'm still warmed up!	瓦莱莉娅	也好！正好我已经热身过了！	瓦萊莉婭	沒問題！剛好我也熱身完了！
Heidi	ハイディ	んじゃ、雑魚は私らで担当するよ！	Heidi	All right, then we'll handle the small fries!	海蒂	那我就来收拾那些杂兵吧！	海蒂	那小嘍囉就交給我們吧！
Resna	レスナ	よーし。みんな揃ってここから出ましょう！	Resna	Let's team up and take them down!	蕾斯娜	好，大家齐心协力从这里闯出去吧！	蕾斯娜	好～大家一起逃離這裡吧！
