romanized	name_jp	text_jp	name_en	text_en	name_zh-CN	text_zh-CN	name_zh-TW	text_zh-TW
Sophie	ソフィー	"あっ！　あの魔物から瘴気が出てる！
あれが問題の魔物じゃない！？"	Sophie	Ah! There's poison coming out of that monster! Is that one causing all the trouble?!	苏菲	"快看！那只魔物在散发瘴气！
那就是我们要找的魔物对吧？！"	蘇菲	"啊！那隻魔物散發著瘴氣！
那就是妳所說的那隻魔物吧！？"
Wilbell	ウィルベル	いや、あたしが見たのとは違うわ	Wilbell	No, the thing I saw didn't look like that.	薇尔贝儿	不，我看到的不是它。	薇爾貝兒	不是，和我看到的那隻不一樣。
Ayesha	アーシャ	きっと、大元の魔物が出した瘴気を吸い込んだんだよ	Ayesha	Then it's likely absorbed some of the miasma from whatever did.	爱夏	它应该是吸入了元凶散发出的瘴气才变成这样的吧。	愛夏	牠一定是吸入了原本那隻魔物釋放出的瘴氣。
Sophie	ソフィー	じゃあ、下手に刺激せずに通り抜けて……	Sophie	So we should probably try to just sneak past it then.	苏菲	那我们还是不要贸然刺激它，悄悄通过这里……	蘇菲	那我們別刺激牠，就這樣直接通過……
Miruca	ミルカ	……どうやらあっちはやる気みたいだけど	Miruca	Unfortunately, it doesn't seem all that willing to let us.	米尔卡	……不过对方似乎很想主动挑事呢。	米爾卡	……可是看起來對方很有幹勁呢。
Sophie	ソフィー	どうします？　アーシャさん	Sophie	What should we do, Ayesha?	苏菲	爱夏小姐，怎么办？	蘇菲	愛夏小姐，怎麼辦？
Ayesha	アーシャ	このくらいの瘴気なら平気だと思うから……戦おう！	Ayesha	I think we can handle this level of poison, so let's take it down!	爱夏	这点瘴气我想应该没什么问题……迎战吧！	愛夏	這點瘴氣應該不成問題……我們戰鬥吧！
Ayesha	アーシャ	やあっ！	Ayesha	Yah!	爱夏	呀！	愛夏	喝啊！
Wilbell	ウィルベル	やったわね！	Wilbell	Nice work!	薇尔贝儿	成功了！	薇爾貝兒	成功了！
Sophie	ソフィー	あっちのほうからも瘴気が……	Sophie	There's miasma coming from over there, too.	苏菲	那边也有瘴气……	蘇菲	那邊也有瘴氣飄出來了……
Miruca	ミルカ	この先に大元の魔物がいるってことかしら	Miruca	That might be where the real problem is.	米尔卡	是不是说明我们要找的元凶就在这前面？	米爾卡	也就是說瘴氣源頭的魔物就在前方嗎？
Wilbell	ウィルベル	このまま進んで大丈夫？	Wilbell	Are you sure we can keep going?	薇尔贝儿	就这样继续前进安全吗？	薇爾貝兒	就這樣繼續前進，沒問題嗎？
Sophie	ソフィー	アーシャさん。そろそろ、あれ使っておきます？	Sophie	Ayesha, isn't it time we used the you-know-what?	苏菲	爱夏小姐，我们是不是该用那个了？	蘇菲	愛夏小姐，差不多該使用那個了吧？
Ayesha	アーシャ	"そ、そうだね。一応、毒を防ぐ薬を用意したんだ。
どこまで効くか分からないけど……"	Ayesha	R-Right. We made some preventative anti-poison elixirs, just in case. I'm not sure how effective they'll be, but...	爱夏	"是、是啊。我姑且准备了防毒药，
就是不知道能起多大效果……"	愛夏	"說、說得也是。我姑且準備了一些防毒藥品，
但不知道能發揮多少作用……"
Wilbell	ウィルベル	ううん、ないよりマシよ。みんな、飲みましょ	Wilbell	Hey, anything's better than nothing. Bottoms up, guys!	薇尔贝儿	没事，总比没有好。大家都把药吃上。	薇爾貝兒	沒關係，總比沒有好。大家來喝吧。
Sophie	ソフィー	うっ、また瘴気が一段と濃く……	Sophie	Ooh... The miasma here is definitely worse.	苏菲	呜，瘴气变得更浓了……	蘇菲	唔，瘴氣又變得更濃了……
Sophie	ソフィー	ひゃあっ！	Sophie	Yeeek!	苏菲	呀！	蘇菲	呀啊！
Ayesha	アーシャ	…………！	Ayesha	...!	爱夏	……！	愛夏	…………！
Wilbell	ウィルベル	こいつよ！　この毒の大元！	Wilbell	That's it! That monster's the main source!	薇尔贝儿	就是它！这片毒气的元凶！	薇爾貝兒	就是牠！牠就是這毒氣的源頭！
Sophie	ソフィー	あ、危ないっ！	Sophie	W-Watch out!	苏菲	小、小心！	蘇菲	危、危險！
Wilbell	ウィルベル	きゃあああっ！？	Wilbell	Eeeugh!	薇尔贝儿	呀啊啊啊？！	薇爾貝兒	呀啊啊啊！？
Ayesha	アーシャ	これは……！	Ayesha	Isn't this...?	爱夏	这是……！	愛夏	這是……！
Miruca	ミルカ	くっ……！	Miruca	Tch!	米尔卡	唔……！	米爾卡	唔……！
Ayesha	アーシャ	このまま相手するのは無理だよ！　逃げよう！	Ayesha	We're not going to win against it like this! Let's make a run for it!	爱夏	这样下去我们不是对手！先撤退吧！	愛夏	不能再繼續跟牠戰鬥下去了！我們快逃吧！
Sophie	ソフィー	そ、そうですね！	Sophie	R-Right!	苏菲	好、好的！	蘇菲	妳、妳說得對！
Wilbell	ウィルベル	そうと決まったら！　えいっ！	Wilbell	If we're going that route... Take this!	薇尔贝儿	既然如此！嘿！	薇爾貝兒	既然這麼決定了！嘿！
Wilbell	ウィルベル	今のうちよ！	Wilbell	Now's our chance!	薇尔贝儿	趁现在快走！	薇爾貝兒	趁現在！
