romanized	name_jp	text_jp	name_en	text_en	name_zh-CN	text_zh-CN	name_zh-TW	text_zh-TW
Resna	レスナ	なんだか、まだ胸がドキドキしてるよ……	Resna	My heart still won't stop pounding...	蕾斯娜	总感觉心还在狂跳……	蕾斯娜	我總覺得，心臟還在怦怦跳……
Izana	イザナ	"アタシも。仲間が王子様なんて、
話がでっかくなったねぇ"	Izana	Same here. I can't believe we're friends with a prince! This is some adventure.	伊札娜	"我也是。伙伴居然是王子殿下，
感觉事情一下子宏大起来了。"	伊札娜	"我也是。竟然讓王子成為夥伴，
這規模真龐大。"
Heidi	ハイディ	"国ぐるみの支援かぁ。果ての大陸だって元々
デカい話だったけど、さらにデカい話になったよね"	Heidi	Guess we have the kingdom's official blessing. Going to the World's End is a big deal in and of itself, but this takes the cake!	海蒂	"举国支援啊。去终极大陆本身就是个远大目标了，
没想到还能进一步扩大到这个境界。"	海蒂	"動員國家的力量支援啊。雖然終極大陸本來
就是不小的目標，但現在又變得更遠大了呢。"
Valeria	ヴァレリア	"レスナの夢がでっかく現実に近づいたってことよね？
でっかいことはいいこと！"	Valeria	We're so close to making Resna's dream come true! The bigger the better, right?!	瓦莱莉娅	"也就是说，蕾斯娜的梦想离实现更进一步了对吧？
规模扩大是好事嘛！"	瓦萊莉婭	"代表蕾斯娜又朝夢想更進一步了吧？
擴大規模是好事！"
Resna	レスナ	"ま、まだそんなに近づいてないよ！
それに……なんだか"	Resna	We still have a long way to go! Plus...	蕾斯娜	"还、还没有那么快实现啦！
而且……总觉得……"	蕾斯娜	"沒、沒有啦！
而且，我總覺得……"
Resna	レスナ	"王宮で会ったロマンさん、普段とは別人みたい
だったなぁ……"	Resna	Roman seemed like a totally different person in the palace.	蕾斯娜	"在王宫见到的罗曼先生，
跟我们熟悉的罗曼先生判若两人……"	蕾斯娜	"王宮裡的羅曼先生，
簡直跟平常判若兩人……"
Resna	レスナ	多分、これまで通りには行かないんだよね	Resna	Things might not ever go back to the way they were before.	蕾斯娜	大概不能像之前那样跟他相处了吧。	蕾斯娜	或許，已經無法像過去一樣相處了。
Izana	イザナ	"そうだね、「一緒に冒険行こーよ！」なんて、
こっちからは気軽に誘ったりできないよね"	Izana	Yeah, it's not like we can just ask him to go on an adventure with us, huh?	伊札娜	"是啊，
已经不好随便开口邀请他跟我们一起冒险了。"	伊札娜	"是啊，
我們已經沒辦法隨興地邀他去冒險了。"
Valeria	ヴァレリア	"相手はお城に住んでる王子様だもんね。
誘拐事件もあったし"	Valeria	He's a prince in a castle, and he's been kidnapped once before.	瓦莱莉娅	"人家可是住在城堡里的王子殿下啊，
而且还刚遭到绑架。"	瓦萊莉婭	"畢竟對方是住在城堡裡的王子殿下嘛。
而且還曾經被綁架。"
Heidi	ハイディ	"だよねぇ。協力ったって、今まで通り気楽に
ご一緒できるワケじゃないしさ"	Heidi	Right. Just because he's helping us doesn't mean he can just up and join us like before.	海蒂	"对啊。虽然他提出了合作，
但总不可能像之前那样轻松聚在一起行动。"	海蒂	"確實。所謂的協助，
不會是像以前那樣輕鬆地一起行動了。"
Heidi	ハイディ	"今さらだけど遠い世界の人だって
実感せざるを得なかったよねぇ……"	Heidi	It's a bit late to say this now, but he really is on a different level from us, isn't he?	海蒂	"说到这里才真正感觉到
他跟我们就像生活在不同的世界……"	海蒂	"現在這麼說有點晚了，但不得不承認，
他的確和我們是不同世界的人。"
Ayesha	アーシャ	"あの、わたし王宮に行くことはありますから、
何かあったらロマンさんに伝えますよ？"	Ayesha	I go to the palace occasionally. I'll make sure to tell Roman if anything happens.	爱夏	"我接下来还会去王宫，
有什么事的话，我可以代为转告罗曼先生哦？"	愛夏	"那個，我有時候會進王宮，
有事的話我可以協助轉告羅曼先生喔。"
Resna	レスナ	ありがとうございます、アーシャ先輩	Resna	Thank you, Miss Ayesha.	蕾斯娜	谢谢你，爱夏前辈。	蕾斯娜	愛夏前輩，謝謝妳。
Resna	レスナ	"う、うう……ロマンさんに応援されたことだし、
次の旅に向けて、準備をしておかなくちゃ！"	Resna	*Sniff* Roman's counting on us. We'd better get ready for our next trip!	蕾斯娜	"唔、唔……罗曼先生都为我加油了，
我得为下一次旅行做好准备！"	蕾斯娜	"唔、唔……既然獲得羅曼先生的支持了，
得開始準備下一趟旅行才行！"
Roman	ロマン	"おおっ！　早速、気合十分だね！
私たちの未来は明るいぞ、レスナ！"	Roman	Yes! That's the spirit! The future's looking awfully bright, right, Resna?	罗曼	"哦！你这么快就已经鼓足劲了啊！
我们的未来充满光明，蕾斯娜！"	羅曼	"哦哦！馬上就充滿幹勁了呢！
蕾斯娜，我們的未來充滿光明呢！"
Resna	レスナ	ひゃあっ！？	Resna	Whaaat?!	蕾斯娜	呀？！	蕾斯娜	呀啊！？
Roman	ロマン	"やぁ！　またしても遅れてしまってすまないね！
それで、次はいったいどこに行くんだい？"	Roman	Hi! Sorry for being late again! So where are we off to next?	罗曼	"你们好啊！真不好意思，我又迟到了！
那下次要去哪里？"	羅曼	"嗨！抱歉我又遲到了！
所以下一次要去哪裡呢？"
Resna	レスナ	ロ、ロマンさん！？　どうしてここに！？	Resna	Roman?! Why are you here?!	蕾斯娜	罗、罗曼先生？！你怎么在这里？！	蕾斯娜	羅、羅曼先生！？你怎麼會在這裡！？
Roman	ロマン	"どうしてって、当然じゃないか！
私は君たちの仲間で、レスナの同志なんだから"	Roman	What do you mean? Isn't it obvious? You're my dear friends and kindred spirits!	罗曼	"为什么这么问？我当然会来这里啊！
因为我是你们的伙伴，也是蕾斯娜的同志嘛。"	羅曼	"咦？這不是理所當然的嗎！？
因為我是各位的夥伴，也是妳的同伴啊。"
Roman	ロマン	"王宮でも言ったろう？
君たちの旅を私に支援させてほしいって"	Roman	I said back at the palace that I would help you on your journey.	罗曼	"我在王宫也说了吧？
我想支持你们的旅行。"	羅曼	"我在王宮也說過了吧？
請讓我支援你們的旅程。"
Roman	ロマン	"共に泣き、共に笑い！　いつの日か必ず
果ての大陸にみんなで立とうじゃないか！"	Roman	We'll laugh! We'll cry! I intend to be standing right there next to you all at the World's End!	罗曼	"让我们同甘共苦吧！
总有一天我们定将共同踏上终极大陆！"	羅曼	"我要和各位同甘共苦！
我們總有一天一定會踏上終極大陸的！"
Resna	レスナ	"共に……？　ほ、本当ですか！？　私たち、
またロマンさんと一緒に旅ができるんですか？"	Resna	Together? Wait, really?! We still get to travel with you?!	蕾斯娜	"共同……？真、真的吗？！
我们还能跟罗曼先生一起旅行吗？！"	蕾斯娜	"同甘共苦……？真、真的嗎！？
我們還能跟你一起旅行嗎？"
Roman	ロマン	"もちろんさ！　条件付きだけど、
無事に父上から外出許可ももらったしね！"	Roman	Absolutely! There are some stipulations, but I got my father's permission to travel!	罗曼	"当然了！我已经顺利从父王那获得了外出许可！
虽然他也提了条件。"	羅曼	"那當然！
雖然有附帶條件，但父親大人同意我外出了！"
Heidi	ハイディ	あんなことがあった直後に、よくもらえたよね……	Heidi	That's awfully generous given the recent turn of events...	海蒂	刚出过那种事，真亏你能得到许可啊……	海蒂	他竟然同意了……不是才剛發生那種事嗎？
Roman	ロマン	"ふっふっふ。
私は粘り勝ちのロマンとも呼ばれていてね？"	Roman	Hehehe. They don't call me Roman the Persistent for nothing!	罗曼	"呵呵呵。
你们大可以称我为“锲而不舍的罗曼”哦？"	羅曼	"哼、哼、哼。
我可是以死纏爛打出名的羅曼喔。"
Resna	レスナ	"ロマンさん、私、とっても嬉しいです！
これからも同志として、頑張りましょう！"	Resna	Oh, I'm so happy! Let's do our best, kindred spirit!	蕾斯娜	"罗曼先生，我很开心！
今后也作为同志共同努力吧！"	蕾斯娜	"羅曼先生，我真的非常開心！
往後也作為同伴一起努力吧！"
Heidi	ハイディ	"ま、これで一件落着か。
ちょっと気になることは残ってるけど……"	Heidi	Well, I guess that settles the matter. I'm still a little concerned about a few things, though.	海蒂	"这样就算是解决了一桩事。
虽然还是有些让人在意的事……"	海蒂	"嗯，這件事就這樣告一段落了吧。
雖然有件事我還是很在意……"
Valeria	ヴァレリア	気になることって？	Valeria	Like what?	瓦莱莉娅	让人在意的事？	瓦萊莉婭	什麼事？
