romanized	name_jp	text_jp	name_en	text_en	name_zh-CN	text_zh-CN	name_zh-TW	text_zh-TW
Ayesha	アーシャ	おかえりなさい、皆さん	Ayesha	Welcome back, everyone!	爱夏	大家，欢迎回来。	愛夏	歡迎回來，各位。
Judie	ユーディー	あれ、何してるの？	Judie	Hey! What are you doing?	优蒂	咦，你在做什么？	優蒂	咦？妳們在做什麼？
Ayesha	アーシャ	わたしたちも調査の役に立てるかと思って	Ayesha	We want to do what we can to help with the mission, too.	爱夏	我们也想为调查做点贡献。	愛夏	我們也想為調查盡一份心力。
Firis	フィリス	"魔物たちを一網打尽にするための準備に
携われるなんて、腕が鳴りますっ！"	Firis	When I heard you were gearing up to take down a whole horde of monsters, I couldn't resist!	菲利丝	"有幸能帮忙将魔物一网打尽，
我已经跃跃欲试了！"	菲莉絲	"我竟能參與把魔物們一網打盡的準備行動，
真是讓人振奮！"
Ryza	ライザ	いやいや、まだ調査に行くだけだから	Ryza	Don't get the wrong idea! We're only going to scout them out, not wipe them out!	莱莎	不不不，我们还只是去调查。	萊莎	不不不，還只是去調查而已。
Firis	フィリス	"でも、危険なことには違いありませんよ！
そこで！"	Firis	Either way, you're going into dangerous territory, aren't you? That's why I've got just the thing to help!	菲利丝	"但毕竟要去危险的地方！
所以！"	菲莉絲	"可是，這場行動肯定是很危險的！
所以！"
Ryza	ライザ	え、これって服？	Ryza	Huh? New clothes?	莱莎	咦，这是衣服？	萊莎	咦？這是衣服嗎？
Firis	フィリス	"はい！　突撃と戦闘に特化した、
身軽かつ丈夫な服です！"	Firis	Yup! They're sturdy enough for you to charge straight into battle, but light enough for you to stay quick on your feet!	菲利丝	"没错！这是特意改造过的！
轻便耐用，十分适用于突袭以及战斗！"	菲莉絲	"是的！這是一套專為突擊與戰鬥所特製，
輕盈又耐用的衣服！"
Judie	ユーディー	へぇ。なかなかいい感じかも！	Judie	Nice! Sounds like exactly what we need!	优蒂	哇，看上去很不错呢！	優蒂	哦，看起來挺不錯的耶！
Firis	フィリス	"でしょう！　わたしも色々な服を着てきたんですが、
突撃するならこういうのがいいと思いまして！"	Firis	Right? I've tried out my fair share of equipment in combat, but if you're going on the offensive, nothing can beat this!	菲利丝	"对吧！我穿过各种各样的衣服，
但要是突袭的话，我觉得还是这种最好！"	菲莉絲	"對吧！我穿過了各式各樣的衣服，
還是覺得突擊時穿這種的最好！"
Ayesha	アーシャ	"わたしもロマンさんからある衣装をもらって、
上手く仕事をこなすことができました"	Ayesha	Clothes really do make all the difference. Roman once gave me an outfit that helped me finish my work faster too.	爱夏	"我也是从罗曼先生那里得到某件衣服后，
工作才开始得心应手的。"	愛夏	"我也是從羅曼先生那裡收到了某套衣服，
才能順利把工作完成。"
Ayesha	アーシャ	"そこで、皆さんの調査も無事、成功しますように……と
願いながら調合しました"	Ayesha	All we want is for you to complete your mission and get back here safely. That's why we decided to synthesize these.	爱夏	"所以呢，我们就调合了这件衣服，
希望你们调查顺利！"	愛夏	"所以，這是我們一邊祈願著各位的
調查行動能順利成功……一邊調合出來的。"
Ryza	ライザ	うわー、二人ともありがと！　早速着てみていい？	Ryza	Wow, thanks a lot, you two! Can I try mine on right now?	莱莎	哇，谢谢你们！我可以现在换上吗？	萊莎	哇～太感謝兩位了！我可以立刻試穿看看嗎？
Firis	フィリス	もちろんです！　ユーディットさんもぜひ！	Firis	Be our guest! You try yours too, Judith!	菲利丝	当然了！优蒂小姐也请务必穿穿看！	菲莉絲	當然！優蒂小姐也一定要試試！
Judie	ユーディー	ええ、着てみるわ	Judie	Great, I can hardly wait!	优蒂	嗯，我换上试试。	優蒂	嗯，我來穿穿看。
Ryza	ライザ	"これ、すっごく身体が軽いよ。
これなら相手よりも断然素早く攻撃ができそう"	Ryza	I feel so much lighter now. No enemy's going to get the jump on me while I have this on!	莱莎	"这件衣服好轻便啊，
这下一定可以比对手更快发起攻击。"	萊莎	"這套衣服讓身體變得好輕盈。
這樣一來，就能比對手更迅速地發動攻擊了。"
Ayesha	アーシャ	ユーディットさんはどうですか？	Ayesha	What do you think, Judith?	爱夏	优蒂小姐觉得怎么样？	愛夏	優蒂小姐覺得怎麼樣呢？
Judie	ユーディー	うん。これなら前回のようにはいかないわ！	Judie	With this kind of equipment, things will go much better than the last time I dropped in on those monsters!	优蒂	嗯，这次一定不会像上次一样了！	優蒂	嗯，穿上這套就不會再像上次一樣了！
Firis	フィリス	えへへ！　お役に立てたようで何よりです！	Firis	Hehe! Happy to be of service!	菲利丝	嘿嘿！能帮上你们的忙就好！	菲莉絲	嘿嘿！能幫上忙真是太好了！
Ryza	ライザ	"あとは任せて！
あたしたちでいい結果を持ち帰ってくるから！"	Ryza	Leave the rest to us! We'll be sure to bring back good news.	莱莎	"之后就交给我们吧！
等我们的好消息！"	萊莎	"接下來就交給我們吧！
我們會一起帶著好消息回來的！"
