romanized	name_jp	text_jp	name_en	text_en	name_zh-CN	text_zh-CN	name_zh-TW	text_zh-TW
Rorona	ロロナ	えーと。あの大きさを爆破するには……	Rorona	Um, let's see... Blowing up something that big would take...	萝乐娜	嗯……要破坏那么大的东西……	蘿樂娜	我想想，那個大小要炸掉的話……
Shallistera	シャリステラ	"人造頂獣を倒すためにレスナさんが作った道具が
あるはずなので、それを応用するのはどうでしょう"	Shallistera	What if we used the tool that Resna made to bring down the other man-made Apexi?	夏莉丝堤拉	"蕾斯娜为了打倒人造顶兽做了道具，
把那个利用起来怎么样？"	夏莉絲堤菈	"這裡應該有蕾斯娜小姐為了打倒頂獸而做的道具，
用用看那個怎麼樣？"
Marie	マリー	"いいわね！　それなら、これをこうして……
ふふふ～ん♪　ふんふんふん♪　ふふふーーーん♪"	Marie	Ooh, good call! If I remember correctly, that took a bit of this... And some of that... Hm-hm-hmmm... Da-da-daaah... Dun-dun-duuum!	玛莉	"不错啊！那就把这个这样……
哼哼～！哼哼哼！哼哼哼——！"	瑪莉	"不錯耶！既然如此，就把這個像這樣……
哼哼哼～！哼哼哼！哼哼哼────！"
Shallistera	シャリステラ	"マルローネさん、
ちょっと素材入れすぎじゃないですか！？"	Shallistera	Um, Marlone? Aren't you putting in a little too much?	夏莉丝堤拉	玛洛娜小姐，素材是不是放太多了？！	夏莉絲堤菈	"瑪洛娜小姐，
素材是不是有點加太多了！？"
Marie	マリー	"この際だもん。もっと威力が高いものを
作ろうかな～って"	Marie	Oh, it'll be fine! I'm just giving the recipe a little extra oomph!	玛莉	关键时刻嘛，我想说得做个威力大的～	瑪莉	"考慮到這種情況，
我想說做個威力更強一點的～"
Marie	マリー	よっ！　これなら大抵のものは壊せるわ！	Marie	Okay! This'll blow pretty much anything to pieces!	玛莉	好！这下应该大多数东西都可以炸掉了！	瑪莉	好！這樣的話，大部分的東西都能破壞掉了！
Shallistera	シャリステラ	"あんまり威力がありすぎると、洞窟ごと
崩れちゃいますから、気を付けてくださいね……"	Shallistera	Please don't forget that we'll be inside a cave when this goes off.	夏莉丝堤拉	"要是威力太大，可能把整个洞窟都炸毁，
要小心啊……"	夏莉絲堤菈	"要是威力過強，洞窟會整個崩塌的，
請妳要注意喔……"
Marie	マリー	大丈夫よ、加減はしてるから	Marie	Don't worry! I kept everything in check!	玛莉	别担心，我控制了量的。	瑪莉	沒問題，我有節制的。
Shallistera	シャリステラ	加減しないとどうなるんだろう……	Shallistera	I wish we could be sure of that...	夏莉丝堤拉	要是不控制会做成什么样啊……	夏莉絲堤菈	沒有節制的話會變成怎樣呢……
Shallistera	シャリステラ	ロロナさんは何をしてるんですか？	Shallistera	What are you working on, Rorona?	夏莉丝堤拉	萝乐娜小姐在做什么呢？	夏莉絲堤菈	蘿樂娜小姐正在做什麼呢？
Rorona	ロロナ	"ちょっと思いついたものがあってね！
ええと……"	Rorona	Just an idea I had! Um, hang on...	萝乐娜	"我想到了个点子！
嗯……"	蘿樂娜	"我想到了一個點子！
我看看……"
Rorona	ロロナ	"こうして、さらに、これも入れて……
ぐ～るぐる……できた！"	Rorona	If I do that like that, and add a little of this, then stiiir it up... Aha!	萝乐娜	"这样子，再把这个也加进去……
搅啊搅……做好了！"	蘿樂娜	"像這樣，再把這個也加進去……
攪～啊攪……完成了！"
Rorona	ロロナ	えへへ、できた！　ロロナ特製爆弾！	Rorona	There, it's finished! Rorona's Extra-Special Bomb!	萝乐娜	嘿嘿，做好了！萝乐娜特制炸弹！	蘿樂娜	嘿嘿，完成了！蘿樂娜特製炸彈！
Shallistera	シャリステラ	え、パイ……ですよね？	Shallistera	Is that...a pie?	夏莉丝堤拉	咦，这是……派吧？	夏莉絲堤菈	咦，這個是……派吧？
Rorona	ロロナ	"パイと爆弾を組み合わせてみたんだ！
投げると甘～い匂いが噴き出すよ！"	Rorona	Yep! And a bomb! It smells super sweet when you throw it!	萝乐娜	"我把派和炸弹结合起来了！
丢出去会散发出超～级甜的味道哦！"	蘿樂娜	"我試著把派和炸彈組合起來了！
丟出去時會噴出香～甜的味道喔！"
Marie	マリー	へぇ……斬新ね！	Marie	Well! That sure is creative!	玛莉	哦……好新奇啊！	瑪莉	哦……好創新！
Shallistera	シャリステラ	ど、どうやって使うんだろう……	Shallistera	I-I'm just not sure what sort of situation would call for something like that...	夏莉丝堤拉	要、要怎么用啊……	夏莉絲堤菈	這、這該怎麼使用呢……
Marie	マリー	"あたしも負けてられないわね！
さーて、どんどん作るわよ～"	Marie	Well, you're not going to catch me slacking! Let's make even more bombs!	玛莉	"我也不能输！
好，再接再厉继续做～"	瑪莉	"我也不能輸！
好～我要來大量製作囉～"
Marie	マリー	ふう……とりあえず、このくらいあれば大丈夫かしら	Marie	Phew! That ought to be enough for now.	玛莉	呼……总之有这些应该就够了吧。	瑪莉	呼……總之，有這些應該就夠了吧。
Shallistera	シャリステラ	"ふふ、お二人と一緒に調合していると、
初めてアトリエに来た時のことを思い出します"	Shallistera	*Chuckle* Watching you both synthesize reminded me of the first time we came to the atelier.	夏莉丝堤拉	"呵呵，和你们一起调合，
让我想起我第一次来炼金工房时的事。"	夏莉絲堤菈	"呵呵，和妳們兩位一起調合，
會讓我想起第一次來鍊金工房時的事情。"
Rorona	ロロナ	ああー！　懐かしいねえ	Rorona	Oooh, yeah! That really takes me back!	萝乐娜	啊——！好怀念哦。	蘿樂娜	啊～！真懷念呢。
Marie	マリー	あの頃は慣れない調合に苦労してたなあ	Marie	Having to adjust to a whole new system sure wasn't easy.	玛莉	那时不习惯这种调合，可太不容易了。	瑪莉	那時還不適應調合，吃了不少苦頭。
