romanized	name_jp	text_jp	name_en	text_en	name_zh-CN	text_zh-CN	name_zh-TW	text_zh-TW
Walther	ワルター	"４体とも、最終調整が完了しました。
いつでも使える状態ですよ"	Walther	All four subjects have finished their final adjustments and are ready for deployment.	瓦尔特	"4头顶兽的最终调整都完成了。
随时可以投入使用。"	瓦爾特	"4隻頂獸的最終確認都已完成，
隨時可以投入實戰。"
Criselda	クリセルダ	間に合ったのね。何よりだわ	Criselda	So they're ready in time. Excellent.	克莉赛尔达	赶上了啊。那就好。	克莉賽爾達	幸好總算是趕上了。
Walther	ワルター	"人造頂獣は、地形や環境によって装備を変更し
適した運用ができるように創っています"	Walther	The man-made Apexi are designed to adapt their equipment to the terrain and environment.	瓦尔特	"我创造的人造顶兽可以根据地形和环境变更装备，
因地制宜。"	瓦爾特	"人造頂獸的構造，
能夠依照地形及環境靈活調整裝備。"
Antje	アンチュ	話が長くなりそうな予感……	Antje	Why do I get the feeling this explanation is gonna drag on...	安洁	感觉他会讲很久……	安潔	感覺又要開始滔滔不絕了……
Walther	ワルター	"今回は４体それぞれに、異なる装備を与えました。
どのような結果になるか楽しみでなりません"	Walther	Each of the Apexi has been fitted with different equipment. I can't wait to see the results!	瓦尔特	"这次我给4头顶兽各自配备了不同装备。
好期待会有怎样的结果啊。"	瓦爾特	"這次為4隻人造頂獸所配置的裝備各不相同，
真期待效果會如何。"
Walther	ワルター	"相手の気力をくじくよう、威圧的な外見にし
遠くからでもよく見えるようにしてあります！"	Walther	I've also made sure their appearance is menacing, so they'll be intimidating even from a distance!	瓦尔特	"我还赋予了它们压迫感十足的外表，让人看了就吓破胆。
而且从远处也能看得一清二楚！"	瓦爾特	"為了重挫對手的信心，我在外觀上略施巧計，
讓牠們的身形能從遠方威嚇對手！"
Antje	アンチュ	こうなると何時間でもしゃべる……	Antje	Once he starts like this, he can go on for hours...	安洁	看样子他要说上好几个小时了……	安潔	這傢伙每次一講就是好幾個小時……
Criselda	クリセルダ	アンチュ、あちらの動きはどう？	Criselda	Antje, what's the situation on their end?	克莉赛尔达	安洁，你那边情况如何？	克莉賽爾達	安潔，對方的動向如何？
Antje	アンチュ	"奴ら……降伏するつもりはないみたい。
民は避難して、戦う気がある奴が残ってる"	Antje	They don't seem to have any plans to surrender. The civilians have been evacuated, and only those willing to fight remain.	安洁	"那些家伙……好像不打算投降。
民众都疏散去避难了，只留下了打算战斗的人。"	安潔	"看起來……他們並不打算投降。
居民都撤離了，只留下有意戰鬥的人。"
Criselda	クリセルダ	予想通りね。それじゃ遠慮なく	Criselda	As expected. Then there is no need for us to wait any longer.	克莉赛尔达	和我想的一样。那我们也不用客气了。	克莉賽爾達	預料之中，那我就不客氣了。
Criselda	クリセルダ	蹂躙を始めましょうか	Criselda	Let the onslaught begin.	克莉赛尔达	开始蹂躏吧。	克莉賽爾達	開始屠殺吧。
Lara	ララ	あと一息ですわね	Lara	We've almost got it.	拉拉	就差一点了。	拉拉	就差一步了。
Resna	レスナ	"はい。でも……もう刻限が。
急がないと……！"	Resna	Yes, but we're running out of time. We need to hurry!	蕾斯娜	嗯。但是……已经没时间了，得快点……！	蕾斯娜	"嗯，可是……時間快到了。
必須加快速度……！"
