romanized	name_jp	text_jp	name_en	text_en	name_zh-CN	text_zh-CN	name_zh-TW	text_zh-TW
Sophie	ソフィー	皆さん！あと一息です！	Sophie	Come on, guys! Just a bit more!	苏菲	各位！就差一点了！	蘇菲	大家！就差一步了！
Miruca	ミルカ	逃がさない……！	Miruca	You won't be getting away!	米尔卡	休想逃走……！	米爾卡	別想逃……！
Wilbell	ウィルベル	毒まみれにされた恨みを思い知れーーーっ！	Wilbell	We're going to make you pay for poisoning us!	薇尔贝儿	好好尝尝被糊满毒液的怨恨吧――！	薇爾貝兒	嘗嘗被弄得滿身毒液的怨恨吧────！
Sophie	ソフィー	ふぅ……これで一件落着ですね！	Sophie	Phew! And that takes care of that!	苏菲	呼……这下总算解决了！	蘇菲	呼……這件事就這樣告一段落了吧！
Wilbell	ウィルベル	"一時はどうなるかと思ったけど、助かったわ。
ソフィー、アーシャ"	Wilbell	Things got a bit dicey back there. Thanks for all your help.	薇尔贝儿	"本来我还担心能不能敌得过它，幸好有你们帮忙。
谢谢你们，苏菲、爱夏。"	薇爾貝兒	"我本來還很擔心，真是幫大忙了。
蘇菲、愛夏。"
Ayesha	アーシャ	"ううん。ベルちゃんが知らせてくれたおかげで、
被害が最小限に抑えられたんだと思う"	Ayesha	No, you're the real hero, Bell. If you hadn't raised the alarm, this probably would have ended much more poorly.	爱夏	"别这么说，多亏贝儿来告诉我们这件事，
才把损失降到了最低。"	愛夏	"不用謝，多虧貝兒告訴我們，
才能把損害降到最低。"
Sophie	ソフィー	"魔物はいなくなりましたけど、
瘴気はまだ残ってますね"	Sophie	We cleared out all the monsters, but there's still a lot of miasma around.	苏菲	虽然魔物消失了，但瘴气还在呢。	蘇菲	"雖然魔物不在了，
但瘴氣還殘留著呢。"
Ayesha	アーシャ	"解毒薬を応用すれば中和できるかもしれないから、
試してみようか"	Ayesha	We could try using the antidote to neutralize it, maybe?	爱夏	运用解毒药或许可以中和瘴气，要试试看吗？	愛夏	"運用解毒藥說不定能中和一下，
我們試試看吧。"
Miruca	ミルカ	"そもそも、地下水道の汚水が根本的な原因だから、
それを改善する方法も考えたほうがいいわ"	Miruca	The real problem is all the toxic pollution in these waterways. Figuring out how to deal with that would be even better.	米尔卡	"说到底，下水道的污水才是根本原因。
我们还是考虑一下该如何治理污水吧。"	米爾卡	"況且，地下水道的汙水就是最根本的原因，
最好研擬一下改善的方法。"
Ayesha	アーシャ	"工事が再開できるようになったら、
地下水道のお掃除もしなくちゃね"	Ayesha	Now that the construction work can start up again, I suppose we'll have to enlist a cleanup crew too.	爱夏	等恢复施工后，也得清理清理下水道呢。	愛夏	"等到工程重啟之後，
地下水道也得打掃一下才行了。"
Wilbell	ウィルベル	"まー、その辺りは帰ってから考えましょうよ。
とにかく疲れたわ～"	Wilbell	Well, that's something we can puzzle over after we get home. Seriously, I'm beat!	薇尔贝儿	"这些事等回去再想吧。
现在太累啦～"	薇爾貝兒	"不過，這些事就回去再思考吧。
我快累死了～"
Sophie	ソフィー	ふふ、それもそうですね	Sophie	Heheh, good point.	苏菲	呵呵，也是。	蘇菲	呵呵，說得也是。
Ayesha	アーシャ	じゃあ、帰ろっか	Ayesha	Shall we head back, then?	爱夏	那我们回去吧。	愛夏	那我們回去吧。
