romanized	name_jp	text_jp	name_en	text_en	name_zh-CN	text_zh-CN	name_zh-TW	text_zh-TW
Valeria	ヴァレリア	ふぅ、そんなに腕はなまってなかったみたいね						
Izana	イザナ	相変わらず楽しそうに戦うよね						
Valeria	ヴァレリア	"うん。久しぶりに思いっきり身体を
動かしたような気分よ！　"						
Flocke	フロッケ	"ヴァレリアさん、お腹は空きませんか？
お弁当を用意したんですよ"						
Valeria	ヴァレリア	フロッケのお弁当！　やったあ！						
Heidi	ハイディ	ねぇヴァレリア、身体におかしなとこはない？						
Valeria	ヴァレリア	うん。なんともなかったわ						
Lanze	ランツェ	何かあったらすぐ言えよ						
Valeria	ヴァレリア	ありがと、みんな						
Resna	レスナ	えへへ。フロッケちゃんのお弁当、美味しかったね						
Valeria	ヴァレリア	ふふっ、そうね						
Resna	レスナ	"ねぇヴァレリア、また一緒に調合もしよう？
それから、それから……"						
Valeria	ヴァレリア	ねぇ、レスナ						
Resna	レスナ	"ヴァレリア、手がすごく冷たいよ！？　もしかして、
具合が悪いんじゃ……"						
Valeria	ヴァレリア	"私、今回は元に戻れたけど、また操られて
みんなをケガさせちゃうかもしれない……"						
Valeria	ヴァレリア	"そんなことになったら、今度こそ私、
自分のことを許せそうにないわ"						
Resna	レスナ	大丈夫だよ、ヴァレリア						
Resna	レスナ	"もしそんなことがあっても、私たちが何度だって
ヴァレリアを助けるから"						
Valeria	ヴァレリア	レスナ……						
Resna	レスナ	"約束だよ。
絶対、助けるから……私たちを信じて？"						
Valeria	ヴァレリア	"うん……レスナにそう言ってもらえると、
ものすごく安心するわ"						
Resna	レスナ	"私も、こうしてヴァレリアと一緒にいると
すごく安心するよ"						
Resna	レスナ	おかえり、ヴァレリア						
Valeria	ヴァレリア	ただいま、レスナ						
