romanized	name_jp	text_jp	name_en	text_en	name_zh-CN	text_zh-CN	name_zh-TW	text_zh-TW
Rorona	ロロナ	こっちです！　	Rorona	This way!　	萝乐娜	在这边！　	蘿樂娜	這邊！　
Marie	マリー	いたわよ！　あそこ！	Marie	There it is! Over there!	玛莉	找到了！在那里！	瑪莉	找到了！在那裡！
Sterk	ステルク	思ったより近くにいたな	Sterk	That was much closer than I thought it would be.	史特尔克	没想到还挺近的。	史特爾克	比想像中還近呢。
Shallistera	シャリステラ	あまり遠くには移動できないんでしょうか	Shallistera	I suppose it can't teleport itself very far.	夏莉丝堤拉	是不是不能移动到太远的地方呢？	夏莉絲堤菈	會不會是沒辦法移動得太遠呢？
	冒険者	うわっ！　な、なんだこいつは！？	Adventurer	Whoa! What is that thing?!	冒险者	哇！这、这什么东西啊？！	冒險者	嗚哇！這、這傢伙怎麼回事！？
	行商人	ひ、ひぃぃっ！　逃げろおおおおおっ！	Merchant	Eeek! Run awaaay!	旅行商人	啊啊！快跑啊啊啊啊！	旅行商人	咿、咿咿咿！快逃──────！
Sterk	ステルク	まずい！　通行人が！	Sterk	Pedestrians?! This is bad!	史特尔克	糟了！过路人们……！	史特爾克	糟了！是路人！
Shallistera	シャリステラ	こっちです！　早く！	Shallistera	Come on, over here! Quickly!	夏莉丝堤拉	这边！快！	夏莉絲堤菈	往這邊！快點！
Marie	マリー	荷物は後で拾ってあげるから！　とにかく逃げて！	Marie	You can worry about your luggage later! Just get as far away as you can!	玛莉	行李我们之后帮你捡起来！快逃！	瑪莉	貨品和行囊我們晚點會幫忙撿的！總之快逃吧！
Rorona	ロロナ	と、止めなきゃ！　えーい！	Rorona	W-We've got to stop it! Take this!	萝乐娜	比、必须阻止它！我扔——！	蘿樂娜	得、得阻止牠才行！嘿──！
Sterk	ステルク	ダメだ、効いていない！	Sterk	No good, not even a scratch!	史特尔克	不行，没有用！	史特爾克	不行，沒效果！
Rorona	ロロナ	それなら……これでっ！	Rorona	Okay, then... Try this on for size!	萝乐娜	那就……尝尝这个！	蘿樂娜	既然如此……就用這個！
Sterk	ステルク	む！？　な、なんだこの匂いは……！	Sterk	Hm?! Wh-What's that smell?!	史特尔克	唔？！这、这什么味道……！	史特爾克	唔！？這、這味道是什麼……！
Rorona	ロロナ	"わたし特製のパイ爆弾です！
爆風に乗せていい匂いが周囲に……"	Rorona	It's my special pie bomb! It smells really nice when it explodes!	萝乐娜	"我的特制派炸弹！
香味随着爆炸产生的气流散播到周围……"	蘿樂娜	"是我特製的派炸彈！
香味會乘著爆炸的氣浪擴散四周……"
Sterk	ステルク	そ、それは何か意味があるのか！？	Sterk	Why would that even be necessary?!	史特尔克	这、这么做有什么意义吗？！	史特爾克	那、那有什麼意義嗎！？
Rorona	ロロナ	た、確かに！	Rorona	I-It's not! I just liked the idea!	萝乐娜	对、对哦！	蘿樂娜	的、的確沒意義！
Sterk	ステルク	くっ！　新手か！？	Sterk	Gah! More monsters?!	史特尔克	可恶！变多了？！	史特爾克	唔！新的敵人！？
Marie	マリー	甘い匂いにつられて来たのね	Marie	They must've been drawn in by the sweetness.	玛莉	被甜蜜的香味吸引过来的吧。	瑪莉	是被甜味吸引過來的吧。
Rorona	ロロナ	ごめんなさい！　わたし余計なことを……	Rorona	I'm really sorry! I didn't mean to make things worse!	萝乐娜	对不起！都怪我做了多余的事……	蘿樂娜	對不起！都怪我做了多餘的事……
Marie	マリー	いや、そうでもないみたいよ	Marie	Actually, you might not have.	玛莉	不，这可不一定。	瑪莉	不，看來不是多餘。
Rorona	ロロナ	え？	Rorona	Huh?	萝乐娜	咦？	蘿樂娜	咦？
Sterk	ステルク	魔物に気を取られているようだな	Sterk	The other monsters have drawn its attention.	史特尔克	好像被魔物吸引了注意力。	史特爾克	牠好像被那隻魔物轉移了注意力。
Marie	マリー	足止めには効果があったみたいね	Marie	It works as a distraction, at least!	玛莉	看来成功拖住它的脚步了。	瑪莉	好像挺有牽制效果的呢。
Rorona	ロロナ	よかったあ……	Rorona	Oh, thank goodness...	萝乐娜	太好了……	蘿樂娜	太好了……
Rorona	ロロナ	わあっ！　あっという間に！	Rorona	Whoa! That took barely any time!	萝乐娜	哇！一眨眼就……！	蘿樂娜	哇啊！一瞬間就擺平了！
Marie	マリー	すごい力ね……	Marie	It's so strong...	玛莉	好强的力量……	瑪莉	好驚人的力量……
Sterk	ステルク	またこっちへ来るぞ！	Sterk	Get ready, here it comes!	史特尔克	它又要过来了！	史特爾克	牠又要往這邊來了！
Shallistera	シャリステラ	通行人の皆さんは避難できたみたいです！	Shallistera	All of the bystanders have made it to safety!	夏莉丝堤拉	过路人好像都去避难了！	夏莉絲堤菈	那些路人應該都去避難了！
Marie	マリー	よし、ひとまず安心ね！	Marie	Good! That's one less thing to worry about!	玛莉	好，那暂时可以放心了。	瑪莉	好，暫時可以放心了！
Sterk	ステルク	ああ。これで戦いに集中できる	Sterk	Agreed. Now we can focus on the battle.	史特尔克	嗯，这下可以专心战斗了。	史特爾克	嗯，這樣就能專心戰鬥了。
Marie	マリー	"ちょっと予定とは違うけど、
この爆弾で吹き飛ばしてあげましょ！"	Marie	This isn't exactly what we had planned, but it's time to let those bombs fly!	玛莉	"虽然和计划有点出入，
不过就用这个炸弹把你炸飞吧！"	瑪莉	"雖然和原本的計畫有些不同，
但我們就用這個炸彈把牠給轟飛吧！"
Rorona	ロロナ	はい！　やっちゃいましょう！	Rorona	Yeah! Let's blow it away!	萝乐娜	嗯！我们上吧！	蘿樂娜	好的！就這麼做！
