romanized	name_jp	text_jp	name_en	text_en	name_zh-CN	text_zh-CN	name_zh-TW	text_zh-TW
Judie	ユーディー	"きゃーーっ！！
え、ここどこ！？　もしやトラベルゲートの暴走？"	Judie	Ahhh! How did I get here?! Was it the Travel Gate?	优蒂	"哇啊——！！
咦，这里是哪里？！旅行门不会失控了吧？"	優蒂	"哇啊！！咦、這是哪裡！？
難道旅行門失控了！？"
Judie	ユーディー	やっぱり、接着剤は無理があったみたい――	Judie	Guess that glue didn't have quite the effect I'd hoped—	优蒂	用粘着剂果然有点勉强啊——	優蒂	看來光靠黏著劑果然不太行啊──
Judie	ユーディー	ひぃっ、さ、寒い！　また変なとこに飛んじゃった！	Judie	Eek, it's f-f-freezing! Where in the world am I now?!	优蒂	噫，好、好冷！又被传送到奇怪的地方了！	優蒂	咿、好、好冷！又轉移到奇怪的地方來了！
Judie	ユーディー	ど、どっか違うとこに行ってーー！　うわぁっ！？	Judie	P-P-Please, gate! Take me s-s-somewhere else—whoa!	优蒂	赶、赶快换个地方——！哇啊？！	優蒂	快、快到別的地方去吧──！嗚哇！？
Judie	ユーディー	今度は暑い！　もーー、そうじゃないわよ！	Judie	No, no, no! Now it's WAY too hot!	优蒂	这次又好热！真是的，不该这样啊！	優蒂	這次變得好熱！真是的──不是這樣啦！
Judie	ユーディー	どうせなら暑くも寒くもない所に――あぁっ！！	Judie	Come on, can't you warp me somewhere more comfort—ahhh!	优蒂	就不能去个不冷也不热的地方吗——啊！！	優蒂	要去就去個不冷也不熱的地方──啊啊！！
Judie	ユーディー	次はどこなの！？	Judie	What now?!	优蒂	这次又是哪里？！	優蒂	這次又是哪裡！？
Judie	ユーディー	"ええええっ！？　なんでこんなに魔物がいるの！？
いったいなんなのよ、ここは！"	Judie	Give me a break! What is this place?! And why are there so many monsters?!	优蒂	"什么？！怎么这么多魔物？！
这里到底是什么地方啊！"	優蒂	"咦咦咦咦！？怎麼有這麼多魔物！？
這裡到底是什麼地方！"
Judie	ユーディー	"あっ、ごめんなさい。
お願いだから、そのまま寝ていてね"	Judie	Ah, ahem. I'm very sorry... Could you do me a favor and go back to sleep?	优蒂	"啊，不好意思。
拜托了，不要醒过来哦。"	優蒂	"啊，抱歉。
繼續乖乖睡覺吧，拜託你們了。"
Judie	ユーディー	ふぅ、危なかったー	Judie	Phew, that was a close one...	优蒂	呼，好险啊——	優蒂	呼，好危險──
Judie	ユーディー	"とにかくここは魔物を刺激しないように、
そーーっと、そっと、逃げなきゃ……あっ！"	Judie	I've got to be really careful not to make any noise. Shhh, nice and quiet... It's time to get out of here—ah!	优蒂	"总之小心不要惊动魔物，
悄悄地、悄悄地逃走……啊！"	優蒂	"總之，得小心別刺激到這裡的魔物，
輕輕地──悄悄地、逃走……啊！"
Judie	ユーディー	ちょっと……ねぇ、その……あやややややや……	Judie	Hey, um... Maybe we can, uh, work this out? Oh no oh no oh no...	优蒂	等等……那个……哇啊啊啊啊啊啊……	優蒂	等等……欸，那個……啊哇哇哇哇哇……
Judie	ユーディー	"わーーっ！　もう、いやーーっ！
お願いだから、来ないでってばーー！！"	Judie	Ahhh! I can't take this anymore! I'm begging you, just stay away from meee!	优蒂	"哇！我受够了！
求你了，不要过来！！"	優蒂	"哇──！我、受夠了──
求你們了、別過來啊──！！"
