romanized	name_jp	text_jp	name_en	text_en	name_zh-CN	text_zh-CN	name_zh-TW	text_zh-TW
Judie	ユーディー	よし！　今度こそ威力もばっちりだと思うわ！	Judie	I knew I had a good feeling about this one! It's perfect!	优蒂	好！这次的威力一定正正好好！	優蒂	好了！這次的威力應該剛剛好了！
Ryza	ライザ	うん。弱すぎず強すぎず、にできたと思う！	Ryza	Yeah. This time our balance was spot-on. Not too weak, but not too strong!	莱莎	嗯，不大不小，刚刚好！	萊莎	嗯。不會太強也不會太弱，感覺很剛好！
Heidi	ハイディ	閃光弾の調整も終わったところで、乗り込みますか！	Heidi	Then we have ourselves a secret weapon. Let's hit the road!	海蒂	既然闪光弹也调整好了，我们出发吧！	海蒂	閃光彈也調整完畢了，我們開始潛入行動吧！
Heidi	ハイディ	"で、思ったんだけどさ。ユーディットは一度
目的地に行ったわけだから、飴で行けば早くない？"	Heidi	Wait a minute, I just realized something. Since Judith has been to the breeding grounds before, wouldn't it be way faster to use a candy to get there?	海蒂	"不过话又说回来，优蒂托既然去过一次，
那我们直接用糖不是更快吗？"	海蒂	"話說，我忽然想到。既然優蒂曾經去過目的地，
那不如用糖果過去比較快吧？"
Judie	ユーディー	それなんだけど多分、無理だと思うわよ	Judie	I don't know, I don't think that's such a good idea.	优蒂	那个恐怕行不通呢。	優蒂	是這樣沒錯，但我想應該沒辦法做到。
Ryza	ライザ	えっ、なんで？	Ryza	Huh? Why not?	莱莎	咦，为什么？	萊莎	咦，為什麼？
Judie	ユーディー	"なにせ、あちこちビュンビュン飛ばされてた最中で、
一瞬のことだったし、魔物もいっぱいいたしね……"	Judie	Think about it. Do you really want to fling yourself right into the middle of a horde of monsters?	优蒂	"毕竟当时被传送来传送去的，
我只在那里停留了片刻，周围还有一堆魔物……"	優蒂	"畢竟，我那時候被到處轉移來轉移去，
每個地方都只有一瞬間的印象，又加上還有一堆魔物……"
Ryza	ライザ	"そっかぁ。トラベルゲートが暴走してたんじゃ、
正確な飛び先は定められないかぁ……"	Ryza	I guess you have a point. You had no idea where you were since the Travel Gate was busted when it transported you there.	莱莎	"这样啊，旅行门失控了的话，
根本不知道究竟被传送到了哪里……"	萊莎	"這樣啊。旅行門失控的關係，
沒辦法確定正確的轉移地點啊……"
Heidi	ハイディ	"まぁ……偵察に行くのに手間を惜しんでても
仕方ないか！"	Heidi	Oh well. I guess we can't cut too many corners. This is a scouting mission, after all!	海蒂	"算了……反正要去侦察，
只能费点功夫了！"	海蒂	算了……要去偵察就不能怕麻煩了！
Heidi	ハイディ	"それにさ、その近くまでなら飴で飛べるんじゃない？
大原野なら私たちが前に行ってるしね"	Heidi	Then what if we just used the candy to go to the wilderness instead? We've been there before, so that would at least get us a little closer.	海蒂	"不过，用糖应该能传送到那附近吧？
大原野的话我们之前也去过。"	海蒂	"況且，還是可以用糖果轉移到那附近，對吧？
反正我們之前去過大原野了。"
Judie	ユーディー	なるほどね！	Judie	Good thinking!	优蒂	对哦！	優蒂	說的有道理耶！
Ryza	ライザ	それじゃあ早速！	Ryza	What are we waiting for? Let's go!	莱莎	那就事不宜迟！	萊莎	那就快出發吧！
Judie	ユーディー	"うん。周りはこんな感じの景色だったわ！
やっぱりこの近くのどこかにあるのよ"	Judie	Okay, this looks about right! The monster breeding grounds must be around here somewhere.	优蒂	"嗯，当时差不多就是周围这种环境！
肯定就在这附近。"	優蒂	"嗯，周圍確實是這樣的景色沒錯！
果然就在這附近的某個地方。"
Ryza	ライザ	よし。ここから怪しい場所を探っていこう！	Ryza	Let's start looking for anything that seems out of place!	莱莎	好，开始搜索可疑的地方吧！	萊莎	好，現在來找尋可疑的地點吧！
Heidi	ハイディ	あったよ！　こっち！　私についてきて！	Heidi	Hey, you two! Over here! It's this way!	海蒂	找到了！这边！跟我来！	海蒂	找到了！是這裡！跟我過來！
Ryza	ライザ	"さっすがハイディさん！
こんなに手際よく目星が付けられるなんて！"	Ryza	You're a pro, Heidi! I can't believe you found it already.	莱莎	"真不愧是海蒂小姐！
这么快就找到了！"	萊莎	"不愧是海蒂小姐！
這麼快就找到方向了！"
Heidi	ハイディ	"へへ。斥候は得意だからね。
でもまぁ、ユーディットの目で確認してもらわないと"	Heidi	Hehe. Like I said, scouting is my specialty. But I still need Judith to confirm that this is the place she saw.	海蒂	"嘿嘿，我很擅长侦察嘛。
不过，得让优蒂托来确认一下。"	海蒂	"嘿嘿，我很擅長偵察嘛。
不過，還是得讓優蒂親眼確認一下才行。"
Heidi	ハイディ	"待った！　そこに罠が仕掛けられてる。
回避して進もう"	Heidi	Hold it! There's a trap over there! We'll have to go around.	海蒂	"等等！那边设有陷阱，
绕开前进吧。"	海蒂	"慢著！那邊有設陷阱。
我們繞開它前進吧。"
Judie	ユーディー	わ、罠ぁ！？	Judie	A trap?!	优蒂	陷、陷阱？！	優蒂	陷、陷阱！？
Heidi	ハイディ	こっちも。私の後ろにぴったりついてきてね	Heidi	There's another one over here, too. Follow right behind me.	海蒂	这边也有。要紧紧跟在我身后哦。	海蒂	這邊也有，妳們要緊緊地跟在我的後面喔。
Ryza	ライザ	さすが、慣れてる……助かるよ	Ryza	You really know your stuff. Good thing we have you here with us.	莱莎	好厉害，你真熟练啊……真是太好了。	萊莎	不愧熟門熟路的……幫大忙了。
Heidi	ハイディ	くっつきすぎだって、歩きにくーい！	Heidi	Ugh, I know I told you two to stay behind me, but I can hardly walk with you this close!	海蒂	你们贴太近了，这样很难行动啊！	海蒂	妳們黏得太緊了啦，這樣很難走路！
Heidi	ハイディ	"しっかし相当な数が仕掛けられてる。
こりゃ、当たりかもね……"	Heidi	All of these traps can only mean that someone definitely doesn't want us to get in. I think we found the right place.	海蒂	"不过陷阱还真多。
我们可能找对地方了……"	海蒂	"不過，陷阱的數量還真多。
看來我大概猜對了……"
Judie	ユーディー	そうね。慎重に行きましょ！	Judie	Right. Let's be extra careful from here on out!	优蒂	是啊。小心前进吧！	優蒂	是啊，我們小心前進吧！
