romanized	name_jp	text_jp	name_en	text_en	name_zh-CN	text_zh-CN	name_zh-TW	text_zh-TW
Resna	レスナ	ここに、あの素材が……						
Criselda	クリセルダ	ホーフナ州の大穴。底の見えない未開の遺跡、か						
Izana	イザナ	"そういえば、ヴァレリアたちが言ってた。
前にここでワルターたちとかち合ったって"						
Antje	アンチュ	ええ。あの時のことも、忘れないわ						
Izana	イザナ	ちょうど、アタシたちが依頼で来てた時だね						
Johanna	ヨハナ	"それって、私とレスナが穴に落ちた時のことか。
なんだか懐かしくもあるわね"						
Izana	イザナ	にしても、何度見ても迫力ある穴だよ						
Criselda	クリセルダ	"この大穴は、遥か昔に災厄から逃れるために
造られたといわれているわ"						
Juna	ユナ	災厄とは、なんだ？						
Criselda	クリセルダ	"赤のほうき星……ともいわれているわね。
確かなことは不明だけど"						
Resna	レスナ	"赤のほうき星……ヴァレリアと
何か関係があるんでしょうか"						
Criselda	クリセルダ	"さあ。ただ、この場所と彼ら……アウグストたちが
関係しているのは確かでしょうね"						
Criselda	クリセルダ	"この場所も彼らが造ったのだとしたら、ヴァレリアの
核と同じ素材が見つかることにも納得がいく"						
Criselda	クリセルダ	"その件は頭に置いといて……
今はまず、ヴァレリアのことが優先ね"						
Resna	レスナ	"はい！　早速、大穴に潜って調べてきます！
一度は行った場所ですので円滑に進むかと！！"						
Johanna	ヨハナ	"魔物が邪魔はしてくるでしょうけど、
そこは任せなさい！"						
