romanized	name_jp	text_jp	name_en	text_en	name_zh-CN	text_zh-CN	name_zh-TW	text_zh-TW
Sterk	ステルク	これが「熱生成の結晶」か	Sterk	So this is a thermal crystal?	史特尔克	这就是“生热结晶”啊。	史特爾克	這就是「生熱結晶」啊。
Rorona	ロロナ	"はい、これがあれば
お母さんの具合も良くなるはずです"	Rorona	That's right. This might be the key to helping the spirit's mother feel better.	萝乐娜	"是的，只要有这个，
那位精灵妈妈应该就能恢复健康。"	蘿樂娜	"是的，只要有了這個，
雪精靈媽媽的病情應該就會好轉了。"
Sterk	ステルク	"しかし……精霊とはいえ、あれは魔物の一種だ。
魔物に手を貸すのはどうかと思うが……"	Sterk	But you know, spirits are a kind of monster. I'm not exactly sure we should be helping them.	史特尔克	"不过……说是精灵，但那也是一种魔物。
帮助魔物我可不是很敢苟同……"	史特爾克	"不過……雖說是精靈，但那也是魔物的一種。
對魔物伸出援手實在不太好……"
Totori	トトリ	"ステルクさんの言うことも分かりますが……
魔物かどうかだけで判断するのは良くないと思います"	Totori	I understand what you're saying, but I don't think it's right to lump all monsters together in one group and judge them like that.	托托莉	"我懂史特尔克先生的意思……
但我觉得不应只凭是不是魔物来下判断。"	托托莉	"我明白史特爾克先生的意思……
但只憑對方是否為魔物來做判斷是不對的。"
Totori	トトリ	"お母さんを助けたいという想いは、
魔物もわたしたちも同じではないでしょうか？"	Totori	That little spirit just wants to save her mother. Doesn't that quality make humans and monsters the same?	托托莉	"魔物想拯救自己妈妈的心情，
和我们不也一样吗？"	托托莉	"想幫助媽媽的這份心意，
魔物跟我們並無差別吧？"
Sterk	ステルク	…………	Sterk	...	史特尔克	……	史特爾克	…………
Meruru	メルル	とにかく行きましょう……うわっ、とと！！	Meruru	Anyway, we'd better get going... Whoa, whoops!	梅露露	总之我们走吧……哇，哎哟！！	梅露露	總之我們快出發吧……哇、哎喲！！
Rorona	ロロナ	メルルちゃん、大丈夫？	Rorona	Meruru, are you hurt?	萝乐娜	梅露露，你没事吧？	蘿樂娜	梅露露，妳沒事吧？
Meruru	メルル	"は、はい、大丈夫です。
なんだかこの前より、歩きにくくて……"	Meruru	N-No. I'm all right. But it feels a bit harder to walk than it was before.	梅露露	"嗯，我没事。
这里的路是不是比之前更难走了……"	梅露露	"沒、沒事，我很好。
總覺得比之前更難走了……"
Sterk	ステルク	"確かに以前よりも積雪量が増えてる気がするな。
それに……"	Sterk	Now that you mention it, the snow looks much deeper than it was earlier. And that's not all...	史特尔克	积雪的确比之前更深了。而且……	史特爾克	"感覺積雪深度確實比之前更厚了。
而且……"
Sterk	ステルク	"気温も下がってきている。
このままだと本格的に吹雪きそうだな"	Sterk	The temperature is dropping, too. It's like we're walking into a huge snowstorm.	史特尔克	"气温也变得更低了。
再这么下去可能会刮起暴风雪。"	史特爾克	"氣溫也在逐漸下降。
再這樣下去，好像真的會發生暴風雪。"
Meruru	メルル	"これって、精霊のお母さんの
具合が悪くなったことと関係あるんでしょうか？"	Meruru	I wonder if the weather and the spirit's sickness are connected somehow.	梅露露	这和那位精灵妈妈的健康情况有什么关系吗？	梅露露	"這個情況和精靈媽媽的病情惡化
有關嗎？"
Rorona	ロロナ	"どうだろう。詳しいことは分からないけど
急いだほうがよさそうだね"	Rorona	We can't know for sure, but I do know one thing—we'd better hurry.	萝乐娜	"不知道，现在还不清楚具体情况，
不过我觉得我们最好加快脚步。"	蘿樂娜	"不曉得。雖然不清楚詳細狀況，
但我們趕緊過去似乎比較好。"
