romanized	name_jp	text_jp	name_en	text_en	name_zh-CN	text_zh-CN	name_zh-TW	text_zh-TW
Logy	ロジー	"（ここ最近調査に出てばかりだったし、
　今日はゆっくり休むとしよう。
　ワルター監視の依頼もないみたいだ）"						
Logy	ロジー	（……と、思っていたのだが）						
Walther	ワルター	ふむ……						
Logy	ロジー	"（なぜかワルターがいて、俺のことを
　ずっと見てくる）"						
	選択肢	なんでついてくるんだ						
Logy	ロジー	おい。なんでついてくるんだ						
Walther	ワルター	"なぜって……私はあなたの監視対象
ですから、あなたの視界に入っているのは
当然でしょう"						
Logy	ロジー	"その自覚は大変素晴らしいが、
それじゃあ俺が動かないとワルターも
動けないだろ"						
Walther	ワルター	"ええ。ですから、移動する際は
あなたの許可をとるつもりでしたよ"						
Logy	ロジー	（とても面倒だと思う）						
	選択肢	何をしているんだ						
Logy	ロジー	何をしているんだ？						
Walther	ワルター	"私はあなたの監視対象ですから、
それらしく振舞ってみようと思いまして"						
Walther	ワルター	"私は観察することばかりで、
される側になることはないですから、
なかなか新鮮な体験でとても面白いです"						
Logy	ロジー	"（初めての体験であれば、
　なんでもかんでも面白いと言いそうだな、
　ワルターは）"						
	選択肢	ちょっと近すぎないか						
Logy	ロジー	"何をしているのか分からないが、
ちょっと近すぎやしないか"						
Walther	ワルター	"これは、失礼いたしました。
ですが遠慮なさらず。どうぞ、
隅から隅まで、私のことを監視いただければ"						
Logy	ロジー	"監視であって観察じゃないんだ。
こんなに近い必要はないだろ……"						
Walther	ワルター	"一挙手一投足を見ておく必要があるのでは
ないですか？　それであれば、
見逃さないよう近いほうがいいでしょう"						
Logy	ロジー	"（信じられないことだが、
　これはワルターなりの気遣い…なのか？）"						
Logy	ロジー	"俺は今日、休みなんだ。
だからお前も俺についている必要はないぞ"						
Logy	ロジー	"今日は別の騎士が少し離れた所から
お前を監視するらしい"						
Walther	ワルター	"そうなのですか。それは失礼しました。
私のことは気にせず、存分にお休みください"						
Logy	ロジー	"（ふう……引き下がってくれて助かった。
　貴重な休日がなくなるところだった）"						
Logy	ロジー	"（さて、それじゃあ何をしよう。
　たまっていた本を読むのもいいな）"						
Logy	ロジー	"（そういえば、エスカはどこにいるんだ？
　暇をしているのなら、
　一緒に出かけるのも……）"						
Walther	ワルター	…………						
Logy	ロジー	…………						
	選択肢	なんでついてくるんだ						
Logy	ロジー	なんでついてくるんだ！						
Walther	ワルター	"知りたいのです。
異邦人の錬金術士がどのような休日を
過ごすのかを！"						
Logy	ロジー	"……もしかして、普段監視していることに
対する当てつけか？"						
Walther	ワルター	"…………？　何を言っているのです？
私はただただあなたに興味があるだけです"						
	選択肢	何をしているんだ						
Logy	ロジー	……何をしているんだ？						
Walther	ワルター	"ロジー殿を観察しているのです。
異邦人の私生活、非常に興味深い！"						
Logy	ロジー	そんなことをしていいと思っているのか？						
Walther	ワルター	"観察してはいけないとは
言われてませんからね"						
Logy	ロジー	（詭弁だ！）						
	選択肢	……小遣いやるから、どこか行ってこい						
Logy	ロジー	"……小遣いをやる。
これでどこかへ行ってくれ"						
Walther	ワルター	"……ロジー殿は、クリセルダのようなことを
しますね。彼女と同じく、金銭にあまり
頓着がない私を気遣ってのことでしょうが"						
Logy	ロジー	冗談だ。それとついてこなくていい						
Walther	ワルター	"いえ。私はロジー殿と一緒にいたい。
あなたに興味がある"						
Logy	ロジー	"（なんということだ。恐ろしいことに、
　本当にただただ俺に
　興味があるだけらしい）"						
Logy	ロジー	"（ここで満足させておかないと、
　今後ずっと付きまとわれる
　かもしれないな）"						
Logy	ロジー	はあ……分かった。好きにしろ						
Walther	ワルター	"ありがとうございます。
では、お言葉に甘えて、隅から隅まで
見させていただきますとも"						
Logy	ロジー	"（……出かけるのは止めて、
　カフェに食事でも行くか）"						
Walther	ワルター	"……ああ、私のことは気にせず
お好きなものを食べてください"						
Logy	ロジー	（そして、当然のように相席で座ると）						
Walther	ワルター	何を注文されるのですか？						
	選択肢	がっつりお肉系のメニュー						
Logy	ロジー	この肉料理を注文しようと思っている						
Walther	ワルター	"ふむふむ。
肉料理が好きなのでしょうか？"						
Logy	ロジー	"まあ、なぜか疲労感があるしな。
体力をつけておこうと思って"						
Walther	ワルター	"ただこれだと栄養の偏りがあります。
普段は野菜もとっていますか？"						
Logy	ロジー	"ああ。一応そのあたりは気を付けている
つもりだが……"						
Walther	ワルター	"複数の品が出ている場合、食べる順番でも
栄養の吸収のされ方が異なるといいます。
私の研究によると……"						
Logy	ロジー	"（俺より不健康そうな奴に、
　めちゃくちゃ健康について語られた）"						
	選択肢	海の魚系のメニュー						
Logy	ロジー	この魚料理を注文しようと思っている						
Walther	ワルター	"海の魚ですか。
これは栄養豊富でとてもいい食材です。
普段から食べられるのですか？"						
Logy	ロジー	"俺の世界に海はなかったからな。
つい珍しくて頼んでしまうんだ"						
