romanized	name_jp	text_jp	name_en	text_en	name_zh-CN	text_zh-CN	name_zh-TW	text_zh-TW
	行商人	それじゃ、確かにお預かりしました						
Lara	ララ	ええ、お願いしますわ。どうか、広い世界へ						
Izana	イザナ	本、出発したね						
Lara	ララ	……ええ						
Izana	イザナ	ララの想いが、欲しい人に届くといいね						
Lara	ララ	そう願っていますわ						
Izana	イザナ	"……だけど、前の本と違って、
あんまり分厚くなかったよね？"						
Izana	イザナ	もっと書きたいことあったんじゃない？						
Lara	ララ	いえ。あれでいいのです						
Lara	ララ	あまり分厚くても敬遠されてしまいますもの						
Lara	ララ	"どうしても伝えたいことだけを、簡潔に。
そのほうが大切だと判断したのです"						
Izana	イザナ	"そっか……
ね、何を書いたか聞いてもいい？"						
Lara	ララ	……重要なことは、２つだけ						
Lara	ララ	"皆の技術は生活を豊かにする
尊い価値のあるものだということ"						
Lara	ララ	"そして、ララ・キングダムには、
現状に満足せず渇きを覚える人々を
迎える準備があること"						
Lara	ララ	ですから気負わずに、声を上げてほしいと						
Izana	イザナ	それ、すっごく分かりやすいね！						
Izana	イザナ	"きっと、共感する人たちが見つかるよ。
いつかのレスナちゃんみたいに！"						
Lara	ララ	"ええ、そう願いますわ。はい、こちら
１冊、あなたに贈ります"						
Izana	イザナ	"！　ありがとう
ゆっくり読んでみるよ"						
Lara	ララ	"かつて、自身の渇きを
癒すためでしかなかった行為が……"						
Lara	ララ	今は、誰かを救うかもしれないなんて						
Lara	ララ	"そう気付けたのは、
レスナとあなたのおかげですわ"						
Izana	イザナ	レスナちゃんはともかく、アタシは別に……						
Lara	ララ	では、あなたのご家族にも感謝を						
Izana	イザナ	そう言われたら……受け取っておこうかな						
Izana	イザナ	えへへ。どういたしまして！						
Lara	ララ	ありがとう、イザナ						
Izana	イザナ	"あ、耳に触れていいのはレスナちゃん
だけだからね！"						
Lara	ララ	大丈夫ですわ。髪を撫でるだけですもの						
Izana	イザナ	うーん、まあ、それなら？						
Izana	イザナ	（い、意外と上手い……！？）						
Izana	イザナ	はぁああ～～～						
Lara	ララ	ふふ。お気に召して？						
Izana	イザナ	そ、そ、そんなこと……！						
Izana	イザナ	ふわぁああ～～～						
Izana	イザナ	おぉ、これが王のいたわり……						
Lara	ララ	さあ、身を任せて……						
Izana	イザナ	ふにゃあぁあ～……						
Izana	イザナ	もう、もてあそばないでよね！						
Lara	ララ	"とはいえ、あなたもまんざらでは
なかったのでは？"						
Izana	イザナ	"そ、そんなことないもん！
次はそう簡単に撫でさせないよ"						
Lara	ララ	あら。次がある、と？						
Izana	イザナ	"な、ないってば！
まったく……油断も隙もないんだから"						
Lara	ララ	"ですが、いつかまた
協力を仰ぐこともあるでしょう"						
Lara	ララ	"あなたの知識や、経験を頼りに。
そのときは……"						
Izana	イザナ	いいよ。手伝ってあげる						
Izana	イザナ	"ララの頑張りを見たら、
応援したくなっちゃったし"						
Lara	ララ	……嬉しいことを仰いますのね						
Lara	ララ	"あなたを騎士に迎えられなかったことは
今でも残念に思っていますわ"						
Lara	ララ	ですが、それよりも……						
Lara	ララ	"キングダムの理解者となって
くださったことが、何よりも嬉しいのです"						
Lara	ララ	"ありがとう、イザナ。
これからも頼りにしていましてよ"						
Izana	イザナ	"（アタシはレスナちゃんの騎士だ。
　その決意は揺らがないけど……）"						
Izana	イザナ	"（ちょっと惜しかったかもって思うくらい
　キングダムが豊かになったら素敵だな）"						
Izana	イザナ	"（でも、今のララを見ていると、
　その日は遠くないって気がするよ！）"						
