romanized	name_jp	text_jp	name_en	text_en	name_zh-CN	text_zh-CN	name_zh-TW	text_zh-TW
Antje	アンチュ	"（ふう、この本も面白かった……。
　物語は、私を裏切らない）"						
Valeria	ヴァレリア	なに読んでるの？						
Antje	アンチュ	……近い。のぞき込んで来ないで						
Valeria	ヴァレリア	いいじゃない。教えてくれても						
Antje	アンチュ	本のことを好きになりたいから？						
Valeria	ヴァレリア	"もちろん。だから色々教えてもらえると
助かるわ"						
Antje	アンチュ	"（私は貴方のことが好きになれないって
　言ってるのに、本のためだけにこんなに
　話しかけてくるなんて……）"						
Antje	アンチュ	"（それとも、それだけの理由じゃない？
　そうなると……）"						
Antje	アンチュ	ねえ、貴方もしかして……						
	選択肢	私に意地悪してるの？						
Antje	アンチュ	私に意地悪してるの？						
Valeria	ヴァレリア	"そんなことしてない。
どうしてそう思うの？"						
Antje	アンチュ	"私の意地悪のやり返しかと思ったの。
貴方が好きになれないって言ってるのに、
やたらと話しかけてくるから"						
Valeria	ヴァレリア	嫌？						
Antje	アンチュ	"別に。でも、理由が分からなくて
モヤモヤするわ"						
	選択肢	私のことが好きなの？						
Antje	アンチュ	私のことが好きなの？						
Valeria	ヴァレリア	え！？　どうしてそう思うの？						
Antje	アンチュ	"貴方が好きになれないって言ってるのに、
やたらと話しかけてくるから"						
Antje	アンチュ	"私のことが好きということじゃないと、
説明がつかない"						
Valeria	ヴァレリア	"そういうつもりじゃなかったけど……
でも将来的にはそういうことに
なるのかもしれない"						
	選択肢	私のことも好きになろうとしてるの？						
Antje	アンチュ	"もしかして、私のことも好きに
なろうとしてるの？"						
Valeria	ヴァレリア	"そうね。あんたは私のことを好きに
なれないって言ってたけど、
私はあんたのことも好きになりたいから"						
Antje	アンチュ	"どうして……？
そこまでして貴方になんの得があるの"						
Antje	アンチュ	"貴方が私を好きになっても、
私は貴方を好きになるとも限らないのに"						
Valeria	ヴァレリア	"それは……分からないけど。
でも、そのほうがいいと思ったの"						
Antje	アンチュ	"もしかして貴方、
何かを恐れてるんじゃない？"						
Valeria	ヴァレリア	恐れてる？						
Antje	アンチュ	"だからわけ分からないこと言ってるのよ。
恐怖を打ち消したくて、
何かをしたくなる"						
Antje	アンチュ	"（もし、何かを恐れてるんだとしたら
　それはきっと……）"						
	選択肢	また操られてしまうこと						
Antje	アンチュ	"きっと貴方は、また操られてしまうことを
恐れているのね"						
Valeria	ヴァレリア	"…………！
そうかもしれないわ"						
Valeria	ヴァレリア	"もしまた操られたとしても、
それは本当の私じゃないんだって……"						
Valeria	ヴァレリア	"本当の私はこうなんだって、
覚えておいてほしいのかも"						
Antje	アンチュ	"私のことを好きになろうとしているのは、
きっとその裏返しね"						
Antje	アンチュ	"好きになることで、好きになって
もらおうと思ったんでしょ"						
Valeria	ヴァレリア	"……ありがとう。自分が何をしたいのかが
分かった気がするわ"						
	選択肢	自分がホムンクルスであること						
Antje	アンチュ	"きっと貴方は、自分がホムンクルスである
ことが心配なのね"						
Valeria	ヴァレリア	"うーん……確かにショックはあったけれど、
心配は特にしてないわ。
普通の人と変わらずにいられるし"						
Valeria	ヴァレリア	むしろ頑丈に創ってくれて感謝してるし						
Antje	アンチュ	……そう。変なの						
	選択肢	人から嫌われること						
Antje	アンチュ	"きっと貴方は、人から嫌われることを
恐れているのね"						
Antje	アンチュ	だから好かれようと頑張ってる						
Valeria	ヴァレリア	"……うーん。そうなのかしら。
その面もあるかもしれないけれど"						
Valeria	ヴァレリア	"アンチュに好きになれないと言われても、
辛くはならないし"						
Antje	アンチュ	（……見当違いだったみたい）						
Antje	アンチュ	"……なんとなく貴方のことが
分かったわ"						
Antje	アンチュ	"（こいつに悩みなんてないんじゃないかって
　ずっと思ってた）"						
Antje	アンチュ	"（お気楽に生きて、私の周りを乱す
　気に食わない奴だと思ってた）"						
Antje	アンチュ	"（けど一丁前に悩みがある。
　私と同じ一人の人間だ）"						
Antje	アンチュ	"（だからこいつのこと、少しは好きに
　なれるかもしれない）"						
Antje	アンチュ	（でも………）						
Antje	アンチュ	"ヴァレリア。色々貴方には言ってしまった
けど、改めて伝えるわ"						
	選択肢	無理しなくていい						
Antje	アンチュ	"無理に私を好きになる必要はないわ。
私は貴方が嫌い。
それでもいいんじゃない？"						
Valeria	ヴァレリア	どういうこと？						
Antje	アンチュ	"だって、それも貴方を強く想う
一つの形だと思うから"						
Valeria	ヴァレリア	"無理に好きになってもらうよりも、
そのほうが健全ってことかしら……"						
	選択肢	貴方はこれまで通りでいい						
Antje	アンチュ	私と接するときはこれまで通りでいいわ						
Valeria	ヴァレリア	本当？　嫌じゃない？						
Antje	アンチュ	ちょっとウザいけど、別にいい						
Antje	アンチュ	"だってそれが、貴方の弱さの証でもあるって
思えたから"						
Valeria	ヴァレリア	へ？　それって見たいものなの？						
Antje	アンチュ	"いいの。それを見せてくれるくらい、
信じてくれてるってことなんでしょ"						
	選択肢	もっと特訓が必要						
Antje	アンチュ	"結局のところ、貴方自身が
乗り越えなくてはいけない恐れよ"						
Antje	アンチュ	"心と身体を特訓すれば、
その恐れもなくなるんじゃない？"						
Valeria	ヴァレリア	"そうね。それができると良さそうでは
あるけど……"						
Antje	アンチュ	"結局信じられるのは自分だけ。
他の人に期待するのは筋違いよ"						
Valeria	ヴァレリア	……アンチュらしい答えね						
Valeria	ヴァレリア	"ありがとうアンチュ。
おかげで大切なことに気付けたわ"						
Valeria	ヴァレリア	でも、どうして受け入れてくれたの？						
Antje	アンチュ	"気付いたの。偏見で私を見る人間を
忌み嫌っておきながら……"						
Antje	アンチュ	"私もあいつらと同じことを
していたんだっていうことに"						
Antje	アンチュ	貴方はそんなこと少しもしなかったのにね						
Antje	アンチュ	"だから……これからも、今まで通り
よろしく……ということで"						
Valeria	ヴァレリア	うん、分かった						
