romanized	name_jp	text_jp	name_en	text_en	name_zh-CN	text_zh-CN	name_zh-TW	text_zh-TW
Heidi	ハイディ	"私身軽だから、ちょっと中見てくるよ。
ヤバかったらすぐ逃げてくるから、
援護してね"	Heidi	I'm packed lighter, so I'll take a look inside. If things get dangerous, I'll get out of there right away. Back me up, okay?	海蒂	"我身手灵活，先进去探查看看。
如果有危险我会马上逃出来，
到时候要掩护我哦。"	海蒂	"我衣裝比較輕便，先去探探路。
如果有危險會馬上逃出來，
到時就拜託妳掩護了。"
Juna	ユナ	ああ。気を付けろ	Juna	Understood. Be careful.	尤娜	好，千万小心。	尤娜	嗯，小心一點。
Juna	ユナ	"（分かれ道にあった記号、地図の暗号、
　魔物一匹いない空間……ここは一体）"	Juna	(The symbols at the fork of the road, the code on the map, this area without a single monster in sight... What is this place?)	尤娜	"（分叉路上的记号、地图上的暗号、
　不见魔物踪影的洞窟……这究竟是……）"	尤娜	"（岔路上的記號、地圖的暗號，
　以及沒有半隻魔物的空間……這裡到底是……？）"
Heidi	ハイディ	"ユナさん、すごいものあったよ！
こっちこっち！"	Heidi	Juna, this is incredible! Quick, come over here!	海蒂	"尤娜小姐，我发现了不得了的东西！
快来快来！"	海蒂	"尤娜小姐，我發現一個很酷的東西！
這邊這邊！"
Juna	ユナ	"何だここは。ぬいぐるみや、
おもちゃがたくさん……
壁には、竜の落書きか……？"	Juna	What is this place? Stuffed animals, toys, and drawings of...dragons on the wall?	尤娜	"这是什么情况。好多娃娃和玩具……
墙壁上的是，龙的涂鸦……？"	尤娜	"這裡是怎麼回事？好多娃娃和玩具……
牆壁上那是龍的塗鴉嗎……？"
Heidi	ハイディ	"ここはきっと、いつかの子どもたちの
秘密基地だったんじゃないかな。
地図も、子供たちの秘密の暗号だったんだ"	Heidi	I bet this was some kids' secret hideout from a long time ago. That was probably their secret code written on the map, too.	海蒂	"我想这里以前应该是孩子们的秘密基地吧。
地图也是用孩子们的秘密暗号做成的。"	海蒂	"這裡以前一定曾經是孩子們的秘密基地吧。
地圖上的塗鴉也是他們的秘密暗號。"
Heidi	ハイディ	"傷み具合を見た感じ、
長い時間放置されていたようだけれど……"	Heidi	Based on the wear of these toys, I'd say no one's been here for a pretty long time.	海蒂	"看这些东西的样子，
应该是很久没人来过了……"	海蒂	"看這磨損的程度，
應該已經放置了很長一段時間……"
Heidi	ハイディ	"魔物もいないし、
入り口も小さくて分かりづらいから、
こうして残ったんだろうね"	Heidi	There aren't any monsters, and the entrance is so small and well-hidden, so I guess this place was left as-is.	海蒂	"大概是因为没有魔物，
加上入口窄小不容易被发现，
才完整地保存了下来。"	海蒂	"因為沒有魔物，入口又小得難以察覺，
才會像這樣保留下來吧。"
Heidi	ハイディ	"竜のすみか、っていうのは
この壁に描いてある絵からつけたのかな？"	Heidi	"The ""Dragon's Den"" must've been referring to these drawings on the wall."	海蒂	"之所以会叫龙的巢穴，
大概是因为墙壁上的画的缘故？"	海蒂	"龍的巢穴這個名字，
是取自牆壁上的圖畫嗎？"
Juna	ユナ	"（ここには竜も宝もないようだが、
　ハイディは嬉しそうだな）"	Juna	(No dragon and no treasure, but Heidi looks happy.)	尤娜	"（虽然这里没有龙也没有宝藏，
　但海蒂看上去很高兴。）"	尤娜	"（雖然這裡沒有龍也沒有寶藏，
　但海蒂好像很高興。）"
