romanized	name_jp	text_jp	name_en	text_en	name_zh-CN	text_zh-CN	name_zh-TW	text_zh-TW
Resna	レスナ	"（今日は大好きな文学作品の新刊発売日！
　書店までもう少し！ るんるん、やー！）"	Resna	(Today's the day my favorite book series gets its newest release! Ooh, I can hardly wait!)	蕾斯娜	"（今天是我最喜欢的文学作品新刊发售日！
　马上就到书店了！开心开心～！）"	蕾斯娜	"（今天是我最喜歡的文學作品的新書發售日！
　就快到書店了！啦啦啦～！）"
Resna	レスナ	（！　あ、あの姿は……）	Resna	(Huh? Is that who I think it is?)	蕾斯娜	（那、那背影是……！）	蕾斯娜	（！那、那個身影是……）
		ララさん		Lara		拉拉小姐		拉拉小姐
Resna	レスナ	ララさん！	Resna	Lara!	蕾斯娜	拉拉小姐！	蕾斯娜	拉拉小姐！
Lara	ララ	あら、レスナ。ごきげんよう	Lara	Well if it isn't Resna. How do you do?	拉拉	啊，蕾斯娜。贵安。	拉拉	哎呀，蕾斯娜。妳好呀。
Resna	レスナ	ごきげんよう、です！	Resna	Uh, h-how do you do too!	蕾斯娜	贵安！	蕾斯娜	妳、妳好！
Lara	ララ	"ふふ。あなたのごきげんようは、
赤子が初めてくしゃみをするような
たどたどしさがあってかわいいですわね"	Lara	Hehe. Listen to you, putting on airs! Somehow it doesn't quite suit you, but you still manage to look cute as a button.	拉拉	"呵呵，你的“贵安”，
就好像婴儿第一次打喷嚏一样稚拙呢。"	拉拉	"呵呵。妳的那句「妳好」
感覺好像小嬰兒第一次打噴嚏一樣
有種生澀感，真可愛呀。"
		ララちゃん		Miss Lara		小拉拉		拉拉
Resna	レスナ	ララちゃん！	Resna	Hi, Miss Lara!	蕾斯娜	小拉拉！	蕾斯娜	拉拉！
Lara	ララ	あら、新鮮な呼ばれ方ですわね	Lara	My, my. It's been quite a while since someone last called me that.	拉拉	哎呀，真是新奇的称呼。	拉拉	哎呀，這稱呼還真新奇呢。
Resna	レスナ	す、すみません！　噛みました！	Resna	Oh, I'm really sorry! It just kind of slipped out...	蕾斯娜	对、对不起！我说错了！	蕾斯娜	抱、抱歉！我叫錯了！
Lara	ララ	ふふ、あなたになら別に構いませんのに	Lara	*Chuckle* You're more than welcome to call me whatever you like, Resna.	拉拉	呵呵呵，你可以这么称呼我哦。	拉拉	呵呵，我不會介意妳這麼叫我的。
Lara	ララ	"ララちゃんと呼ばれたのはいつぶりかしら。
なんだか少しむず痒いですが、
悪い気はしませんわね"	Lara	But now that I'm a queen, hardly anyone refers to me that way... I don't dislike it, mind you. It'll just take some getting used to.	拉拉	"上次有人叫我小拉拉是什么时候的事了呢。
感觉有些不好意思，不过我并不讨厌。"	拉拉	"已經好久沒人叫我拉拉了呢。
總覺得有點肉麻，不過我不討厭喔。"
		ララ様		Queen Lara		拉拉大人		拉拉大人
Resna	レスナ	ララ様！	Resna	Queen Lara!	蕾斯娜	拉拉大人！	蕾斯娜	拉拉大人！
Lara	ララ	"あら？　その呼び方、ララ・キングダムに
移住する気になったのかしら？"	Lara	"""Queen,"" hm? I take it you're ready to join the Kingdom of Lara as one of my loyal subjects, then?"	拉拉	"咦？你这么叫我，
是决定移居到拉拉王国来了吗？"	拉拉	"哎呀，聽妳這種叫法，
莫非妳決定要移居到拉拉王國了？"
Resna	レスナ	"ハッ！
す、すみません！　間違えました！"	Resna	Oops! No, I... I'm so sorry! I didn't mean to give you the wrong impression!	蕾斯娜	"啊！
对、对不起！我说错了！"	蕾斯娜	咦！抱、抱歉！我叫錯了！
Lara	ララ	それは残念。本当に残念ですわ	Lara	That's a shame. I was quite hoping you'd pledge your fealty to me.	拉拉	那可真遗憾。真是太遗憾了。	拉拉	那真可惜，真的太可惜了。
