romanized	name_jp	text_jp	name_en	text_en	name_zh-CN	text_zh-CN	name_zh-TW	text_zh-TW
Izana	イザナ	（今日は体力作り特訓初日！）	Izana	(Today is the first day of Resna's special training regimen!)	伊札娜	（今天是进行增强体力特训的第一天！）	伊札娜	（今天是鍛鍊體力的特訓第一天！）
Izana	イザナ	"（準備運動も終わったし、
　そろそろ始めようかな）"	Izana	(We're all finished warming up, so it's about time for the main event.)	伊札娜	"（热身运动也结束了，
　是时候开始了吧。）"	伊札娜	"（也做好了暖身運動，
　差不多可以開始了吧。）"
Izana	イザナ	よーし、まずこの辺りを軽く走ってみよう	Izana	You ready, Resna? First, let's do some running!	伊札娜	好，先在这附近跑一会儿吧。	伊札娜	好～首先在這附近輕鬆地跑一跑吧。
Resna	レスナ	はいっ！	Resna	Yes, ma'am!	蕾斯娜	好的！	蕾斯娜	好！
	ナレーション	――しばらくして	Narrator	A short while later...	旁白	——一段时间后。	旁白	過了一會兒──
Resna	レスナ	"イザナちゃん、
ちょっと休憩してもいい……？"	Resna	Izana... Would it be okay if I took a little break?	蕾斯娜	"伊札娜，
我能稍微休息一下吗……？"	蕾斯娜	伊札娜，我可以稍微休息一下嗎……？
Izana	イザナ	"（レスナちゃん頑張った！
　本気がビビッと伝わってくるよ……！）"	Izana	(Resna's doing great! I can tell she's really pushing herself!)	伊札娜	"（蕾斯娜很努力了！
　她那股认真的势头已经传达给我了……！）"	伊札娜	"（蕾斯娜很努力了！
　我能真切地感受到她的認真……！）"
Izana	イザナ	"（でも、体力をつけるならもうちょっと
　頑張ってほしい！　
　なんて声を掛けたらいいかな？）"	Izana	(But if she's going to build her endurance, I need her to push herself a bit more. What should I say?)	伊札娜	"（可要是想增强体力，
　我还是想让她更努力一点！
　我要怎么鼓励她呢？）"	伊札娜	"（可是，既然要鍛鍊體力，
　我希望她能再多努力一下！
　要說些什麼來幫她打氣好呢？）"
	選択肢	まだまだいけるよ	Selection	You can do better than that!	选项	你还能继续	選項	妳還撐得下去
Izana	イザナ	"まだまだいける、アタシはそう見たよ。
本当に駄目そうなら、もちろん止めてるけど"	Izana	Come on, Resna, I know you can do better than that! I'd stop you if it was really too much.	伊札娜	"我觉得你还能坚持，
如果真的撑不下去了，我自然会阻止你的。"	伊札娜	"妳還撐得下去，我看得出來喔。
感覺到妳真的撐不下去，當然會阻止妳的。"
Resna	レスナ	け、結構、きついんだけど	Resna	But, I... This might be too hard for me.	蕾斯娜	我、我现在就已经撑不下去了。	蕾斯娜	可、可是，我覺得滿累的。
Izana	イザナ	"ううん、アタシは信じてるもん！
レスナちゃんは壁を越えられるって！"	Izana	It's not. I believe in you. There's no mountain you can't climb!	伊札娜	"不，我相信你！
蕾斯娜一定可以跨过那道坎！"	伊札娜	不，我相信妳！妳能克服障礙的！
Resna	レスナ	私なら、壁を……	Resna	Really...?	蕾斯娜	我……能跨过……	蕾斯娜	我能克服障礙……
Resna	レスナ	"い、イザナちゃんが
そう信じてくれるなら……！"	Resna	Well... If you believe in me, Izana, then I know I can do it!	蕾斯娜	"既、既然伊札娜这么信任我，
那我再坚持一下……！"	蕾斯娜	既、既然伊札娜這麼相信我……！
	選択肢	立派な錬金術士になりたいんだよね？	Selection	Don't you want to become a great alchemist?	选项	你想成为出色的炼金术士吧？	選項	妳想成為出色的鍊金術士吧？
Izana	イザナ	"立派な錬金術士になりたいんでしょ！
ここは一発、頑張り所だよ！"	Izana	If you really want to become a great alchemist, you need to push yourself past your limits! Just a little more!	伊札娜	"你想成为出色的炼金术士吧？
那现在正是努力的时候！"	伊札娜	"妳想成為出色的鍊金術士吧！
現在正是該努力一搏的時候！"
Resna	レスナ	う、うん！	Resna	O-Okay! I'll try!	蕾斯娜	好、好的！	蕾斯娜	嗯、好！
Izana	イザナ	"憧れの先輩たちに
少しでも近づきたいんだよね？"	Izana	You want to be just as good as all of the alchemists you admire, right?	伊札娜	你想接近憧憬着的前辈们吧？	伊札娜	妳想離崇拜的前輩們更近一點吧？
Resna	レスナ	うん！	Resna	Yeah!	蕾斯娜	嗯！	蕾斯娜	嗯！
Resna	レスナ	"……そうだ、ここで諦めたら
何も変わらない！"	Resna	You're right... If I give up now, nothing will change.	蕾斯娜	"……没错，如果就此放弃，
那就不会有任何改变了！"	蕾斯娜	"……沒錯，在這裡放棄的話，
什麼都不會改變！"
Resna	レスナ	待っていてください、皆さん！	Resna	I'm going to keep on getting better. Just wait and see!	蕾斯娜	各位，等着我吧！	蕾斯娜	各位，請你們等著吧！
	選択肢	もうやめる？	Selection	Do you want to stop for today?	选项	要不就放弃吧？	選項	要放棄了嗎？
Izana	イザナ	"もうやめる？　いきなりはきついもんね。
アタシはそれもありだと思う"	Izana	Today's workout was pretty tough. Do you want to call it quits for now? That would be fine by me.	伊札娜	"要不就放弃吧？一下子强度这么大确实挺累人的。
我也觉得放弃很正常。"	伊札娜	"要放棄了嗎？突然這樣鍛鍊太辛苦了嘛。
這也是能理解的。"
Izana	イザナ	"レスナちゃんの意志だから続けるのも
止めるのも、尊重するよ"	Izana	Of course, we don't have to stop if you think you can keep going. It's up to you.	伊札娜	"一切都看蕾斯娜你愿不愿意，
不管是继续还是放弃，我都尊重你的想法。"	伊札娜	"這一切都取決妳的意志，
要繼續還是放棄，我都會尊重妳的。"
