romanized	name_jp	text_jp	name_en	text_en	name_zh-CN	text_zh-CN	name_zh-TW	text_zh-TW
Resna	レスナ	"（採取終了！　帰ったら早速調合を……
　あれ？　あそこにいるのは）"	Resna	(All finished! Now it's time to take these materials back and get to synthesizing! But wait... I see a familiar face over there!)	蕾斯娜	"（采集结束！回去之后抓紧时间调合……
　咦？那里那个人是……）"	蕾斯娜	"（採集完畢！回去之後要快點開始調合……
　咦？那邊那個人是？）"
Resna	レスナ	こんにちは。ララさん	Resna	Hello again, Lara!	蕾斯娜	你好呀，拉拉小姐。	蕾斯娜	妳好，拉拉小姐。
Lara	ララ	あらレスナ。最近よく会いますわね	Lara	Oh, Resna. I've been seeing a lot of you lately.	拉拉	啊，蕾斯娜。最近经常遇见呢。	拉拉	哎呀，蕾斯娜，最近很常見到妳呢。
Resna	レスナ	"（あれ？　ララさん、元気ない？
　どうしたんだろう）"	Resna	(Uh oh... What happened? Lara looks like she's feeling really down.)	蕾斯娜	"（咦？拉拉小姐好像没精神？
　这是怎么了？）"	蕾斯娜	"（咦？拉拉小姐似乎沒什麼精神，
　她怎麼了？）"
Resna	レスナ	ここで何しているんですか？	Resna	What are you doing here?	蕾斯娜	你在这里做什么呢？	蕾斯娜	妳在這裡做什麼呢？
Lara	ララ	強いて言うなら、何もしておりませんわ	Lara	To be frank, nothing at all.	拉拉	硬要说的话，我什么也没在做。	拉拉	硬要說的話，我什麼也沒做。
Lara	ララ	"レスナ、もし今お時間あるようでしたら、
少しお話しませんこと？"	Lara	If you can spare a moment, would you mind chatting with me for a while?	拉拉	"蕾斯娜，你现在有时间的话，
能不能陪我说说话？"	拉拉	"如果蕾斯娜妳現在有空，
我能稍微和妳聊一聊嗎？"
Resna	レスナ	はい！　大丈夫です！	Resna	I'd be happy to!	蕾斯娜	嗯，没问题！	蕾斯娜	好的，沒問題！
Lara	ララ	"……あなたは、他の錬金術士に
嫉妬することはありませんの？"	Lara	Have you ever been jealous of another alchemist?	拉拉	你……会不会嫉妒其他炼金术士？	拉拉	……妳嫉妒過其他鍊金術士嗎？
Resna	レスナ	え？	Resna	Jealous?	蕾斯娜	嗯？	蕾斯娜	咦？
Lara	ララ	"身近に自分よりも優れた者がいる……
それは大きな嫉妬を生み出し、
感情を揺さぶりますわ。……良くも、悪くも"	Lara	You see, there's an alchemist I know who is far more talented than I. I've started to develop this overwhelming feeling of jealousy... It's making me terribly emotional.	拉拉	"如果身边有比自己更优秀的人……
人就会产生嫉妒，感情波动……
这可能是好事，也可能是坏事。"	拉拉	"身邊的人比自己更優秀……
因此產生了強烈的嫉妒心，心情也為之起伏……
無論是在好的還是壞的方面。"
Resna	レスナ	"私は……
今まで嫉妬したことが全くないと言ったら、
嘘になるかもしれないけれど……"	Resna	Well, I can't say I've never been jealous...	蕾斯娜	"我……如果说我从来没有嫉妒过谁，
那是骗人的。但是……"	蕾斯娜	"我……如果說我從沒嫉妒過別人，
那肯定是騙人的……"
Resna	レスナ	"私の目標は、
決して一人では叶えられないことで、
これまでもたくさんお世話になっていて……"	Resna	But my dream isn't something that I can achieve on my own. Up until now, I've had help from countless alchemists.	蕾斯娜	"我的目标是仅凭一个人绝对无法达成的，
至今为止我也受到许多人帮助……"	蕾斯娜	"我的目標絕對無法靠自己一個人達成，
所以至今為止接受了許多人的幫忙……"
Resna	レスナ	"色々と教わって、
学ばせていただいたからこそ
今の私がここにいるので！"	Resna	Thanks to them, I've learned and grown so much. They made me who I am today!	蕾斯娜	"大家教了我很多，我从大家身上学到很多，
这样才有了今天的我！"	蕾斯娜	"多虧了大家的指導，
才有了現在的蕾斯娜！"
