romanized	name_jp	text_jp	name_en	text_en	name_zh-CN	text_zh-CN	name_zh-TW	text_zh-TW
Resna	レスナ	"（今日は何しよう？　天気がいいし、
　採取に行こうかな……）"	Resna	(Hm, what should I do today? Since the weather is so nice, maybe I'll go and gather some materials.)	蕾斯娜	"（今天干什么好呢？
　天气不错，不然去采集好了……）"	蕾斯娜	"（今天要做什麼好呢？
　天氣不錯，出門去採集好了……）"
Resna	レスナ	（あ！　あそこにいるのは！）	Resna	(Oh, look who it is!)	蕾斯娜	（啊！那个人是……！）	蕾斯娜	（啊！那個人是！）
Resna	レスナ	ララさーん！	Resna	Laraaa!	蕾斯娜	拉拉小姐～！	蕾斯娜	拉拉小姐──！
Resna	レスナ	ララさん、こんにちは！	Resna	It's great to see you!	蕾斯娜	拉拉小姐，你好！	蕾斯娜	拉拉小姐，午安！
Lara	ララ	"ごきげんよう、レスナ。
なんだかご機嫌のようですわね？"	Lara	Likewise, my dear Resna. You certainly look well.	拉拉	"你好，蕾斯娜。
你似乎心情不错？"	拉拉	"妳好呀，蕾斯娜。
感覺妳的心情似乎不錯？"
Resna	レスナ	はい！　ララさんにお会いできたので！	Resna	Oh, I am! It's because I'm happy to see you.	蕾斯娜	是的！因为见到了拉拉小姐！	蕾斯娜	是的！因為遇到了拉拉小姐！
Resna	レスナ	今日は何をしているんですか？	Resna	What are you up to today?	蕾斯娜	你今天在做什么呀？	蕾斯娜	妳今天來做什麼呢？
Lara	ララ	"少しお買い物を。
服や小物を見て回ろうかと思いまして"	Lara	Just a bit of shopping. I thought I'd spend some time looking for some new clothes, maybe some accessories.	拉拉	"来买点东西。
我想看看衣服和配饰之类的。"	拉拉	"我想買點東西，
然後逛一逛看看衣服或小飾品。"
Lara	ララ	"王たるもの、日ごろの身だしなみから
気を配らねばなりませんもの"	Lara	After all, as queen, I represent my kingdom. I must be sure to present myself well at all times.	拉拉	身为国王，必须注意日常的衣着打扮。	拉拉	身為君主，必須注重日常的穿著儀容才行。
Resna	レスナ	"胸襟秀麗、素晴らしいです！
ララさん、私にお供させてください！"	Resna	How wonderful! You're so devoted to your people. Would you mind if I tagged along?	蕾斯娜	"真是胸有丘壑，太了不起了！
拉拉小姐，请让我同行！"	蕾斯娜	"真是優雅高尚，太棒了！
拉拉小姐，請讓我陪妳一起逛吧！"
Lara	ララ	ふふ、許可しましょう	Lara	*Chuckle* Be my guest.	拉拉	呵呵呵，准了。	拉拉	呵呵，我同意。
Resna	レスナ	"（この間はララさんに
　少し暗い表情をさせてしまったし……
　何か楽しい話題はないかな？）"	Resna	(The last time I talked with Lara, I ended up touching on a sore subject... So today, I want to talk about something lighthearted and fun!)	蕾斯娜	"（上次我害拉拉小姐不开心了……
　有没有什么愉快的话题呢？）"	蕾斯娜	"（前兩天不小心讓拉拉小姐的臉色有些不好……
　我這次來找個開心的話題吧。）"
Resna	レスナ	"（あ！　この服、
　ララさんに似合いそう！）"	Resna	(Oh, wow! I just know Lara would look great in this!)	蕾斯娜	（啊！这件衣服，感觉好适合拉拉小姐！）	蕾斯娜	（啊！那件衣服感覺很適合拉拉小姐！）
		布たっぷりのワンピース		A frilly dress		布料超多的连衣裙		布料層層疊疊的連身裙
Resna	レスナ	"この布たっぷりのワンピース、素敵です！
ララさんに絶対似合います！"	Resna	Isn't this frilly dress lovely? It almost looks like it was made just for you!	蕾斯娜	"这条布料超多的连衣裙，好好看！
拉拉小姐穿一定很合适！"	蕾斯娜	"這件布料層層疊疊的連身裙好好看！
一定很適合拉拉小姐！"
Lara	ララ	"あら、分かっていますわね。
意匠も凝っていて素敵ですわ"	Lara	Oh, you certainly do know my taste. And such an elaborate design... It's exquisite.	拉拉	"哎呀，你很有见地呢。
款式也很讲究，不错。"	拉拉	"哎呀，妳很懂嘛。
設計也很細膩，非常好看。"
Lara	ララ	"こうしたドレスのような衣服は、
着た者の気品を高めてくださるから、
特にお気に入りですわ"	Lara	Dresses like this serve to accentuate the elegance of the person wearing them. And that's precisely why I love them!	拉拉	"这类像礼服一样的服装
可以提升穿着者的气质，我尤其喜欢。"	拉拉	"這種像禮服一樣的衣服，
能夠提升穿著者的氣質，所以我特別喜歡。"
		黒いミニスカート		A black miniskirt		黑色迷你裙		黑色的迷你裙
Resna	レスナ	"この黒いミニスカート、かわいいです！
ララさんなら着こなせると思います！"	Resna	Isn't this black miniskirt cute? Someone like you could really pull off this look!	蕾斯娜	"这条黑色迷你裙，好可爱！
拉拉小姐一定可以穿得很好看！"	蕾斯娜	"這件黑色的迷你裙好可愛！
拉拉小姐穿上應該會很合身！"
Lara	ララ	"確かにかわいいですけれど……
過度な肌見せは気品を損ねてしまいますわ"	Lara	It is cute, I'll give you that... But showing that much skin doesn't exactly lend itself to elegance.	拉拉	"可爱是可爱……
但是露出过多肌肤有些不雅。"	拉拉	"的確是很可愛……
不過暴露太多肌膚，會有損氣質呢。"
Lara	ララ	"もちろん、着る機会がありましたら
その時は完璧に着こなしてみせますわ"	Lara	Of course, if the proper occasion arose for such a style, I assure you I could turn every head in the room.	拉拉	"当然，如果有机会穿的话，
到时候我会穿得光彩动人的。"	拉拉	"當然，什麼時候有機會穿上的話，
我肯定會很完美地駕馭它的。"
		桃色のもこもこ寝巻き		Fuzzy, pink pajamas		粉色毛绒绒睡衣		粉紅色的軟綿綿睡衣
Resna	レスナ	"この桃色のもこもこ寝巻き、かわいいです！
ララさんに似合うと思います！"	Resna	These pink pajamas are so adorable! And fuzzy! I'd love to see how cute you look in them.	蕾斯娜	"这件粉色毛绒绒睡衣，好可爱！
我觉得很适合拉拉小姐！"	蕾斯娜	"這件粉紅色的軟綿綿睡衣好可愛！
我覺得很適合拉拉小姐！"
Lara	ララ	"確かにかわいいですけれど……
今、寝巻きは求めておりませんわ"	Lara	They are adorable indeed. Unfortunately, I'm not looking for pajamas today.	拉拉	"可爱是可爱……
但我现在不想买睡衣。"	拉拉	"的確是很可愛……
但我現在不是要找睡衣。"
Lara	ララ	"でも、お揃いの寝巻きでのお泊り会、
それもまた一興やも……"	Lara	But if we were to plan a sleepover, wearing matching pajamas would be delightful...	拉拉	"不过，穿同款睡衣一起过夜，
说不定也不错……"	拉拉	"不過，如果舉辦同款睡衣的過夜聚會，
或許也別有趣味……"
Resna	レスナ	あ、小物もありますよ！	Resna	Look, they have accessories here too!	蕾斯娜	啊，也有配饰！	蕾斯娜	啊，這裡也有小飾品！
Resna	レスナ	（この小物、ララさんに似合いそう！）	Resna	(Ooh, this would be perfect for Lara!)	蕾斯娜	（啊！这个配饰，感觉好适合拉拉小姐！）	蕾斯娜	（這個小飾品，感覺很適合拉拉小姐！）
		薔薇の形の髪飾り		A rose-shaped hair pin		蔷薇形状的发饰		玫瑰造型的髮飾
Resna	レスナ	"この、薔薇の髪飾り……
ララさんっぽくて素敵です……！"	Resna	Look, this hair pin is shaped like a rose. It's gorgeous, just like you!	蕾斯娜	"这个蔷薇发饰……
好有拉拉小姐的感觉，好好看……！"	蕾斯娜	"這個玫瑰造型的髮飾……
很有拉拉小姐的風格，太美了……！"
Lara	ララ	"確かに美しいですわね。
いいものですわ"	Lara	It's stunning. You found a beautiful piece.	拉拉	的确很美丽，是件好配饰。	拉拉	"的確很美，
是個好東西。"
Lara	ララ	"薔薇は色によっても花言葉が異なります。
この薔薇は紫色。花言葉は『気品』……
わたくしにふさわしいですわ"	Lara	"Roses have different meanings based on their color. This rose is purple, meaning ""elegance."" Fit for a queen, don't you think?"	拉拉	"蔷薇不同的颜色有不同的花语。
这个蔷薇是紫色，花语是“优雅”……
很适合我。"	拉拉	"不同顏色的玫瑰對應不同的花語。
這個玫瑰是紫色，花語是「氣質」……
和我十分相稱。"
		向日葵の付いた麦わら帽子		A straw hat with sunflowers		装饰着向日葵的草帽		向日葵的草帽
