file	id	romanized_name	localized_name	text	localized_name_en	text_en	localized_name_zh-CN	text_zh-CN	localized_name_zh-TW	text_zh-TW
Date_NPC9_01ID	0	Lara	ララ	（……作物の収穫が間近になって\n　来ましたわね）	Lara	(Harvest season is drawing near.)	拉拉	（快要到收割庄稼的时候了呢。）	拉拉	（……眼看就要到採收農作物的時期了。）
Date_NPC9_01ID	1	Lara	ララ	（民の働きのおかげで荒れ果てた土地も\n　耕され、ようやく豊かな実りを\n　享受できるようになりましたわ）	Lara	(Thanks to my people, what was once barren land has been tilled and sown. The fruits of our labor are near ready for reaping.)	拉拉	（多亏了人民的劳动，\n　荒芜的土地得到开垦，\n　终于可以享受丰收的果实了。）	拉拉	（多虧了人民的辛勞，荒蕪的土地也得以開墾，我們終於能夠享受豐碩的果實了。）
Date_NPC9_01ID	2	Lara	ララ	（その献身には報いねばなりませんわ。\n　ひとつ祭りでも……あら）	Lara	(I should reward them for their hard work. Perhaps a festival is in order... Hm?)	拉拉	（我必须报答大家的奉献。\n　要不举办一个庆典……咦？）	拉拉	（我得好好回報一下這份奉獻精神。\n　至少辦個祭典活動……哎呀。）
Date_NPC9_01ID	3	Diona	ディオーナ	～♪　～～♪	Diona	Hm-hm-hmmm... La-da-daaah...	蒂欧娜	哼哼～～	蒂歐娜	啦～啦～～
Date_NPC9_01ID	4	Lara	ララ	（美しい歌声。ララ・キングダムに\n　なくてはならない宝物。ディオーナ、\n　また一段と歌が上手くなりましたわね）	Lara	(That beautiful sound... Diona's singing has improved even more. A treasure of the Kingdom of Lara to be sure.)	拉拉	（好美的歌声。\n　真是拉拉王国不可或缺的宝物。\n　蒂欧娜的歌唱水平又上了一层楼呢。）	拉拉	（真優美的歌聲，\n　這是我們拉拉王國不可或缺的寶物。\n　蒂歐娜的歌唱技巧又提升了呢。）
Date_NPC9_01ID	5	Diona	ディオーナ	～♪　……え	Diona	Hmm-hm-hm... Oh?	蒂欧娜	哼哼……咦？	蒂歐娜	啦啦～咦……
Date_NPC9_01ID	6	Diona	ディオーナ	ら、ララ様！？　申し訳ございません、\nこんなに近くにいらっしゃったのに\n気付かないなんてご無礼を……	Diona	Q-Queen Lara?! Forgive me, Your Majesty. How rude of me to fail to notice your presence...	蒂欧娜	拉、拉拉大人？！非常抱歉，\n您都来到这么近的地方了我却没发现，\n真是太失礼了……	蒂歐娜	拉、拉拉大人！？非常抱歉，明明妳近在咫尺，我卻完全沒注意到，真是太失禮了……
Date_NPC9_01ID	7	Lara	ララ	気にしなくて良くてよ。\nあなたの美しい歌を止めることのほうが\n無礼というもの	Lara	Nothing to worry about, Diona. It would have been far ruder of me to interrupt your beautiful singing.	拉拉	不用在意的。\n我打断了你优美的歌声，\n才更是失礼呢。	拉拉	妳不用在意喔。\n打斷妳那美妙的歌聲才更失禮。
Date_NPC9_01ID	8	Diona	ディオーナ	もったいないお言葉……！\nそのお褒めの言葉だけで一週間は\n全力で、らんらんと働けます	Diona	You honor me, Your Majesty! That compliment will keep me in high spirits for the next week, at least!	蒂欧娜	千万别这么说……！\n听了您的褒奖，\n我就能拼尽全力工作一周。	蒂歐娜	實在不敢當……！光是這句讚美，\n就能讓我全力以赴工作一星期。
Date_NPC9_01ID	9	Lara	ララ	む、無理は感心しませんわよ？	Lara	Well, don't push yourself too hard now.	拉拉	逞强可就不值得表扬了哦？	拉拉	唔，勉強自己可不值得稱讚喔。
