romanized	name_jp	text_jp	name_en	text_en	name_zh-CN	text_zh-CN	name_zh-TW	text_zh-TW
Heidi	ハイディ	"（はー、疲れた。思ったより依頼の後処理が
　長引いちゃったな）"	Heidi	(Man, I'm beat. That last mission was a lot harder to wrap up than I thought.)	海蒂	"（呼……好累啊。
　委托的后续处理比我想的要更花时间。）"	海蒂	"（呼～好累。委託的善後處理
　比預期的還要耗時間啊。）"
Valeria	ヴァレリア	"お帰りなさい。
晩ご飯できてるわよ"	Valeria	Welcome home, Heidi! Dinner's ready!	瓦莱莉娅	"你回来啦。
晚饭做好了哦。"	瓦萊莉婭	歡迎回來，晚餐做好囉。
Heidi	ハイディ	今日の晩ご飯は？	Heidi	What are we having?	海蒂	今天的晚饭是什么？	海蒂	今天晚餐吃什麼？
Valeria	ヴァレリア	その辺の草とキノコとお肉のごった煮よ！	Valeria	Stew! It's a mix of meat, mushrooms, and a bunch of herbs I found around here!	瓦莱莉娅	杂草蘑菇炖肉！	瓦萊莉婭	路邊的草、菌菇和肉的大雜燴！
Heidi	ハイディ	１週間連続でそれな気がするけど……	Heidi	Isn't that the same thing we had for dinner every night this week...?	海蒂	好像已经连续吃了一周……	海蒂	好像已經連續吃一個星期了吧……
Valeria	ヴァレリア	"ハイディが唯一「食べられる」じゃなくて
「不味くない」って言ってくれたから"	Valeria	"That's because you called everything else I made ""barely edible."" But you actually said this ""wasn't awful."""	瓦莱莉娅	"因为这是唯一一道你没有说“吃不死”，
而是“不难吃”的菜嘛。"	瓦萊莉婭	"因為這是妳唯一說過「不難吃」，
而不是「吃得下去」的料理啊。"
Valeria	ヴァレリア	私の得意料理よ！　ふふん♪	Valeria	Which makes this stew my specialty! Heh heh!	瓦莱莉娅	这是我的拿手菜哦！嘿嘿～	瓦萊莉婭	是我的拿手料理喔！啦啦啦～
Heidi	ハイディ	"まぁ、いっか。
確かに美味しいし"	Heidi	Oh, well. It is pretty tasty, really...	海蒂	"行，就这样吧。
毕竟确实挺好吃的。"	海蒂	好吧，算了。的確是很好吃。
Heidi	ハイディ	"……ん？
こんなところに小包が……"	Heidi	Huh? What's this little package doing here?	海蒂	"……嗯？
这里居然放着一个小包裹。"	海蒂	……嗯？這裡怎麼有個小包裹……
Heidi	ハイディ	「ハイディへ」……って、え？	Heidi	"""To Heidi""... Wait, this is for me?"	海蒂	“给海蒂”……咦？	海蒂	「給海蒂」……呃，咦？
Heidi	ハイディ	……開けていい？	Heidi	Can I open it?	海蒂	……我能打开吗？	海蒂	……我可以打開嗎？
Heidi	ハイディ	"これって……クッキーじゃん！
え、あの時の質問って……"	Heidi	Oh, it's...cookies! So you really were asking me what I wanted.	海蒂	"这是……曲奇！
所以你当时问我的问题……"	海蒂	這是……餅乾耶！咦，妳那時候問我的……
Valeria	ヴァレリア	"フロッケやランツェにも
お礼をしたい気持ちがあるのは本当"	Valeria	You know, I really do want to find a way thank Flocke and Lanze, too.	瓦莱莉娅	我确实也想感谢芙洛可和兰泽。	瓦萊莉婭	我確實是想要送禮物給芙洛可和藍澤表示感謝。
Valeria	ヴァレリア	"でも、一番真っ先にお礼したかったのは
……あなたよ、ハイディ"	Valeria	But the one I wanted to thank most of all was you, Heidi.	瓦莱莉娅	"但我最先要感谢的……
是你哦，海蒂。"	瓦萊莉婭	"但我最想要感謝的人……
其實是妳喔，海蒂。"
Heidi	ハイディ	えええ！？	Heidi	Huh?!	海蒂	什么？！	海蒂	咦咦咦！？
