romanized	name_jp	text_jp	name_en	text_en	name_zh-CN	text_zh-CN	name_zh-TW	text_zh-TW
Izana	イザナ	うーん……	Izana	Hmm...	伊札娜	唔……	伊札娜	唔……
Resna	レスナ	イザナちゃん、何読んでるの？	Resna	What are you reading, Izana?	蕾斯娜	伊札娜，你在看什么？	蕾斯娜	伊札娜，妳在看什麼？
Izana	イザナ	"ランターナの歴史の本。
騎士試験の勉強をしてたんだ"	Izana	A book about the history of Lantarna. I'm studying to retake my knight exam!	伊札娜	"兰塔纳的历史书。
我在为骑士考试学习呢。"	伊札娜	蘭塔納的歷史書，我正在準備騎士考試。
Izana	イザナ	"王国の成り立ちとか、その辺りは
まだ覚えやすいんだけど"	Izana	I can remember this part about how the kingdom was founded pretty well.	伊札娜	关于王国成立之类的还挺好记。	伊札娜	王國成立的那部分還算容易記。
Izana	イザナ	"時代が進むと人物名や用語がどんどん増えて
頭がこんがらがってくる～"	Izana	But once I start trying to cram more and more names and dates into my brain, I start to get really confused...	伊札娜	"随着时代的推移，人名跟专用术语逐渐多起来了，
我的脑子里一片混乱啊～"	伊札娜	"但隨著時代推進，人物名和用語也越來越多，
腦子都亂成一片漿糊了～"
Resna	レスナ	"確かに、ややこしいよね。
私はそういうのも好きなんだけど"	Resna	It's easy to mix them all up, isn't it? I understand how you feel...even though I actually like memorizing those kinds of things!	蕾斯娜	"确实不好记呢，
不过我还挺喜欢记这些的。"	蕾斯娜	"的確是很複雜呢。
雖然這種內容我也滿喜歡的。"
Resna	レスナ	"じゃあさ、どういう勉強方法が
イザナちゃんに合ってるか、
一緒に探してみよう"	Resna	Why don't I help you find a way to study that fits you a little better?	蕾斯娜	"那我们就一起来找找，
看哪种学习方法更适合你吧。"	蕾斯娜	"這樣的話，我們一起來找找什麼樣的學習方法
適合伊札娜吧。"
Izana	イザナ	え、いいの？	Izana	Really? Are you sure?	伊札娜	咦，可以吗？	伊札娜	咦，可以嗎？
Resna	レスナ	"だってイザナちゃん、この前私の特訓に
付き合ってくれたでしょ？"	Resna	Of course! You helped me exercise, now I'll help you study!	蕾斯娜	伊札娜你之前不是有陪我做特训吗？	蕾斯娜	因為伊札娜先前不也陪我特訓了嗎？
Resna	レスナ	お返ししたいなってずっと思ってたんだ	Resna	I've been hoping for a way to repay you this whole time, and now I've found one!	蕾斯娜	我一直都想回报你。	蕾斯娜	我一直想著要報答妳。
Izana	イザナ	"ありがとう！
えーっと、そうだなぁ。
アタシに合う勉強方法かぁ……"	Izana	Thanks, Resna! Let me think... What would be a good way to help me learn, anyway?	伊札娜	"谢谢！
唔，我想想啊，适合我的学习办法……"	伊札娜	"謝謝妳！
呃～我想想喔，適合我的學習方法啊……"
	選択肢	レスナに教わる	Selection	Ask Resna to teach you	选项	让蕾斯娜来教	選項	蕾斯娜妳來教我
Resna	レスナ	え、私に？	Resna	Huh? You really want me to teach you?	蕾斯娜	咦？让我来教你？	蕾斯娜	咦，我來教？
Izana	イザナ	"レスナちゃん、いつもアタシに色んなこと
教えてくれるでしょ。
分かりやすいなって思ってたんだ"	Izana	Yeah, you're great at it! You're always teaching me things. Plus, you're really easy to understand!	伊札娜	"蕾斯娜总是在教我各种东西嘛，
我觉得你教的很好懂。"	伊札娜	"蕾斯娜，妳總是會告訴我很多事情對吧？
我覺得妳說得很好懂。"
Izana	イザナ	"アタシにどうやって説明すれば伝わるか
一番理解してるのは、ずっとそばにいた
レスナちゃんだよ"	Izana	You've always been by my side. That must be why you always seem to know how to explain things in a way I can understand.	伊札娜	"要怎么跟我说明我才能懂，
最清楚的莫过于一直陪伴着我的蕾斯娜了。"	伊札娜	"最清楚要怎樣說明才能讓我理解的人，
是一直在我身邊的蕾斯娜妳喔。"
Izana	イザナ	だからレスナちゃんにお願いしたいの！	Izana	So I think a lesson from you would help me the most!	伊札娜	所以我想拜托你！	伊札娜	所以我才想請蕾斯娜幫忙！
Resna	レスナ	"そっかぁ、えへへ……
イザナちゃんがそこまで言ってくれるなら
喜んで引き受けるよ！"	Resna	Aww, really? Ehehe... Well, if that's what you want, I'd be more than happy to teach you!	蕾斯娜	"是吗，嘿嘿……
既然你都这么说了，那我乐意效劳！"	蕾斯娜	"這樣啊，嘿嘿……
既然伊札娜都說到這個份上了，
那我很樂意幫妳喔！"
	選択肢	気合いで乗り切る	Selection	Use sheer willpower to cram	选项	凭借气势克服	選項	靠幹勁拼過去
Izana	イザナ	"気合いで乗り切るしかないか！
最悪一夜漬けすればいいよね！"	Izana	I guess I'll just have to hunker down and study! Even if it means I have to cram all night!	伊札娜	"看来只能凭借气势克服难题了！
最差的情况也不过就是考前熬夜背书嘛！"	伊札娜	"只能靠幹勁拼過去了吧！
最壞的情況，頂多就是臨時抱佛腳了！"
Resna	レスナ	"もう、前の時もそういう感じで
全然身につかなかったでしょ！"	Resna	Isn't that what you were doing before? It didn't exactly seem to be working...	蕾斯娜	"你之前也是这样，
结果知识完全没记进脑子里呀！"	蕾斯娜	"真是的，妳以前也是這樣，
完全沒把知識記到腦子裡啊！"
Izana	イザナ	つ、ついココシュカ家の家訓が	Izana	B-But that's the Kokoschka family way...	伊札娜	我、我是不自觉地想起了柯克西卡家的家训。	伊札娜	不、不小心忘記了柯克西卡家的家訓。
Resna	レスナ	"反省を活かさないと！
別の方法を見つけよう！"	Resna	The most important thing is that you learn from your mistakes! Let's think of something else!	蕾斯娜	"必须汲取教训！
找找其他办法吧！"	蕾斯娜	"得從反省中學習改進才行！
我們來找找別的方法吧！"
Izana	イザナ	"確かにレスナちゃんの言う通りだよね。
うーん、どうすればいいかなぁ"	Izana	Yeah, you're right. But what should I do instead...?	伊札娜	"蕾斯娜说得对。
唔，要怎么做才好呢。"	伊札娜	"蕾斯娜確實說的沒錯。
唔……我該怎麼做才好呢～"
	選択肢	頭が良くなる薬とかって……	Selection	Use medicine to get smarter	选项	有没有能让人变聪明的药呢……	選項	做一些能變聰明的藥……
Izana	イザナ	頭が良くなる薬とかって……	Izana	I just wish there was some kind of medicine I could take to make me smarter...	伊札娜	有没有能让人变聪明的药呢……	伊札娜	做一些能變聰明的藥……
Resna	レスナ	いいね、私も欲しい！	Resna	That sounds amazing. I wish I had something like that too!	蕾斯娜	这个好，我也想要！	蕾斯娜	不錯耶，我也想要！
