romanized	name_jp	text_jp	name_en	text_en	name_zh-CN	text_zh-CN	name_zh-TW	text_zh-TW
Diona	ディオーナ	"突然のお願いであったにもかかわらず、
快諾していただきありがとうございます！"						
Lara	ララ	"あなたはわたくしの臣下なのですから、そばに控える
のにわざわざ伺いを立てる必要なんかありませんのに"						
Lara	ララ	"で、なぜわたくしに一日密着したいのか、
そろそろわけを聞かせてくださる？"						
Diona	ディオーナ	"音楽劇のためです。題材として、ララ様への
想いを描こうと決めたのですが……"						
Diona	ディオーナ	"ララ様の魅力を余すことなく表現するためには、
ララ様のことをより深く知る必要があります"						
Diona	ディオーナ	だから一日密着したいのです！						
Lara	ララ	"あなた、すました顔をしてときどき
突拍子もないことをしますわよね……"						
Lara	ララ	（そこが魅力でもあるのですが）						
Lara	ララ	"まあ、いいでしょう。
今日は調合の素材を採取しに行きますわよ"						
Lara	ララ	"しかとわたくしの一挙手一投足を
見ておくことですわ！"						
Diona	ディオーナ	はい！　目を見開いて！						
Lara	ララ	"……そんな遠くで見ていて密着取材になりますの？
もっと近くに来なさいな"						
Diona	ディオーナ	は、はい。では、お言葉に甘えて……						
Diona	ディオーナ	じー						
Lara	ララ	"（近くにとは言ったもののここまで……！
　これは近すぎるというもの……！）"						
Lara	ララ	"（しかし、王に二言はありませんもの。
　臣下のために我慢ですわ）"						
Diona	ディオーナ	……						
Lara	ララ	"（それにしても……やはり歌姫。
　あまりに整った顔立ちですわね）"						
Lara	ララ	"（一般の人間が、この距離に迫られたら
　頭が真っ白になりそうな）"						
Diona	ディオーナ	……っ！　魔物！						
Diona	ディオーナ	はあああああっ！！！						
Diona	ディオーナ	"我らが王に歯向かおうだなんて、
許せません！"						
Diona	ディオーナ	ララ様、もう心配ありません						
Lara	ララ	"……ええ、ありがとう。
わたくしとしたことが油断していましたわ"						
Lara	ララ	ん……						
Diona	ディオーナ	……美しい						
Lara	ララ	？　何がですの？						
Diona	ディオーナ	ララ様が紅茶を飲むお姿が、です						
Lara	ララ	"ふふ。ディオーナも美しいですわ。
紅茶を飲む姿だけではなく、戦う姿も"						
Diona	ディオーナ	ララ様だって						
Diona	ディオーナ	"泥にまみれながら採取をするお姿も、
汗を流しながら仕事をされるお姿も……！"						
Diona	ディオーナ	"きっと民のためというひたむきな心が
表に現れているのでしょう！"						
Lara	ララ	"気恥ずかしいことを言うのはやめなさいな。
そういうのは歌の内容だけで充分ですわ"						
Lara	ララ	"……まあ、だからこそ良い詩が書けているのなら
それも才能なのかもしれませんが"						
Diona	ディオーナ	なるほど……たしかにそうなのかもしれません						
Diona	ディオーナ	"今日はありがとうございました。
おかげで色々と案が浮かんできました"						
Diona	ディオーナ	"さっそくララ・キングダムに戻って
音楽劇の制作を……"						
Lara	ララ	ディオーナ						
Diona	ディオーナ	はい？						
Lara	ララ	"お茶の時間ぐらいゆっくりしなさい。
これは王の命令ですわ"						
Diona	ディオーナ	……は、はい						
Lara	ララ	（ディオーナは本当に創作に対して真剣ですわね）						
Lara	ララ	"（いつか彼女にも一日密着して、
　歌に対する想いを聞いてみたいですわ）"						
