romanized	name_jp	text_jp	name_en	text_en	name_zh-CN	text_zh-CN	name_zh-TW	text_zh-TW
Johanna	ヨハナ	（うーん、どの本にしよう）	Johanna	(Hmm, which book should I choose?)	约翰娜	（唔，看哪本书好呢？）	約翰娜	（唔～要選哪本書呢？）
Johanna	ヨハナ	"（私が読む本を自分で選んだら、
　レスナ、喜ぶかな）"	Johanna	(I wonder if Resna will be happy if I pick a book on my own...)	约翰娜	"（要是我自己挑选要看的书，
　蕾斯娜会高兴吗？）"	約翰娜	（我親自挑選要讀的書，蕾斯娜會高興嗎？）
Johanna	ヨハナ	あ、イザナ	Johanna	Oh, Izana.	约翰娜	啊，伊札娜。	約翰娜	啊，伊札娜。
Izana	イザナ	"あ、ヨハナ！
また会ったね！"	Izana	Hey, Johanna! Fancy meeting you here!	伊札娜	"啊，是约翰娜呀！
又见面了！"	伊札娜	啊，約翰娜！又見面了呢！
Izana	イザナ	今日はどうしたの？	Izana	What are you up to today?	伊札娜	今天有什么事吗？	伊札娜	妳今天怎麼來這裡呢？
Johanna	ヨハナ	"別に！　ちょっと歩いてただけよ。
あんたは？"	Johanna	N-Nothing, just out for a walk. What about you?	约翰娜	"没有！就是出来走一走。
你呢？"	約翰娜	沒事呀！只是稍微散散步而已。妳呢？
Izana	イザナ	"アタシは本を見に来たんだ！
レスナちゃんほどじゃないけど、
アタシも本、ちょっとは読むんだよ"	Izana	I came to browse some books! I'm not as big of a reader as Resna, but I do read a little.	伊札娜	"我是来看书的！
虽然不像蕾斯娜那么爱读书，
但我也会稍微看一看的。"	伊札娜	"我是來看書的！
雖然沒有蕾斯娜那麼愛閱讀，
但我也會看一點喔。"
Izana	イザナ	"でも今日は買うつもりないから、
店頭に並んでいるのを見るだけ"	Izana	I'm not planning on buying anything today, though—just checking out what's on display.	伊札娜	"不过今天不打算买，
就只看看摆在店头的这些。"	伊札娜	"不過我今天沒有買書的打算，
只是來看看架上的書而已。"
Izana	イザナ	ヨハナも一緒に見てく？	Izana	Do you want to take a look with me?	伊札娜	约翰娜，你要不要一起看？	伊札娜	約翰娜也要一起看嗎？
Johanna	ヨハナ	"まあ、どうしてもっていうなら
見てやってもいいけど……"	Johanna	Well, if you insist, I suppose I could join you...	约翰娜	"你要是非要看的话，
陪你看一会儿也行……"	約翰娜	"這個嘛，如果妳堅持的話，
我是可以陪妳看看啦……"
Izana	イザナ	"あ！　この本、レスナちゃんが好きそう！
今度教えてあげよっと"	Izana	Oh! This book looks like something Resna would love! I'll have to tell her about it later.	伊札娜	"啊！感觉这本书蕾斯娜会喜欢！
下次和她说吧。"	伊札娜	"啊！這本書蕾斯娜應該會喜歡喔！
下次告訴她好了。"
Johanna	ヨハナ	"（たしかにこの本の作者名、
　アトリエで何度か見たやつだわ）"	Johanna	(Yeah, I've seen that author's name a few times in the atelier before...)	约翰娜	"（我的确在炼金工房
　看到过好多次这本书的作者名。）"	約翰娜	"（這本書的作者名字，
　確實在鍊金工房看過幾次。）"
Johanna	ヨハナ	（……あ、あの本、イザナが好きそう）	Johanna	(Hmm, this book looks like one that Izana would like...)	约翰娜	（……啊，感觉伊札娜会喜欢那本书。）	約翰娜	（……啊，那本書感覺伊札娜會喜歡。）
	選択肢	『双剣少女の英雄譚』	Selection	"""The Heroine with Twin Swords"""	选项	《双剑少女英雄传》	選項	《雙劍少女英雄傳》
Johanna	ヨハナ	"これ、「英雄」って書いてある。
イザナ、好きでしょ？"	Johanna	"This one says ""heroine"" on it. You like stories about heroes, right?"	约翰娜	伊札娜应该喜欢这本写着“英雄”的书吧？	約翰娜	"這本書上面寫著「英雄」。
伊札娜妳應該會喜歡吧？"
Izana	イザナ	"うん！　英雄譚好き！　わくわくする！
これ読んだことないやつだ！"	Izana	Yeah! I love heroic stories; they always get me so excited. I've never read this one before!	伊札娜	"嗯！我喜欢英雄传！看得人心潮澎湃！
这本我还没看过呢！"	伊札娜	"嗯！我喜歡英雄傳記！會很興奮！
這本書我沒看過耶！"
