romanized	name_jp	text_jp	name_en	text_en	name_zh-CN	text_zh-CN	name_zh-TW	text_zh-TW
Valeria	ヴァレリア	ただいま						
Valeria	ヴァレリア	"ご所望の素材、採ってきたわよ。
はい、これ"						
Criselda	クリセルダ	"おかえりなさい。
意外と早かったわね――"						
Criselda	クリセルダ	"って、その脇腹……
ケガしてるわね？"						
Valeria	ヴァレリア	"してるけど……だから、なに？
これくらい平気だし、あんたには関係ない"						
Criselda	クリセルダ	素材の採取をお願いしたのは私よ？						
Criselda	クリセルダ	"そのせいでケガをしたのなら、
気にするのは自然じゃないかしら？"						
Valeria	ヴァレリア	…………						
Criselda	クリセルダ	"そうでなくても、今のあなたは私たち、
極夜の錬金党の一員なんだもの"						
Criselda	クリセルダ	"組織の長として、仲間として、
心配になるでしょう？"						
	選択肢	正直に答える						
Valeria	ヴァレリア	"採取の途中、魔物に出くわしたの。
そこで、少し無茶をしただけよ"						
Criselda	クリセルダ	はぁ……どうしてそんなことを？						
Criselda	クリセルダ	"確かにお願いしたのは私だけど、
そこまでして欲しいものでもなかったわ"						
Criselda	クリセルダ	"まったく……あまり無茶はしないで。
あなたが傷つくのは悲しいわ"						
	選択肢	ごまかす						
Valeria	ヴァレリア	"これは元々あったケガ。
それがちょっと悪化しただけ"						
Criselda	クリセルダ	"なるほど……
あなた、そうやってごまかすタイプなのね"						
Criselda	クリセルダ	"けど、嘘が下手。
分かりやすく目が右上に泳いだわ"						
Valeria	ヴァレリア	そ、そんなことは――						
Criselda	クリセルダ	"似合わないわよ。
あなたは素直な姿が一番なんだから"						
	選択肢	ケガは勲章						
Valeria	ヴァレリア	"これくらいどうってことないし、
ケガは勲章みたいなものでしょ"						
Valeria	ヴァレリア	だから、心配しなくてもいいわ						
Criselda	クリセルダ	"その勲章の価値がいかほどか、
甚だ疑問に思えるわ"						
Criselda	クリセルダ	"それが大義のある戦いで
負ったケガならいざ知らず、ね"						
Valeria	ヴァレリア	…………						
Criselda	クリセルダ	"せっかく顔も身体も綺麗なんだから、
台無しにするようなことはしないの"						
Criselda	クリセルダ	分かった？						
Valeria	ヴァレリア	…………						
