romanized	name_jp	text_jp	name_en	text_en	name_zh-CN	text_zh-CN	name_zh-TW	text_zh-TW
Roman	ロマン	"（ふぅ、今日も疲れたな。
　天気がいいから、昼寝でも……）"	Roman	(Phew, what a day. But the weather is lovely. An afternoon nap might be in order...)	罗曼	"（呼……今天也很累了。
　天气不错，要不睡个午觉……）"	羅曼	"（呼，今天也好累。
　反正天氣不錯，來睡個午覺吧……）"
Roman	ロマン	"（おや？　私のお気に入りの場所に
　先客が……）"	Roman	(What's this? Someone else has already claimed my favorite napping spot!)	罗曼	"（咦？我心爱的午睡地点
　已经有人捷足先登……）"	羅曼	（哎呀？我最喜歡的地方已經有人了……）
Roman	ロマン	ジェロンじゃないか！	Roman	Oh, Geron! It's you!	罗曼	这不是杰隆嘛！	羅曼	這不是傑隆嗎！？
Geron	ジェロン	……ロマンか。なんか用か	Geron	Roman... Is something wrong?	杰隆	……是罗曼啊，找我有什么事？	傑隆	……是羅曼啊，有事嗎？
Roman	ロマン	"いや。たまたま昼寝しに来たら、
君がいたってだけさ"	Roman	Ah, no. I actually just came here for a little nap, and here you were!	罗曼	"没什么，我就是碰巧来这里午睡，
没想到你也在。"	羅曼	沒有。我只是來睡午覺的，誰知遇見了你。
Roman	ロマン	"この場所を知っているなんて……
もしかして君は相当な昼寝通だな？"	Roman	But wait, since you know this spot...does that mean you're an avid napper, too?	罗曼	"你居然知道这个好地方……
难道你也是午睡能手？"	羅曼	"你居然知道這裡……
難道你也是經驗豐富的午睡專家嗎？"
Geron	ジェロン	"ああ。寝ることは好きだ。ここもお気に入りだ。
……お前もか？"	Geron	I am, and this spot is my favorite. I can't resist a good nap. Sounds like you can't, either.	杰隆	"是的。我很爱午睡，也爱睡在这里。
……你也是吗？"	傑隆	"嗯，我喜歡睡覺，也挺愛在這裡休息的。
……你也是嗎？"
Roman	ロマン	"ああ！　頑張って働いた後はよく食べてよく眠る、
これに限るね。……隣いいかい？"	Roman	Guilty as charged! After a hard day, there's nothing better than a delicious meal and a nice, long snooze. Mind if I take that spot next to you?	罗曼	"是啊！努力工作后好好吃一顿再睡上一觉，
最幸福的事莫过于此……我能睡在你边上吗？"	羅曼	"沒錯！辛勤工作之後就是要大吃一頓，好好睡一覺，
這才是最重要的……可以坐你旁邊嗎？"
Geron	ジェロン	ああ	Geron	Go ahead.	杰隆	可以。	傑隆	嗯。
Roman	ロマン	"そういえば、この間君の調書を読んで
気づいたんだが、
私たちは同い年らしいじゃないか！"	Roman	Guess what! While I was looking over your dossier, I noticed that we were the same age.	罗曼	"说起来，我之前看了你的调查档案才注意到，
原来我们是同一年出生的！"	羅曼	"對了，上次看過你的調查報告，
我才發現原來我們的年紀一樣大嘛！"
