romanized	name_jp	text_jp	name_en	text_en	name_zh-CN	text_zh-CN	name_zh-TW	text_zh-TW
Rorona	ロロナ	"こうして、ああして……
できたー！　名付けてパイ弁当！"						
Rorona	ロロナ	アンチュさん、喜んでくれるかなー						
Antje	アンチュ	ま、待たせたわね						
Rorona	ロロナ	"ううん、わたしも少し遅れちゃったから、
ぜんぜん待ってないです！"						
Antje	アンチュ	今日は、どこに行くの？						
Rorona	ロロナ	"調合に使う素材採取がてら、
少し遠足に行きたいなーって思ったんです"						
Rorona	ロロナ	"それで、レスナちゃんが勧めてくれた
湖はどうかなーって。
いい眺めみたいですよ！"						
Antje	アンチュ	"……もしかして、この山道を登るの？
め、面倒くさいわ……"						
Rorona	ロロナ	"そ、そんなこと言わないでくださいよー！
一緒に登りましょうよー！"						
Antje	アンチュ	分かったわよ……もう……						
Antje	アンチュ	"つ、疲れたわ……
まだ着かないの？"						
Rorona	ロロナ	"あと、少しです！
辛いときは、嬉しいことや楽しいことを
考えるといいですよ"						
Antje	アンチュ	"嬉しいこと……そういえば、
延期になってた本の発売日、決定したの……"						
Rorona	ロロナ	"やったー！　よかったね、アンチュさん！
よーし、あと少し、頑張りましょー！"						
Antje	アンチュ	うん						
Rorona	ロロナ	わー、広いねー						
Antje	アンチュ	心なしか、空気も澄んでいる気がするわ……						
Rorona	ロロナ	"実はわたし、今日ここで食べようと思って
お弁当作ってきたんです！　じゃじゃーん"						
Rorona	ロロナ	"パイ弁当です！　もうすぐおやつの時間
ですし、せっかくの遠足ですから。
アンチュさんもどーぞ！"						
Antje	アンチュ	"あ、ありがとう……
いただくわ"						
Antje	アンチュ	"あ、甘くて、すっごく美味しい……！
この間のもとっても美味しかったのに、もっと……！"						
Rorona	ロロナ	"アンチュさんの好きなパイを研究しました！
えっへん！"						
Antje	アンチュ	"あ、ありがとう……嬉しい……
ララが貴方をお抱えにしようとする気持ち、分かるわ"						
Antje	アンチュ	"そ、そうだわ。ここは広いから、ルアッカも
呼んでいいかしら……"						
Rorona	ロロナ	わあ、ルアくん！　大きくなったねー						
RUAKKA	ルアッカ	"よぉロロナ。アンチュとロロナを襲う奴がいたら、
オラがぶっ飛ばしてやる！"						
Rorona	ロロナ	ルアくんありがとう！　頼もしいなー						
AONA	アオナ	"ロロナ、よかったらアンチュちゃんにも、アオナたちに
してくれたみたいにあだ名を付けてほしいの"						
MURASAKI	ムラサキ	"まさか、ヘンテコなあだ名を付けたりなんて
しないよね？"						
Rorona	ロロナ	い、いいの？						
RUAKKA	ルアッカ	"ダメなんて言ってねぇだろ！
早く付けやがれ！"						
Rorona	ロロナ	"じゃあ……アンチュ、アン、あんちゃん！
あんちゃんはどうですか？"						
Antje	アンチュ	"あ、あんちゃん……
ふふ、そんな呼ばれ方、初めて……"						
YELLO	イェーロ	アリガトウ、ロロナ						
Rorona	ロロナ	えへへ、どういたしまして！						
Rorona	ロロナ	"またあまーいパイが食べたくなったら、
ロロナにお任せをー！"						
Antje	アンチュ	あ、ありがと……						
Antje	アンチュ	"今度、クリセルダやワルターたちも一緒に、
みんなで食べたいわ。
だってすごく美味しいから……ロロナのパイ"						
Rorona	ロロナ	（今、わたしの名前呼んでくれた！）						
Rorona	ロロナ	うん！　ご来店、お待ちしてます！						
Rorona	ロロナ	"（あんちゃんと仲良くなれた！
　ルアくんたちも喜んでる。嬉しいな）"						
