file	id	romanized_name	localized_name	text	localized_name_en	text_en	localized_name_zh-CN	text_zh-CN	localized_name_zh-TW	text_zh-TW
Date_MCHARA_B_00_01ID	0	Ayesha	アーシャ	ヴァレリアさーん。いますかー？						
Date_MCHARA_B_00_01ID	1	Valeria	ヴァレリア	あら、アーシャじゃない。\nどうかしたの？						
Date_MCHARA_B_00_01ID	2	Ayesha	アーシャ	実は急ぎで薬を作る必要があって、\n薬草集めに同行をお願いしたいんです						
Date_MCHARA_B_00_01ID	3	Valeria	ヴァレリア	護衛の依頼ね、もちろん構わないわよ！\nよく声をかけてくれたわね						
Date_MCHARA_B_00_01ID	4	Ayesha	アーシャ	ありがとうございます！\nでは早速、向かいましょう！						
Date_MCHARA_B_00_01ID	5	Valeria	ヴァレリア	――急ぎって言ってたけど、\nなんの薬を作るの？						
Date_MCHARA_B_00_01ID	6	Ayesha	アーシャ	風邪に効く薬です						
Date_MCHARA_B_00_01ID	7	Valeria	ヴァレリア	え、アーシャ、風邪引いてるの？\nそれなら休まないとダメじゃない						
Date_MCHARA_B_00_01ID	8	Ayesha	アーシャ	あ、いえ。わたしではなくて。\n街で小さな女の子からお願いされたんです						
Date_MCHARA_B_00_01ID	9	Ayesha	アーシャ	お姉ちゃんが風邪を引いたから、\n風邪を治す薬を作ってほしいって						
Date_MCHARA_B_00_01ID	10	Valeria	ヴァレリア	なんだ、そういうこと。\nお姉ちゃん思いの優しい妹ね						
Date_MCHARA_B_00_01ID	11	Valeria	ヴァレリア	風邪を引いたときって、\n身体が重くなって、いつもより元気が\n出なくなるのよね？　多分						
Date_MCHARA_B_00_01ID	12	Valeria	ヴァレリア	そういうとき、周りの人が\n薬の他にしてあげられることって\n何かないかしら						
Date_MCHARA_B_00_01ID	13		選択肢	体調崩されたことないんですか？						
Date_MCHARA_B_00_01ID	14	Ayesha	アーシャ	もしかして……\nヴァレリアさんって、体調を崩されたこと\nないんですか？						
Date_MCHARA_B_00_01ID	15	Valeria	ヴァレリア	ええ。ないわね。\n丈夫な身体は私の自慢！						
Date_MCHARA_B_00_01ID	16	Ayesha	アーシャ	わぁ……すごいですね。\n生まれつきでしょうか。それとも、\n普段の食事に秘密があったり……						
Date_MCHARA_B_00_01ID	17	Valeria	ヴァレリア	記憶がないから、\n生まれつきかどうかについては\nなんとも言えないわね						
Date_MCHARA_B_00_01ID	18	Valeria	ヴァレリア	でもきっと、普段の食事のおかげかも\nしれないわ！　フロッケの作る料理、\nとっても美味しいから！						
Date_MCHARA_B_00_01ID	19		選択肢	自分がされて嬉しいことを考えましょう						
Date_MCHARA_B_00_01ID	20	Ayesha	アーシャ	自分がされて嬉しいことを考えてみるのは\nどうでしょうか。それはきっと、\n相手にとっても嬉しいことだと思います						
Date_MCHARA_B_00_01ID	21	Valeria	ヴァレリア	なるほど、いい考えねアーシャ！\nそうね、私なら……						
Date_MCHARA_B_00_01ID	22	Valeria	ヴァレリア	みんなと、美味しいお肉をたくさん食べる\nことかしら！　好きなものを食べたら\n元気出るわよね！						
Date_MCHARA_B_00_01ID	23	Ayesha	アーシャ	お肉……は人によるかもしれません。\nでも、誰かがそばにいてくれるっていうのは\nとても嬉しいことだと思います						
Date_MCHARA_B_00_01ID	24	Valeria	ヴァレリア	確かに、それだけでも元気が出るかも……！\n少しでも辛さや寂しさが和らぐよう、\nそばで手を握っていてあげたいわ						
Date_MCHARA_B_00_01ID	25		選択肢	どうしてそう思ったんですか？						
Date_MCHARA_B_00_01ID	26	Ayesha	アーシャ	どうしてそう思ったんですか？\n何か、そう考えるようなことが\nあったんでしょうか						
Date_MCHARA_B_00_01ID	27	Valeria	ヴァレリア	フロッケが熱を出して辛そうだったことが\nあったの。寝ている姿を見てて、\nそう思ったことがあるわ						
Date_MCHARA_B_00_01ID	28	Ayesha	アーシャ	そうだったんですね。でもきっと\nフロッケちゃんは、ヴァレリアさんが\nそばにいてくれて嬉しかったと思います						
Date_MCHARA_B_00_01ID	29	Valeria	ヴァレリア	……私は薬も料理も作れないから、\nせめてそばにいようって思ったの						
Date_MCHARA_B_00_01ID	30	Valeria	ヴァレリア	それだけだったけれど、それでも\n辛そうなフロッケの支えになれていたのなら\n……よかったわ						
Date_MCHARA_B_00_01ID	31	Valeria	ヴァレリア	あっ、大変！　おしゃべりしている\n暇なかったわ。薬草集めに行くわよ！						
Date_MCHARA_B_00_01ID	32	Ayesha	アーシャ	はい！\nよろしくお願いします、ヴァレリアさん！						
Date_MCHARA_B_00_01ID	33	Valeria	ヴァレリア	目当ての薬草はこの辺りに生えてるの？						
Date_MCHARA_B_00_01ID	34	Ayesha	アーシャ	はい。確かこの付近に……あっ！\n見つけました！						
Date_MCHARA_B_00_01ID	35	Valeria	ヴァレリア	待ってアーシャ。\n移動するときは一声かけてからね！						
Date_MCHARA_B_00_01ID	36		選択肢	大丈夫ですよ！						
Date_MCHARA_B_00_01ID	37	Ayesha	アーシャ	大丈夫ですよ！\nいざとなったらヴァレリアさんが\n守ってくれますもんね！						
Date_MCHARA_B_00_01ID	38	Valeria	ヴァレリア	任せときなさい。襲ってくるやつがいたら\n刺身よ刺身						
Date_MCHARA_B_00_01ID	39	Ayesha	アーシャ	ヴァレリアさん、頼りにしてますよ！						
Date_MCHARA_B_00_01ID	40		選択肢	あ、すみません						
Date_MCHARA_B_00_01ID	41	Ayesha	アーシャ	あ、すみません						
Date_MCHARA_B_00_01ID	42	Valeria	ヴァレリア	風邪の子が心配なのは分かるけど、\nアーシャがケガしたら大変なんだから						
Date_MCHARA_B_00_01ID	43	Ayesha	アーシャ	そう、ですよね。ちょっとうかつでした						
Date_MCHARA_B_00_01ID	44	Valeria	ヴァレリア	ううん。分かってくれたらいいの。\n次からは気を付けてね！						
Date_MCHARA_B_00_01ID	45		選択肢	はい、分かりました！						
Date_MCHARA_B_00_01ID	46	Ayesha	アーシャ	はい、分かりました！						
Date_MCHARA_B_00_01ID	47	Valeria	ヴァレリア	うん、いい返事！						
Date_MCHARA_B_00_01ID	48	Valeria	ヴァレリア	こういうのは、護衛する側だけじゃなく\n護衛される側の意識も大切だから。\n私の経験則だけど						
Date_MCHARA_B_00_01ID	49	Valeria	ヴァレリア	それじゃ、私が周りを見張ってるから、\nその間に薬草を集めちゃって						
Date_MCHARA_B_00_01ID	50	Ayesha	アーシャ	はい！\nえっと、風邪に効くのはこれとこれと……						
Date_MCHARA_B_00_01ID	51	Valeria	ヴァレリア	……っ！　アーシャ！						
Date_MCHARA_B_00_01ID	52	Ayesha	アーシャ	えっ						
Date_MCHARA_B_00_01ID	53	Valeria	ヴァレリア	アーシャ、ケガはない？						
Date_MCHARA_B_00_01ID	54	Ayesha	アーシャ	は、はい。ありがとうございます						
Date_MCHARA_B_00_01ID	55	Valeria	ヴァレリア	ふぅ、危なかった。\n帰りは絶対に私のそばを\n離れちゃダメだからね？						
Date_MCHARA_B_00_01ID	56	Ayesha	アーシャ	はい！						
Date_MCHARA_B_00_01ID	57	Ayesha	アーシャ	はい、風邪に効くお薬だよ。\nお姉ちゃんに飲ませてあげて						
Date_MCHARA_B_00_01ID	58		子ども	ありがとう！　アーシャお姉さん！						
Date_MCHARA_B_00_01ID	59	Valeria	ヴァレリア	転ばないように気を付けるのよー						
Date_MCHARA_B_00_01ID	60	Ayesha	アーシャ	ヴァレリアさん、ありがとうございました。\nこれ傷薬です。使ってください						
Date_MCHARA_B_00_01ID	61	Valeria	ヴァレリア	ありがと。\nアーシャにはいつも助けられてるわね						
Date_MCHARA_B_00_01ID	62	Ayesha	アーシャ	そんな、わたしのほうこそです						
Date_MCHARA_B_00_01ID	63	Valeria	ヴァレリア	アーシャってすごく頼りになって……\nなんだか妹みたいよね！						
Date_MCHARA_B_00_01ID	64		選択肢	わたしが妹ですか……？						
Date_MCHARA_B_00_01ID	65	Ayesha	アーシャ	わたしが妹ですか……？						
Date_MCHARA_B_00_01ID	66	Valeria	ヴァレリア	だって私のほうが年上でしょ？　多分。\nだから私がお姉ちゃん！						
Date_MCHARA_B_00_01ID	67	Ayesha	アーシャ	なるほど……！\n確かにお姉ちゃんかもしれません！						
Date_MCHARA_B_00_01ID	68		選択肢	ヴァレリアさんがお姉ちゃん？						
Date_MCHARA_B_00_01ID	69	Ayesha	アーシャ	じゃあ、\nヴァレリアさんがお姉ちゃんですか？						
Date_MCHARA_B_00_01ID	70	Valeria	ヴァレリア	そうよ！　私がお姉ちゃんよ！						
Date_MCHARA_B_00_01ID	71	Valeria	ヴァレリア	……え？　もしかして嫌なの？						
Date_MCHARA_B_00_01ID	72	Ayesha	アーシャ	あ、いえ、そうじゃないんです。\nただ、今まで考えたことがなかったので						
Date_MCHARA_B_00_01ID	73		選択肢	ヴァレリアさんも頼りになりますよ！						
Date_MCHARA_B_00_01ID	74	Ayesha	アーシャ	ヴァレリアさんも頼りになりますよ！						
Date_MCHARA_B_00_01ID	75	Valeria	ヴァレリア	まあね！　わたしはお姉ちゃんだから！\n頼りになって当然よ！						
Date_MCHARA_B_00_01ID	76	Ayesha	アーシャ	さっきも魔物を倒すヴァレリアさん、\nすごくかっこよかったです！						
Date_MCHARA_B_00_01ID	77	Valeria	ヴァレリア	そう？　私って姉の素質があるのかしら！						
Date_MCHARA_B_00_01ID	78	Ayesha	アーシャ	でもどうして急に、\nわたしが妹みたいだと思ったんですか？						
Date_MCHARA_B_00_01ID	79	Valeria	ヴァレリア	風邪を引いた姉を心配する子を見て\n思ったの。私の傷を手当てしてくれるときの\nアーシャに似てるなーって						
Date_MCHARA_B_00_01ID	80	Valeria	ヴァレリア	それでよく考えたら、\n私のが年上だって気付いたのよ！						
Date_MCHARA_B_00_01ID	81	Valeria	ヴァレリア	困ったときはいつでも頼ってね。\nなんてったって私はお姉ちゃんなんだから！						
Date_MCHARA_B_00_01ID	82	Valeria	ヴァレリア	なんなら「ヴァレリアお姉ちゃん」って\n呼んでもいいのよ？						
Date_MCHARA_B_00_01ID	83	Ayesha	アーシャ	あ、えっと……はい。\nヴァ、ヴァレリアお姉ちゃん！						
Date_MCHARA_B_00_01ID	84	Valeria	ヴァレリア	…………！　なんか……いいわね、これ！\n家でも一応、長女だけど\nぜんぜん長女らしくはなかったし						
Date_MCHARA_B_00_01ID	85	Ayesha	アーシャ	いつもはお姉ちゃんって呼ばれる側なので\n少し照れますけど……わたしも嬉しいです！						
Date_MCHARA_B_00_01ID	86	Valeria	ヴァレリア	なら遠慮しないで甘えてきて！\n姉としてたくさん甘やかしてあげる！						
Date_MCHARA_B_00_01ID	87	Ayesha	アーシャ	……はい！　ヴァレリアお姉ちゃん！						
Date_MCHARA_B_00_02ID	0	Ayesha	アーシャ	ヴァレリアさーん！\nいますかー？						
Date_MCHARA_B_00_02ID	1	Valeria	ヴァレリア	あら、アーシャじゃない。\nまた薬草を集めに行くの？						
Date_MCHARA_B_00_02ID	2	Ayesha	アーシャ	いえ、今日はただ遊びに来たんです。\nその……ヴァレリアお姉ちゃんに会いたくて						
Date_MCHARA_B_00_02ID	3	Valeria	ヴァレリア	ふふ、何それ。\nまったく、寂しがりやな妹ね！						
Date_MCHARA_B_00_02ID	4	Valeria	ヴァレリア	いいわよ。今日はなんの予定もないし、\nヴァレリアお姉ちゃんが相手してあげる！						
Date_MCHARA_B_00_02ID	5	Ayesha	アーシャ	本当ですか？\nふふっ、嬉しいです！						
Date_MCHARA_B_00_02ID	6	Valeria	ヴァレリア	それじゃあ何をしようかしら？\nお姉ちゃんにしてほしいことはある？						
Date_MCHARA_B_00_02ID	7		選択肢	うーん……ちょっと考えてみます！						
Date_MCHARA_B_00_02ID	8	Ayesha	アーシャ	うーん……ちょっと考えてみます！						
Date_MCHARA_B_00_02ID	9	Valeria	ヴァレリア	なんでもいいわよ。\n本当にちょっとしたことでもいいからね						
