romanized	name_jp	text_jp	name_en	text_en	name_zh-CN	text_zh-CN	name_zh-TW	text_zh-TW
Heidi	ハイディ	（さてと、なんか良い仕事来てないかな）	Heidi	(Let's see. I wonder if any good requests have come in...)	海蒂	（好，看看有没有合适的工作吧。）	海蒂	（好了，有沒有什麼不錯的委託呢？）
Valeria	ヴァレリア	いらっしゃいませ！	Valeria	Welcome!	瓦莱莉娅	欢迎光临！	瓦萊莉婭	歡迎光臨！
Heidi	ハイディ	（ヴァ、ヴァレリア！？）	Heidi	(What?! Valeria?!)	海蒂	（瓦、瓦莱莉娅？！）	海蒂	（瓦、瓦萊莉婭！？）
Heidi	ハイディ	"（「いらっしゃいませ」って、
　え？　ここで働いてるの！？）"	Heidi	"(Wait, she said ""Welcome!"" when I walked in. No way. Does that mean she's working here?!)"	海蒂	"（她说“欢迎光临”，
　咦？难道她在这里工作吗？！）"	海蒂	"（她喊「歡迎光臨」……
　咦？她在這裡工作嗎！？）"
	選択肢	素直に驚く	Selection	Ask her why she's here	选项	表现出震惊	選項	直接表現驚訝
Heidi	ハイディ	なんでここに！？	Heidi	What are you doing here?!	海蒂	你怎么会在这里？！	海蒂	妳怎麼會在這裡！？
Valeria	ヴァレリア	ふっふっふ～、驚きました？	Valeria	Heh heh heh... Surprised, huh?	瓦莱莉娅	嘿嘿，吓你一跳吧？	瓦萊莉婭	哼哼哼～嚇了一跳吧？
Valeria	ヴァレリア	どうでしょう？　ウェイトレスの私は	Valeria	I make a pretty great waitress, don't you think?	瓦莱莉娅	您认为我的女服务员打扮怎么样呢？	瓦萊莉婭	我這個服務生看起來怎麼樣？
Heidi	ハイディ	"あんまり見た目は変わらないけど、
敬語の違和感がすごい"	Heidi	You don't look much different than usual, but you sounded pretty official when you greeted me!	海蒂	"外表上是没什么差别，
可你毕恭毕敬的说话方式让人很不适应。"	海蒂	"雖然外表沒什麼太大的變化，
但畢恭畢敬的說話方式好不習慣。"
Valeria	ヴァレリア	ご注文が決まったらお声がけあそばせ	Valeria	When you're ready to order, please just, uh...give me a shout!	瓦莱莉娅	想好要点什么了就跟小的说吧。	瓦萊莉婭	決定餐點之後請告知我一聲。
Heidi	ハイディ	"（敬語でもない気がするけど、
　面白いからこのままでいっか）"	Heidi	(This is great! She hasn't exactly perfected her customer service persona, but I have to see where this goes.)	海蒂	"（好像也不是正经敬语，
　不过也挺有趣的，就这样吧。）"	海蒂	"（好像也不算畢恭畢敬。
　反正挺有趣的，就隨她吧。）"
	選択肢	腕っぷしの強そうな新入りさんだね	Selection	Looks like the cafe is hiring for toughness.	选项	这位新人看起来身手了得呢	選項	新來的店員看起來臂力很強呢
Heidi	ハイディ	"う、腕っぷしの強そうな
新入りさんですこと……"	Heidi	Whoa. Looks like the cafe just hired a burly new staff member.	海蒂	这、这位新人看起来身手了得呢……	海蒂	這、這位新來的店員看起來臂力很強呢……
Valeria	ヴァレリア	ええ、看板娘兼用心棒よ！	Valeria	Yup! I'm the new poster girl—and I double as a security guard!	瓦莱莉娅	是的，我是招牌女店员兼保镖！	瓦萊莉婭	嗯，我是招牌姑娘兼保鑣！
Heidi	ハイディ	その二つを一人で担うことってあるんだ	Heidi	Can the same person really do both of those things...?	海蒂	还有人能身兼这两职啊。	海蒂	原來可以一人身兼二職啊。
Valeria	ヴァレリア	一石二鳥でお得でしょ？	Valeria	Kill two birds with one stone, right?	瓦莱莉娅	一石二鸟，很值当吧？	瓦萊莉婭	雇用我一石二鳥很划算吧？
Heidi	ハイディ	"まぁ、確かに。
愛嬌と度胸が両方あれば無敵かもね"	Heidi	I guess you're right. There's nothing better than someone who's both beautiful and brave.	海蒂	"嗯，确实。既惹人怜爱又胆识过人，
那可能无人能敌了吧。"	海蒂	"嗯，確實。同時兼具可愛和膽量，
或許就無人能敵了。"
Valeria	ヴァレリア	うふふ～	Valeria	Hehe!	瓦莱莉娅	呵呵～	瓦萊莉婭	呵呵～
	選択肢	あえて他人のふりをする	Selection	Pretend not to recognize her	选项	假装不认识她	選項	刻意假裝不認識
Heidi	ハイディ	えっと、仕事を探しに来たのですが	Heidi	Um, I'm here looking for some work.	海蒂	唔，我是来找工作的。	海蒂	妳好，我是來找工作的。
