romanized	name_jp	text_jp	name_en	text_en	name_zh-CN	text_zh-CN	name_zh-TW	text_zh-TW
Roman	ロマン	"ロロナ、一人で魔物討伐に行くのかい？
……同行予定のライザが、行けなくなってしまったのか"						
Roman	ロマン	"それなら、アンチュに同行をお願いしてみようか。
ロロナとアンチュは相性が悪くないと思うんだ"						
Rorona	ロロナ	アンチュさん、来てくれてありがとうございます						
Antje	アンチュ	"あ、あの男に言われたから……
それに、この前ロロナとは街で話したし……"						
Rorona	ロロナ	"突然だったよね、ごめんなさい。
でも、一人は心細かったから、来てくれて嬉しいです"						
Antje	アンチュ	……						
Rorona	ロロナ	"じゃあ、目的地に向けて出発しましょう！
えい、えい、おー！"						
Antje	アンチュ	……おー						
Rorona	ロロナ	"えっと、今日はカフェのお手伝いで、
王都近くに出没する魔物を倒しに行きます！"						
Antje	アンチュ	……知ってるわ						
Rorona	ロロナ	"は、はい！　えっと、えと、
よ、よろしくお願いします！"						
Antje	アンチュ	……						
Rorona	ロロナ	"（ど、どうしよー！　突然のことだったから、
　アンチュさん、怒ってるのかな！？）"						
Rorona	ロロナ	"あ、確かこの先に魔物が出現するって言ってました！
この先に進む前に……"						
Rorona	ロロナ	"食べたら元気が出るパイです！　焼いてきました。
アンチュさんも、どうぞ！"						
Antje	アンチュ	"そ、それを受け取ったら、しっかり働かなくちゃ
いけないんでしょ……だったらいらないわ"						
Rorona	ロロナ	"うう、アンチュさん、ごめんなさい。
戦いたくないのに連れてきちゃって……"						
Rorona	ロロナ	"わ、わたし、一人で戦えますから、
アンチュさんはここで待っていてください！"						
Rorona	ロロナ	あ、パイはあげます！　どうぞ！						
Antje	アンチュ	……						
Antje	アンチュ	……						
AONA	アオナ	"ロロナ……優しいね。
アンチュちゃんのこと気遣ってくれてる"						
MURASAKI	ムラサキ	"そうかな。
王子の指名だから、優しく接しているだけだよ"						
YELLO	イェーロ	"デモ彼女、カフェデ会ッタトキモ、街デ会ッタトキモ
優シカッタワ"						
Antje	アンチュ	うん……						
RUAKKA	ルアッカ	"おいおい、こいつぁ強そうだぜ。
ロロナ、ヤバいんじゃねぇか？"						
Antje	アンチュ	……っ！						
Rorona	ロロナ	アンチュさーん！　助けてくれてありがとう						
Antje	アンチュ	……パイ、かなり美味しかった						
Rorona	ロロナ	えへへ。よかったー						
Rorona	ロロナ	"でも、パイの焼きたてはもっと美味しいです！
今度カフェに食べに来てください"						
Rorona	ロロナ	"今日のお礼として、とびっきりのパイを焼きます！
ルアくんたちの分も"						
Antje	アンチュ	"お、お礼とか、いらないわよ……
もうパイももらっているし……"						
Antje	アンチュ	……今度、お邪魔するわ						
Rorona	ロロナ	はい！　お待ちしてまーす						
Rorona	ロロナ	（アンチュさん、どんなパイが好きかな？）						
Rorona	ロロナ	"（一緒に焼きたてパイを食べたら、
　もっと仲良くなれるかも）"						
