romanized	name_jp	text_jp	name_en	text_en	name_zh-CN	text_zh-CN	name_zh-TW	text_zh-TW
Roman	ロマン	"（今日は王都に新しくできたと話題の
　店でも見に行こうか）"	Roman	(A new shop just opened in the capital today. Perhaps I'll drop by and take a look.)	罗曼	（今天就去备受热议的王都新店看看吧。）	羅曼	"（大家都在討論王都那間新開的店，
　今天去看看吧。）"
Roman	ロマン	"（ん？　あそこにいるのはジェロンと……
　泣いている女の子？）"	Roman	(My word! Geron is over there with a little girl—and she's in tears!)	罗曼	"（嗯？站在那里的是杰隆和……
　哭泣的小女孩？）"	羅曼	"（嗯？在那裡的是傑隆和……
　一個正在哭的小女孩？）"
		女の子の涙を止めるために茶番をする		Put on a show to cheer her up		故意胡闹好让女孩停止哭泣		演一場鬧劇讓小女孩停止哭泣
Roman	ロマン	"やあ、お姫様。
そんなに泣いてどうしたんだい？"	Roman	What's the matter, princess? Dry those beautiful eyes, won't you?	罗曼	"这位公主，你好啊。
怎么哭得这么伤心？"	羅曼	"嗨，公主殿下。
哭得這麼厲害是怎麼了？"
Geron	ジェロン	……	Geron	...	杰隆	……	傑隆	……
Roman	ロマン	"この私が来たからにはもう大丈夫さ。
ほら、笑って"	Roman	It's all right, I'm here now. So go ahead, my lady, grace me with a smile.	罗曼	"只要有我在，问题都会迎刃而解。
来，笑一个吧。"	羅曼	"既然我都來了，就沒什麼好擔心了。
來，笑一個吧。"
Geron	ジェロン	……ふ	Geron	Heh...	杰隆	……呵。	傑隆	……呵。
Roman	ロマン	"まさかジェロン、君が笑うとはね。
……少し恥ずかしいな"	Roman	Well, at least one of you laughed. But you're making me a bit embarrassed...	罗曼	"没想到你会笑啊。
……我都有点害臊了。"	羅曼	"沒想到是傑隆你笑了。
……有點難為情呢。"
Geron	ジェロン	鮮やかなものだったぞ	Geron	That was quite the performance.	杰隆	你的表演很精彩。	傑隆	你表演得很精采喔。
Geron	ジェロン	"この子どもは、ここで一人で泣いていた……
恐らく迷子だろう"	Geron	I found this little girl here all alone, crying her eyes out. My guess is that she's lost.	杰隆	"这个孩子在这里独自哭泣……
恐怕是走丢了吧。"	傑隆	這孩子一個人在這裡哭……恐怕是迷路了吧。
Roman	ロマン	"なるほど。
ならばこの子の保護者探し、私も手を貸そう"	Roman	A damsel in distress, hm? Then allow me to lend a hand. We'll find her parents together.	罗曼	"这样啊。
那我也来帮她寻找监护人吧。"	羅曼	"原來如此。
那我也來幫忙找這孩子的父母吧。"
		君が泣かせたのかと聞く		Ask Geron if he made her cry		询问是不是杰隆弄哭她的		詢問是不是傑隆弄哭的
Roman	ロマン	"ジェロン、まさか……
君が泣かせたのかい？！"	Roman	Geron, she's just a little girl! Don't tell me you made her cry!	罗曼	"杰隆，难道……
是你把她弄哭了？！"	羅曼	傑隆，難道說……是你把她弄哭的？！
Geron	ジェロン	"一人で泣いていたから、
迷子だと思っていた"	Geron	She was crying when I got here. Since she's all alone, she must be lost.	杰隆	"这个孩子在这里独自哭泣，
应该是迷路了。"	傑隆	她一個人哭個不停，我想應該是迷路了。
Roman	ロマン	"ああ。もちろん本気で
疑ってなどいないさ。"	Roman	Right, of course. I never doubted you for a second.	罗曼	"嗯，当然了，
我不是真的在怀疑你。"	羅曼	哦，我當然不是真的在懷疑你啦。
Geron	ジェロン	"……俺をからかっても、期待できるような
反応は出来ないぞ"	Geron	It doesn't matter how much you tease me. You're not going to get the reaction you're hoping for.	杰隆	"……就算你捉弄我，
我也不会给出有趣的反应。"	傑隆	"……就算戲弄我，
你也得不到什麼值得期待的反應喔。"
