romanized	name_jp	text_jp	name_en	text_en	name_zh-CN	text_zh-CN	name_zh-TW	text_zh-TW
Valeria	ヴァレリア	…………						
Valeria	ヴァレリア	ここは……						
Criselda	クリセルダ	"真正面から堂々とやって来る
人影があると思ったら……"						
Criselda	クリセルダ	"まさか、あなただったとはね。
ヴァレリア"						
Valeria	ヴァレリア	…………						
Criselda	クリセルダ	"よく来てくれたわね。
歓迎するわ"						
Criselda	クリセルダ	"けど、どういう風の吹き回しかしら？
何か心境の変化でもあったの？"						
	選択肢	すべて話してくれると約束したから						
Valeria	ヴァレリア	"人造頂獣の戦いが片付いたら、
いくらでも話をするって約束だったでしょ？"						
Criselda	クリセルダ	"ふふ……そうね。
確かにそういったわ"						
Criselda	クリセルダ	"嬉しいわ。
私の言葉、覚えていてくれたのね"						
Valeria	ヴァレリア	…………						
	選択肢	あんたのお弁当の味が忘れられない						
Valeria	ヴァレリア	"あんたにもらったお弁当の味……
あれが忘れられなかっただけ"						
Criselda	クリセルダ	"あら、ふふふ……
お弁当の味が、ね……"						
Criselda	クリセルダ	"どうやら、あなたのお腹は
思った以上に正直みたいね"						
Criselda	クリセルダ	"本能に忠実な渇望があることは
分かりやすくて好きよ"						
	選択肢	どうしてここにいるんだろう						
Valeria	ヴァレリア	…………						
Valeria	ヴァレリア	"分からない。
私も、よく……"						
Criselda	クリセルダ	"自分でも分からない……？
不思議なことをいうのね"						
Criselda	クリセルダ	"けど、人の心は複雑怪奇。
自分で自分が分からない時もあるでしょう"						
Criselda	クリセルダ	"それでも何かしらの理由を付けるなら……
きっと、あなたは私に導かれたのよ"						
Criselda	クリセルダ	"とはいえ、あなたにとって私は敵のはず。
そして、その逆もまた然り"						
Criselda	クリセルダ	"なのに、あなたはのこのこと
一人でここへやって来た"						
Criselda	クリセルダ	"何か企みでもあると
考えるのが普通だと思うけど……"						
Criselda	クリセルダ	"そんな状況で、どうして私が
あなたを信じられるのかしらね？"						
Valeria	ヴァレリア	それは……						
	選択肢	考えが変わったの						
Valeria	ヴァレリア	考えが変わったの						
Valeria	ヴァレリア	"知りたいことを知るには
今のままではダメだって"						
Criselda	クリセルダ	"……なるほど。
私たちといたほうが得だと"						
Criselda	クリセルダ	確かに、それは間違いないわね						
Criselda	クリセルダ	"レスナたちと一緒にいるよりも
たくさんの知識が得られるでしょうね"						
	選択肢	こっちこそ信じていいんでしょうね？						
Valeria	ヴァレリア	"それはお互いさま。
こっちこそ信じていいんでしょうね？"						
Criselda	クリセルダ	"それはもちろんよ。
あなたの望むものを渡せるはずだわ"						
Criselda	クリセルダ	そこに偽りはないわ						
	選択肢	もちろん企みはある						
Valeria	ヴァレリア	"あんたが疑っている通り、
もちろん企みはある"						
Valeria	ヴァレリア	"でも、クリセルダはそれを知ったとしても
私を置いてくれるんじゃないかと思ってね"						
Criselda	クリセルダ	"あら……正直にいうのね。
ふふふ、面白いじゃない"						
Criselda	クリセルダ	"いいわ。
その企みすらねじ伏せてあげる"						
Criselda	クリセルダ	"まあ、それにしても……
あなたがここに来たことは喜ばしいこと"						
Criselda	クリセルダ	"知りたい、というのなら、
その渇望を満たしてあげるわ"						
Valeria	ヴァレリア	それなら――						
Criselda	クリセルダ	ただし、１つだけ条件があるわ						
Valeria	ヴァレリア	……なに？						
Criselda	クリセルダ	"そんなに警戒しなくても大丈夫。
別に難しいことじゃないわ"						
Criselda	クリセルダ	"あなたはただ、
私に協力してくれればいいの"						
Valeria	ヴァレリア	協力……						
	選択肢	ええ、いいわよ						
Valeria	ヴァレリア	"ええ、いいわよ。
そのくらいなら"						
???	？？？	（奴の信頼を得て、懐に潜り込め）						
Valeria	ヴァレリア	――ッ！						
Criselda	クリセルダ	"……詳しい話を聞く前に、
二つ返事をしていいのかしら？"						
Criselda	クリセルダ	"まあ、こちらとしては
都合がいいのだけれど"						
	選択肢	誰があんたのいうことなんか！						
Valeria	ヴァレリア	"そんな……協力だなんて……
誰があんたのいうことなんか――"						
???	？？？	"（奴に協力するのだ。
　信頼を得て、懐に潜り込め）"						
Valeria	ヴァレリア	――ッ！						
Criselda	クリセルダ	…………						
Criselda	クリセルダ	"大丈夫なの？
具合が悪いようだけど？"						
Valeria	ヴァレリア	"別に……大丈夫。
心配するようなことじゃないわ"						
Valeria	ヴァレリア	"そんなことより、
協力……するわ"						
Criselda	クリセルダ	"……あら、いいの？
こちらとしては嬉しい限りだけど"						
	選択肢	従ったふりをする						
???	？？？	"（余計なことは考えるな。
　信頼を得て、懐に潜り込め）"						
Valeria	ヴァレリア	――ッ！						
Valeria	ヴァレリア	"……ええ、いいわよ。
協力するわ"						
Criselda	クリセルダ	……いいの？						
Valeria	ヴァレリア	約束を果たしてもらうためならね						
Criselda	クリセルダ	なるほど……						
Valeria	ヴァレリア	"とにかく、協力はする。だから
知っていることはすべて教えてもらうわよ"						
Criselda	クリセルダ	"何度もいってる通り、
それについては構わないけど……"						
Criselda	クリセルダ	あなた……やっぱり						
Valeria	ヴァレリア	なに……？						
Criselda	クリセルダ	いいえ、なんでもないわ						
Criselda	クリセルダ	"改めて、ようこそ――
極夜の錬金党へ"						
