romanized	name_jp	text_jp	name_en	text_en	name_zh-CN	text_zh-CN	name_zh-TW	text_zh-TW
Valeria	ヴァレリア	"うーん、お腹空いた！
フロッケのお弁当食べましょ！"						
Antje	アンチュ	"そうね。頼まれてた採取も
一区切りついたことだし"						
Antje	アンチュ	"それにしてもなんで貴方と
二人で採取なんかに……"						
Valeria	ヴァレリア	"レスナが二人はもっと仲良くなった
ほうがいいって言うんだもの。
だから誘ってみたのよ"						
Antje	アンチュ	（気まずいとかないのかしら）						
Valeria	ヴァレリア	"じゃあ、いただきまーす！
うーん、やっぱりフロッケの作る料理は
最高ね！"						
		クリセルダの料理のほうが美味しい						
Antje	アンチュ	"クリセルダの料理のほうが美味しいに
決まってる"						
Valeria	ヴァレリア	"確かにデートの時に食べたお弁当は
美味しかったわ"						
Antje	アンチュ	ふ、ふふふ。また食べたいでしょ？						
Valeria	ヴァレリア	"うん。食べたい。もしかして、
今食べられるの！？"						
Antje	アンチュ	"え。いや、食べられないわ。
……というより、ダメ。
もったいないから私が食べる"						
Valeria	ヴァレリア	"じゃあどうして「また食べたいでしょ」
なんて言ったのよ！"						
Antje	アンチュ	"（クリセルダの料理を褒められるのは
　嬉しいけど、食べさせてなんて
　やるもんか！）"						
		食べられればなんでもいいんでしょ						
Antje	アンチュ	"食べられればなんでもいいんでしょ。
味なんて分かってるの？"						
Valeria	ヴァレリア	私だって味くらい分かるわ						
Antje	アンチュ	"じゃあ、目を閉じて。
今から口に入れるものは、誰が作った物か
当ててみて"						
Valeria	ヴァレリア	何かな、何かな						
Antje	アンチュ	"（昨日私が作ったクッキーを入れちゃえ。
　誰が作ったか絶対分からないはず）"						
Valeria	ヴァレリア	もぐもぐ……ん！						
Valeria	ヴァレリア	なにこれ！　すごく美味しいわね！						
Antje	アンチュ	"（……な、なんだか美味しいって
　言われると……どうしてだろう。
　胸がざわざわする）"						
Valeria	ヴァレリア	"分かった！
イザナがときどき食べてるおやつ？"						
Valeria	ヴァレリア	いたっ！						
Antje	アンチュ	不正解……っ						
Valeria	ヴァレリア	えっ？　そんな叩くほど？						
		食べること以外興味ないの？						
Antje	アンチュ	"貴方、食べるときだけやたらと元気よね。
他に興味のあることはないの？"						
Valeria	ヴァレリア	"そうね……戦うのは好きよ。
特に強い奴と戦うのが好き"						
Valeria	ヴァレリア	思いっきり体を動かせる戦いが最高ね！						
Antje	アンチュ	"（なるほど……
　たくさん動いているからたくさん
　食べるのか、はたまたその逆か）"						
Antje	アンチュ	（食べるのにはちゃんと理由があると）						
Valeria	ヴァレリア	さーて、帰ったら一眠りしようかしら						
Antje	アンチュ	"（……寝てるのもよく見かけるから、
　この説は間違っているのかもしれない）"						
Antje	アンチュ	"……というか、フロッケの料理が
最高っておかしいじゃない"						
Antje	アンチュ	"貴方、錬金党にいた時はクリセルダの
料理が一番美味しいって言ってたくせに"						
Valeria	ヴァレリア	"そうなの？　そんなこと言ってたんだ……。
私、錬金党にいた時の記憶がないのよね"						
Antje	アンチュ	ふうん……						
Valeria	ヴァレリア	私、どんなことを言ってたの？						
Antje	アンチュ	（さて、どうしてくれようかしら）						
		本当のことを言う						
Antje	アンチュ	"普段の貴方と、あまり変わらなかったわ。
さっき言った食事のときみたいに、
少しクリセルダをおだててたくらい"						
Valeria	ヴァレリア	"うーん……それはおだてるように
仕向けられてたのかしら"						
Valeria	ヴァレリア	"それとも、本当にクリセルダのご飯が
とても美味しかったのかしら"						
Antje	アンチュ	"（思い出せないことについて、
　今までで一番悔しそうな顔をしてる……）"						
		嘘をつく						
Antje	アンチュ	"私が間違っていた、正しいのは錬金党
だったって、絶対の忠誠を誓っていたわ"						
Antje	アンチュ	"私の肩だって揉んでくれてたのに……。
もう揉んでくれないなんて、残念ね"						
Valeria	ヴァレリア	"え！？　そんなに打ち解けてたの！？
やるわね、私……"						
Antje	アンチュ	（期待した反応と違う！？）						
Valeria	ヴァレリア	"というか、言ってくれれば揉みまくりよ？
ほらほら、どこがいいの？"						
Antje	アンチュ	い、嫌……来ないで						
		大嘘をつく						
Antje	アンチュ	"そう……全ては貴方が、倒した竜を担いで
私たちの前に現れたところから始まったの。
これが手土産だ、と言って"						
Valeria	ヴァレリア	う、うん						
Antje	アンチュ	"私の武力と錬金党の叡智。
それが合わされば不可能はない。
共に真なる世界を興そう"						
Antje	アンチュ	"そう言った貴方に、クリセルダは
実力を見せてみなさいと戦いを挑んだ"						
Valeria	ヴァレリア	それでそれで……！？						
Antje	アンチュ	"……そうして、錬金党と貴方で
割れた大地の奥底にうごめく頂獣を倒し、
新たな力を得るための素材を手に入れたのよ"						
Valeria	ヴァレリア	"すごいじゃない……続きは！？
続きはどうなったの！？"						
Antje	アンチュ	"（想像以上の大作を語ってしまった……。
　けど、なぜこいつはこれが嘘だと
　気付かないの！？）"						
Valeria	ヴァレリア	続きは？　はやく、はーやーくー！						
Antje	アンチュ	ま、また今度話してあげるわ……						
Valeria	ヴァレリア	"……ありがとう。色々話を聞いてみたけど、
やっぱり思い出せないみたい"						
Valeria	ヴァレリア	"不便ではあるけど……。
でも、クリセルダといた時のことは
大体アンチュも見てるのよね"						
Antje	アンチュ	"まあ……見てたから。
クリセルダに変なことしないように"						
Valeria	ヴァレリア	じゃあ、安心ね						
Antje	アンチュ	……どういうこと？						
Valeria	ヴァレリア	"だって何かあったら、アンチュに
聞けばいいから"						
Antje	アンチュ	……						
		しょうがないから助けてあげる						
Antje	アンチュ	"まあ、いいわ。しょうがないから
助けてあげる"						
Antje	アンチュ	"……変に断ったり意地悪したほうが
面倒なことになりそうだし"						
Valeria	ヴァレリア	え？　どういうこと？						
Antje	アンチュ	（自覚してないのがムカツク……！）						
		私を信用するの？						
Antje	アンチュ	私を信用するの？　この前まで敵だったのよ						
Valeria	ヴァレリア	"でも、今は仲間よね？
レスナが信じるなら私も信じる"						
Antje	アンチュ	"（そんなのでいいのか、って言おうとした
　けど、私もクリセルダが信じると
　言ったらそれに従ってしまうかも）"						
Antje	アンチュ	"（私とこいつは似ている部分が
　あるのかもしれない）"						
		あることないこと言うかも						
Antje	アンチュ	"いいのね？　あることないこと
言うかもしれないわよ"						
Valeria	ヴァレリア	ないことって、たとえばどういうの？						
Antje	アンチュ	"貴方が嫌がることや、恥ずかしくなる
こととか"						
Valeria	ヴァレリア	"なるほど……私の嫌がることとか
恥ずかしくなることってなんだろう……
楽しみね！"						
Antje	アンチュ	……						
Valeria	ヴァレリア	……？　どうしたの？						
Antje	アンチュ	……なんでもないわ						
Valeria	ヴァレリア	"いけない、話してたら食べるのが
遅くなっちゃったわ。
早く戻らないとレスナが心配するかも"						
Valeria	ヴァレリア	急ぐわよ！						
Antje	アンチュ	う、うん……						
Antje	アンチュ	"（どうして……こいつといると
　こうも調子が狂うのかしら）"						
