romanized	name_jp	text_jp	name_en	text_en	name_zh-CN	text_zh-CN	name_zh-TW	text_zh-TW
Roman	ロマン	"今日は来てくれてありがとう！
一度、一対一で手合わせを
してみたかったんだ"	Roman	Thank you for joining me! I was hoping I'd be able to spar with you one of these days.	罗曼	"谢谢你今天赏脸过来！
我早就想跟你切磋试试了。"	羅曼	"謝謝你今天抽空過來！
我一直很想與你來場一對一的切磋。"
Geron	ジェロン	"俺もお前の流麗な動きは一目置いている。
手合わせできるのは、光栄だ"	Geron	I've seen your skill with a blade, so it will be an honor to cross swords with you myself.	杰隆	"你行云流水的一套动作也让人佩服。
很荣幸能跟你切磋过招。"	傑隆	"你那流暢的動作也令我深感敬佩。
能與你切磋，是我的榮幸。"
Roman	ロマン	"いやあ、素晴らしい剣捌きだね。
一振り一振りに重さがある"	Roman	Your swordsmanship is quite impressive indeed. There was such power behind each strike...	罗曼	"你的剑法真是太出色了。
一招一式都很有分量。"	羅曼	哎呀，真是出色的劍法。每一劍都充滿了力道。
		この凄まじい腕力は、左腕の影響かい？		Does your strength come from your left arm?		你的臂力这么强劲，是受了左臂的影响吗？		如此驚人的力量是來自左臂嗎？
Roman	ロマン	この凄まじい腕力は、その左腕の影響かい？	Roman	Does your incredible strength have something to do with that left arm of yours?	罗曼	你的臂力这么强劲，是受了左臂的影响吗？	羅曼	這如此驚人的力量是來自你的左臂嗎？
Geron	ジェロン	"その通りだが、話題に出すのは避けた方が
いいぞ、不吉なものだ"	Geron	In a word, yes. But let's just say there are some things you're better off not knowing.	杰隆	是这样没错，不过还是别提它为妙，不吉利。	傑隆	"沒錯，但我們最好別提及這個話題，
這條手臂是不祥之物。"
Geron	ジェロン	"これは俺に力を与えたが、
同時に俺から多くのものを奪っている……"	Geron	Though it has given me great power...it's taken much from me as well.	杰隆	它给了我力量，却也夺走了我的许多东西。	傑隆	它給予我力量的同時，也奪走了很多東西……
Roman	ロマン	不躾だったね。すまない	Roman	Forgive me. It was thoughtless of me to ask.	罗曼	是我冒昧了，抱歉。	羅曼	抱歉，是我冒犯了。
		その剣捌き、どこで学んだんだい？		Where did you learn to fight like that?		你的剑法是从哪里学的？		你在哪裡學的劍法？
Roman	ロマン	その剣捌き、どこで学んだんだい？	Roman	I must ask, where did you learn to fight like that?	罗曼	你的剑法是从哪里学的？	羅曼	你在哪裡學的劍法？
Geron	ジェロン	"独学だ。金を稼ぐために地下闘技場で
戦闘を重ねた"	Geron	I taught myself. I needed a way to make Cole, so I spent a lot of time fighting in underground rings.	杰隆	"是我自学的。
我为了赚钱去地下竞技场打了很多场。"	傑隆	"是自學的。我曾在地下競技場
打過多場戰鬥，賺取錢財。"
Geron	ジェロン	"あの頃の俺は、生きるために、
ティムを生かすために、必死だった……
気づいたらここまで強くなっていたんだ"	Geron	I was desperate. I needed to do whatever it took for Tim and me to survive. Any skills I have now were honed out of necessity.	杰隆	"我当时拼了命地活着，也为了养活提姆……
等我察觉时自己已经变得这么厉害了。"	傑隆	"當時為了讓自己和提姆活下去，
我拚盡了全力……
回過神來，就變得這麼強了。"
Roman	ロマン	"想いの力、ってやつかな。
君の覚悟が伝わってくるよ"	Roman	The true power of devotion. Now I see what made you so strong.	罗曼	"这就是念想的力量啊。
我感受到你的决心了。"	羅曼	"這就是所謂信念的力量吧。
我能感受到你的決心。"
		弟君も君のような素養を持っているのかな		Can your brother fight as well as you?		你弟弟也有跟你一样的天赋吗？		令弟也擁有相同的劍術天賦嗎？
Roman	ロマン	弟君も君のような素養を持っているのかな	Roman	Can your brother fight as well as you?	罗曼	你弟弟也有跟你一样的天赋吗？	羅曼	令弟也擁有相同的劍術天賦嗎？
Geron	ジェロン	"ティムは生来、体が弱い……
素養なんて、考えたこともない"	Geron	I've never thought about it, actually. Tim has been so frail his whole life...	杰隆	"提姆生来体弱……
我从没想过他有这方面的天赋。"	傑隆	"提姆生來就體弱多病……
劍術天賦什麼的連想都不敢想。"
Geron	ジェロン	"あぁティム、今、何をしているのか。
大丈夫だろうか……"	Geron	I wonder what he's doing right now... I just hope he's all right without me.	杰隆	"唉，提姆现在在做什么呢？
他没事吧……"	傑隆	"啊……提姆，現在你在做什麼呢？
有沒有生病……"
Roman	ロマン	"これは、勝負どころではなくなって
しまったようだね……落ち着くのを待とうか"	Roman	I'm sorry, I ruined the mood, didn't I? Perhaps we can pick up where we left off later.	罗曼	"这下可没有心情分出胜负了……
等他冷静下来再说吧。"	羅曼	"看他這樣子，應該是沒辦法繼續切磋了……
等他冷靜下來再說吧。"
Roman	ロマン	一度休憩しようか	Roman	What say we take a break?	罗曼	要不要休息一下？	羅曼	我們先休息一下吧。
Roman	ロマン	"どうやら、向こうの男が馬にひかせていた
荷物が倒れたようだね。
……おや？よく見れば知った顔だな"	Roman	Oh, it looks like that man's cart tipped over. His things are everywhere... But actually, I think I know the owner.	罗曼	"前面那个男人的马拉的货物翻倒在地了。
哦？仔细一看还是熟面孔呢。"	羅曼	"好像是對面的男子不小心將馬背上的行李弄倒了……
嗯？這個人看起來有點眼熟。"
