romanized	name_jp	text_jp	name_en	text_en	name_zh-CN	text_zh-CN	name_zh-TW	text_zh-TW
Resna	レスナ	これで頼まれてた分は全部かな	Resna	And I think that just about covers everything in that section.	蕾斯娜	委托需要的都收集齐了吧。	蕾斯娜	這樣就把委託的部分都完成了吧。
Izana	イザナ	そうだね。お疲れさま、レスナちゃん	Izana	Thanks a lot, Resna. That was great.	伊札娜	嗯。辛苦你了，蕾斯娜。	伊札娜	是啊。妳辛苦了，蕾斯娜。
Resna	レスナ	"いや～、久しぶりにこの辺りの薬草を
採取したよ"	Resna	You know, it's been a long time since I gathered herbs around here.	蕾斯娜	哎呀，好久没有在这附近采集药草了。	蕾斯娜	哎呀～很久沒來這邊採集藥草了呢。
Izana	イザナ	"まだ村にいた頃は、よくここの薬草を使って
調合してたもんね"	Izana	When we were still in the village, you were always using those herbs in your alchemy.	伊札娜	"还待在村子里的时候，
你常用这里的药草调合呢。"	伊札娜	"還在村裡的時候，
妳很常用這裡的藥草來調合呢。"
Resna	レスナ	"この丘を登るの、いつもひと苦労だったけど
今日はちょっぴり楽だったかも？"	Resna	The funny thing is, I usually get pretty tired before I make it all the way up here. But today's hike didn't feel quite so hard.	蕾斯娜	"我每次爬这个山坡都可累了，
但是今天好像轻松了一点？"	蕾斯娜	"每次爬這座山丘都覺得很辛苦，
但今天怎麼好像輕鬆一點了？"
Izana	イザナ	"そりゃそうだよ。
レスナちゃん、最近めきめき
体力つけてるもん"	Izana	That's because of all of the time you've put into exercising! Your training is paying off.	伊札娜	那肯定啊，你最近增强了不少体力嘛。	伊札娜	"這是當然的。
妳最近體力明顯好了很多啊。"
Resna	レスナ	"イザナちゃんが提案してくれた
あの特訓のおかげで、コツが掴めたんだ"	Resna	I think your special training program is really helping me build up some stamina.	蕾斯娜	多亏了你提议的特训，我掌握了窍门。	蕾斯娜	"多虧了伊札娜提議的那個特訓，
讓我抓到訣竅了。"
Resna	レスナ	"きっと一人だったら合わない方法を
続けて迷走してたと思う"	Resna	If I had kept trying on my own, I'd still be running in circles with no results.	蕾斯娜	"如果只凭我自己，
肯定只会一直用不适合的方法瞎忙活。"	蕾斯娜	"如果靠我自己，一定會繼續用不適合的
方法亂練一通吧。"
Resna	レスナ	"イザナちゃんはやっぱり、
私のことを一番分かってるね"	Resna	You really do know me better than anyone else.	蕾斯娜	还是伊札娜最了解我。	蕾斯娜	伊札娜果然是最懂我的人呢。
Izana	イザナ	ふふ、だといいな	Izana	Hehe, I sure try!	伊札娜	呵呵，那就好。	伊札娜	呵呵，是這樣就太好了。
Izana	イザナ	……ねえ、そういえばさ	Izana	Hey, Resna... There's something I've been wanting to ask you about.	伊札娜	说起来……	伊札娜	……對了，話說回來。
Izana	イザナ	"レスナちゃんは絵本を渡すのに失敗した後も、
定期的にあの子の家に通ってたよね"	Izana	After you delivered the picture book to that sick child's house, you kept stopping by every once in a while, didn't you?	伊札娜	"你虽然没能成功给出故事书，
但之后也有定期去那个孩子家里吧。"	伊札娜	"蕾斯娜沒能成功把繪本交出去之後，
也還是會固定去那孩子家裡看看吧。"
Resna	レスナ	"そうだね。お菓子とか、花とか、手紙とか
持って行ったり……"	Resna	Yeah, I did. I'd drop off letters or things like flowers and candy.	蕾斯娜	是呢，我有送点心、花朵、信件过去……	蕾斯娜	是啊。我會拿一些點心、花或信之類的過去……
Resna	レスナ	"病状が落ち着いてお見舞いできるようになってからは
なぞなぞの本を持って行ったりしたっけ"	Resna	Once the child was feeling better, I was even able to go and visit them. And when I did, I brought a book of riddles along.	蕾斯娜	"等那个孩子病情稳定，能接受探望之后，
我好像还拿了猜谜书过去。"	蕾斯娜	"後來等她病情好轉，可以去探病了，
我還有帶猜謎的書去看她。。"
Resna	レスナ	"これを使えば、イザナちゃんみたいに
もっと仲良くなれるかもって"	Resna	I thought that it would help us become better friends—just like it did with you and me.	蕾斯娜	"当时就想，如果一起看了那本书，
我跟她的关系说不定就能变得跟你一样好。"	蕾斯娜	"本來想說，用了那本書說不定就能像和伊札娜一樣，
變得感情更好。"
Resna	レスナ	"結局、友達になれるほど距離は
縮まらなかったけど"	Resna	But in the end, we never did end up becoming close.	蕾斯娜	但最后也没好到说得上朋友的程度。	蕾斯娜	"結果，還是沒有和她拉近距離到
能成為朋友的程度。"
Resna	レスナ	"……今思えば、一気に、
がーって行きすぎたのかな"	Resna	Now that I think about it, I was probably trying too hard to force a friendship.	蕾斯娜	……现在想想，我应该是攻势太猛了。	蕾斯娜	"……現在回想起來，
大概是我一下子衝太快了吧。"
Izana	イザナ	"でも、あの子とあの子の親に「とても親切な子」って
認識してもらえるようにはなったでしょ？"	Izana	But still, that whole family always went on and on about how kind you were. They never forgot that.	伊札娜	但那个孩子跟孩子家长都觉得你很热心吧？	伊札娜	"不過，妳還是有讓她的父母了解到
妳是個非常親切的人了，對吧？"
Resna	レスナ	うん……だと、いいな	Resna	Yeah... I just hope I helped a little.	蕾斯娜	嗯……但愿如此。	蕾斯娜	嗯……是這樣就好了。
Izana	イザナ	レスナちゃんのそういう思いやりに溢れたところとか	Izana	Resna, you have such a good heart. You're so kind and giving.	伊札娜	蕾斯娜这种爱热心照顾人的性格……	伊札娜	像蕾斯娜妳這種充滿善意的一面，
Izana	イザナ	"誰かのためなら苦手なことでも
諦めないで頑張れるところとか"	Izana	And no matter what, you never give up when you're trying to help someone else.	伊札娜	会为了他人努力，克服自己的弱点的性格……	伊札娜	"還是妳為了他人，即使是不擅長的事情
也不放棄地努力下去的地方，"
Izana	イザナ	"そういうところが好きだし、
応援したくなるんだ"	Izana	I love that about you. So I always want to be there for you when you need it, too.	伊札娜	"我很喜欢你的这些特质，
这让我情不自禁想为你你加油。"	伊札娜	我都很喜歡，很想替妳加油。
Resna	レスナ	褒めすぎだよ	Resna	You're just too sweet.	蕾斯娜	你夸得也太过啦。	蕾斯娜	妳太過獎了啦。
Izana	イザナ	だって本当にそう思ってるんだもん	Izana	I really mean it!	伊札娜	因为我就是这么想的呀。	伊札娜	我是真的這麼想的嘛。
Resna	レスナ	だから余計に恥ずかしいんだって	Resna	I know you do. That's why I can't stop blushing...	蕾斯娜	那我就更不好意思了。	蕾斯娜	妳這樣說讓我更難為情了啦。
	レスナ/イザナ	……ふふっ	Resna/Izana	Hehe!	蕾斯娜/伊札娜	……呵呵。	蕾斯娜/伊札娜	……呵呵。
