romanized	name_jp	text_jp	name_en	text_en	name_zh-CN	text_zh-CN	name_zh-TW	text_zh-TW
Roman	ロマン	"（人手が足りないと言われて手伝いに来たが……
　もう一人くらい手を借りたいな）"	Roman	(I volunteered to help out at the cafe today since they were short-staffed, but we could still use another pair of hands...)	罗曼	"（店里说人手不够，我就来帮忙了……
　可还想再叫个人来帮忙啊。）"	羅曼	"（我聽說咖啡廳人手不足就來幫忙了……
　但感覺還需要再找一個幫手。）"
Roman	ロマン	"やあ、ジェロン。いらっしゃい。
今日はどうしたんだい？"	Roman	Welcome, Geron! It's good to see you. What can I do for you today?	罗曼	"哎呀，杰隆，欢迎光临。
今天过来是有什么事吗？"	羅曼	"嗨，傑隆，歡迎光臨。
今天有什麼事呢？"
Geron	ジェロン	"討伐依頼の報告に来たんだが、忙しそうだな。
……ところでお前は何をしている？"	Geron	I came to report back about a hunt I just finished, but it seems like you have your hands full with... Wait. Why are you even here?	杰隆	"我是来报告讨伐委托的，不过店里挺忙的啊。
……你在这里做什么？"	傑隆	"我是來回報討伐委託相關的事，但店裡似乎很忙呢……
話說，你在這裡做什麼？"
Roman	ロマン	"私は今日限定で、このカフェの男前店員さ！
そうだ、ジェロン。このあと時間はあるかい？"	Roman	I just so happen to be this cafe's newest, most dashing staff member! For today only, that is. By the way, are you free?	罗曼	"我是只出现在今天的咖啡厅男子汉店员！
对了，杰隆，你待会儿有空吗？"	羅曼	"我今天是咖啡廳的一日限定帥氣店員！
對了，傑隆你現在有空嗎？"
Roman	ロマン	"見ての通り大繁盛で、人手が足りないんだ。
よかったら手を貸してくれないか？"	Roman	As you can see, we're a bit swamped at the moment. Would you be so kind as to lend us a hand?	罗曼	"你看，店里生意火爆，人手不够。
你要是方便能帮帮忙吗？"	羅曼	"如你所見，咖啡廳現在忙得不可開交。
方便的話，可以請你幫忙嗎？"
Geron	ジェロン	"……お前には借りもあるしな。いいだろう。
具体的にはどうすればいい。俺はこういった経験がない"	Geron	Well, I do owe you a favor. What do you need me to do, anyway? I've never done any of this.	杰隆	"……好吧，毕竟我还欠着你人情。
我要做些什么？我没干过这种工作。"	傑隆	"……好吧，我欠你一個人情。
具體來說是要做什麼？我沒有相關經驗。"
Roman	ロマン	"ありがとう！
じゃあ君には料理の配膳と、注文を……"	Roman	You're a lifesaver! Let's have you bring the customers their food and take some orders...	罗曼	"太感谢你了！
那你就来负责送菜跟点单……"	羅曼	謝謝你！那就請你負責送餐和點餐……
Roman	ロマン	"ジェロン、次は窓際にいる女性客から
注文とってきてくれるかな"	Roman	Geron, could you take that young lady's order? The one sitting by the window over there.	罗曼	杰隆，能麻烦你去为窗边的女客人点单吗？	羅曼	"傑隆，接下來能麻煩你去幫坐在窗邊的
那位女客人點餐嗎？"
Geron	ジェロン	……さっきから、あの客の視線が痛いんだが	Geron	Her? She's been staring at me since she sat down...	杰隆	……那位客人一直都在盯着我看。	傑隆	……那個人從剛才開始就盯得我很不自在。
Roman	ロマン	"本当だ。でもあの視線は悪意とかじゃなく、好意から
来るものじゃないかな？　……私が代わろうか"	Roman	Oh, you're right. But I don't think she means any harm. Let's switch off, then! I'll take care of this.	罗曼	"还真是。不过她应该没有恶意，
是善意的眼神吧？不然我来替你点单好了。"	羅曼	"真的耶，不過她的眼神看起來沒有惡意，
反而像是愛慕吧……需要我幫忙嗎？"
