romanized	name_jp	text_jp	name_en	text_en	name_zh-CN	text_zh-CN	name_zh-TW	text_zh-TW
Logy	ロジー	"……以上がワルターに関する報告です。
好奇心が非常に強いのは気になりますが、
思っているより悪い奴ではなさそうです"						
Brad	ブラッド	"そうか、分かった。
引き続き、警戒してくれ"						
Brad	ブラッド	それと……日頃の監視役、感謝する						
Walther	ワルター	おや、これはロジー殿						
Logy	ロジー	ワルターか。奇遇だな						
Walther	ワルター	"王宮にご用事が？
今日の監視役はあなたではなかったはず
ですが……いや"						
Walther	ワルター	"なるほど、私のことをブラッド殿に
報告していたのですね"						
Logy	ロジー	（よく分かったな……）						
Walther	ワルター	"……突然このような質問をして
恐縮なのですが"						
Walther	ワルター	"ロジー殿は私のことを
どう思っているのでしょう？"						
Logy	ロジー	お前のことを……？						
Logy	ロジー	"（どう思っているか、か。
　正直なところ……）"						
Logy	ロジー	"（ここしばらく行動を共にしてきて、
　最初の印象からだいぶ変わった。
　それを正直に言えばいいだろう）"						
	選択肢	元錬金党の要注意人物						
Logy	ロジー	元錬金党の要注意人物という認識だ						
Walther	ワルター	"……手厳しいですね。
ですが、事実です。受け入れましょう"						
Walther	ワルター	"やはり一度犯した罪というものを
拭うのは大変ですね。それを理解した上で
犯罪に手を染めたはずなのですが"						
Logy	ロジー	"後悔しているということは、
その時のワルターからは変わったという
ことだろう"						
Walther	ワルター	"そうなのでしょう。
面白いものですね、人の変化というものは"						
	選択肢	知識の探求に一生懸命な男						
Logy	ロジー	知識の探求に一生懸命な男という認識だ						
Walther	ワルター	"おお。異邦人の錬金術士の方に
そう評価していただけるなんて光栄ですね"						
Logy	ロジー	"そのひたむきな姿勢がワルターらしさでも
あり、長所でもある。
短所ともなりえるが……"						
Walther	ワルター	はい。それは重々承知しております						
	選択肢	モノクル男						
Logy	ロジー	そうだな……モノクル男……か？						
Walther	ワルター	"ふむ。それも事実ですが、
ここまで時間を共にしてきての印象が
装飾品というのは寂しいですね"						
Logy	ロジー	"……悪い、思ったことを言葉にするのが
得意じゃないんだ"						
Logy	ロジー	"それにしても、急にどうしたんだ？
自分の印象なんか聞いてきて"						
Walther	ワルター	"いえ。私はよく変人などと言われていた
ものですから"						
Walther	ワルター	"私を監視していたロジー殿から
どう見えているのか、少し気になりまして"						
