romanized	name_jp	text_jp	name_en	text_en	name_zh-CN	text_zh-CN	name_zh-TW	text_zh-TW
Ryza	ライザ	"よし！　これで、依頼分は集まったかな。
ありがとう、レスナのおかげだよ"						
Ryza	ライザ	……レスナ？　大丈夫？						
Resna	レスナ	す、すみません！　ちょっと考えごとを……						
Ryza	ライザ	気になることあった？						
Resna	レスナ	"その、ライザ先輩に「先輩」と
呼んでいただいたことなんですが……"						
Ryza	ライザ	"（あたしの知らない調理法について
　詳しく教えてくれたからね）"						
Resna	レスナ	やっぱり身に余るお言葉だと思うんです						
Ryza	ライザ	へ？						
Resna	レスナ	私はまだまだ若輩者……						
Resna	レスナ	"せめて、一人前の自信がつくまでは
保留にしていただけませんか！？"						
	選択肢	気にしなくていいのに						
Ryza	ライザ	"気にしなくていいのに。
自信なんて、どれだけやっても
つかないものだよ"						
Resna	レスナ	ライザ先輩でも、そうなんですか？						
Ryza	ライザ	うん、いまだに緊張することだってあるし						
Resna	レスナ	うーん、先は長いんですね……						
	選択肢	そうしよっか						
Ryza	ライザ	"そうしよっか。
そこまで気になるなら、やめとこう"						
Resna	レスナ	"このままじゃ、先輩がたをお呼びするたびに
罪悪感が疼いて仕方ありません！"						
Ryza	ライザ	うーん、重症だな……						
	選択肢	レスナらしいね						
Ryza	ライザ	なんだかレスナらしいね						
Resna	レスナ	そ、そうですか？						
Ryza	ライザ	"錬金術には貪欲だけど
謙虚な気持ちは忘れないところ、
あたしは美点だと思うな～"						
Resna	レスナ	あ、ありがとうございます……						
Ryza	ライザ	"だけどさ、レスナもアトリエを
引き継いだんだから、もう一人前でしょ。
どーんと構えようよ！"						
Resna	レスナ	はい！						
Ryza	ライザ	"そうだなぁ……これは
師匠に出会った頃の話なんだけど"						
Ryza	ライザ	"感激したあたしが「先生」って呼んだら
すげなく流されたことがあったんだよね"						
Resna	レスナ	ふふっ。でも、本気だったんですよね？						
Ryza	ライザ	"そうだよ。レスナに「先輩だね」って
言ったのと同じくらいね"						
Ryza	ライザ	"教えてもらえて、嬉しかった。
得意なことは、自信持ってよ"						
Resna	レスナ	ですが、大したことじゃありませんよ？						
Ryza	ライザ	"なんてことないと思うことにこそ、
発見があるんだよ"						
Ryza	ライザ	"たとえば、自分にとっては普通のことが、
人には羨ましく見える長所だったりね"						
Resna	レスナ	じゃあ私も、ライザ先輩のように……						
Resna	レスナ	"いいえ、自分だけが目指せる
錬金術士の姿があるんでしょうか？"						
	選択肢	今のままでいい						
Ryza	ライザ	今のままでいいんじゃないかな						
Resna	レスナ	今のまま……ですか？						
Ryza	ライザ	"言ったでしょ？
レスナにはレスナの美点があるって"						
Ryza	ライザ	それは、想いのままに突き進めること						
Resna	レスナ	"あっ……！
錬金術への想いこそが、
私を成長させてくれる……！"						
Ryza	ライザ	"そういうこと！
だからこのまま突っ走って、
立派な錬金術士になるんだよ！"						
Resna	レスナ	はいっ！						
	選択肢	努力を続ければ叶う						
Ryza	ライザ	"不安なときは、努力を続けるしかないよ。
そうすれば、実力もついてくるしさ"						
Resna	レスナ	"そうですね。
ただ、がむしゃらに努力するより、
目標を絞ったほうがいいのかなって……"						
Resna	レスナ	"努力……私は何をするべきでしょうか？
ど、努力って……努力っていったい！？
う～～ん……"						
	選択肢	お手本はたくさんある						
Ryza	ライザ	"迷う気持ちは分かるけど、
今のアトリエは参考になる人が多いよね。
そう考えると、お手本はたくさんあるよ"						
Ryza	ライザ	錬金術士が集まってるんだから！						
Resna	レスナ	たしかに心強いですね！　ただ……						
Resna	レスナ	"できることなら私も、他の人にはない
何かに長けた錬金術士になりたいんです"						
Ryza	ライザ	"レスナは、心配してる以上に
未来に向けて進んでるよ"						
Ryza	ライザ	"今は少しずつでも、
いつかぎゅーんって加速するから！"						
Resna	レスナ	"ありがとうございます、ライザ先輩。
私、少しは胸を張れそうです！"						
Ryza	ライザ	"うん！　それじゃ、帰る支度しよっか。
王都に戻ったら、釣った魚を調理しよーっと"						
Resna	レスナ	あ！　どんな風に調理されるんでしょう！？						
Ryza	ライザ	"（せっかくだから、さっきレスナが
　勧めてくれた調理法で……）"						
	選択肢	刺身にする！						
Resna	レスナ	えっ。刺身……ですか？						
Ryza	ライザ	"うん。身がぷりぷりって聞いたし、
まだ釣りたてで新鮮だからね！"						
Ryza	ライザ	え？　ダメだった？						
Resna	レスナ	"あの魚は、その……
寄生虫のいる可能性があるので……"						
Ryza	ライザ	"うわっ！　本当に？
あ、危なかった……"						
Resna	レスナ	"食べる際はぜひ、加熱をお願いします！
でも新鮮な魚だからこそ刺身に、というのは
さすがライザ先輩、という感じです！"						
	選択肢	揚げる！						
Resna	レスナ	おすすめした通りにですか！？						
Ryza	ライザ	"それはもちろん！
あれを聞いたら、もう揚げ以外
考えられないよー！"						
Resna	レスナ	"えへへ、嬉しいです！
絶対美味しいと
自信を持っておすすめします！"						
Resna	レスナ	"でも実は、もっと美味しくできて……。
可能性を極限まで突き詰めた、
私特製香辛料と一緒なら……！"						
Ryza	ライザ	わーっ！　何それ！　教えてよ～！						
	選択肢	蒸す！						
Resna	レスナ	蒸す……んですか？						
Ryza	ライザ	あれ、違った？						
Resna	レスナ	"あ、いえ！　違うとかではないんですが、
あまり蒸して食べられる魚ではないので"						
Resna	レスナ	"蒸すとなると、
味が抜けてしまいそうな気もしますが……"						
Resna	レスナ	"新しい食べ方に挑むなんて、
さすがライザ先輩です！
やっぱり私、教わるほうが好きみたいです"						
Ryza	ライザ	"この世界の料理は、
誰もレスナには敵わないね"						
Resna	レスナ	いえいえ、そんな！						
Resna	レスナ	私が教えられることなんて、ほんの少しで！						
Ryza	ライザ	……あのね、レスナ						
Ryza	ライザ	"あたしの師匠は、なんでもかんでも
教えてくれる人じゃないんだ"						
Ryza	ライザ	"だけど、半人前だったあたしと
対等に接してくれた"						
Ryza	ライザ	"大きな問題のときは意見を出し合って、
挑戦して、切磋琢磨してきたんだよ"						
Resna	レスナ	素敵です。そんな師弟関係もあるんですね						
Ryza	ライザ	"うん。だからね……
いつかレスナともそうなりたい"						
Resna	レスナ	そんな。私なんて、まだ全然……でも……						
Resna	レスナ	光栄です。ライザ先輩！						
Ryza	ライザ	えへへ。よかった～						
Ryza	ライザ	"そうだ。その「先輩」っていうの
ちょっとやめてみない？"						
Resna	レスナ	ええっ！？　そ、それはさすがに……						
Ryza	ライザ	ほら、練習！　「ライザ」って！						
Resna	レスナ	ライザ……さん！						
Ryza	ライザ	「さん」って……まあいっか。あはは！						
Ryza	ライザ	"（これがあたしとレスナの今の関係。
　先輩後輩関係に、正解なんてないっ！）"						
Resna	レスナ	"うーん、やっぱり……私にはライザ先輩に
意見するなんておこがましく思えます"						
Resna	レスナ	"ライザ先輩は、ご自身の経験を
優先してください！"						
Resna	レスナ	"よろしければ、先輩の冒険について
お聞かせいただけませんか？"						
Ryza	ライザ	う、うん。どの話をしようかな……						
Ryza	ライザ	"（残念だな……レスナに
　もっと聞きたいことがあったのに）"						
Ryza	ライザ	（この続きはまた今度……かな）						
Resna	レスナ	"そのために、私は何をお手本にするべき
なんでしょうか……自分だけの長所に
お手本はないのかも！？　あああ～～"						
