romanized	name_jp	text_jp	name_en	text_en	name_zh-CN	text_zh-CN	name_zh-TW	text_zh-TW
Resna	レスナ	"（もうすぐ星誕祭！
　今回もプレゼントを用意して、お世話に
　なった人たちに贈るんだ、やー！）"						
Juna	ユナ	レスナ、邪魔するぞ						
Resna	レスナ	"ユナさん！　こんにちは。
今日はロマンさん、いないんですか？"						
Juna	ユナ	"ああ。ブラッド殿から、
私は働きすぎだから
休暇を取るよう言われてしまってな……"						
Juna	ユナ	"だから今は私一人だ。
私が休暇の間は、きちんと代役がいる"						
Resna	レスナ	"ユナさんはいつもロマンさんと一緒か、
ロマンさんを探していることばかりなので、
お一人でいるのはなんだか珍しいですね"						
Resna	レスナ	"ところでユナさん、
そのお美しい装いは……！"						
	選択肢	赤い衣装、とてもお似合いです！						
Resna	レスナ	"赤い衣装、とてもお似合いです！
ほんっとうに素敵です！　かわいいです！"						
Juna	ユナ	ほ、褒めすぎだ！						
Juna	ユナ	……でも、かわいい、か。ありがとう……						
Resna	レスナ	"（ユナさん、お顔まで真っ赤に！
　この衣装にはユナさんの凛々しさと
　かわいさが共存しています……！）"						
	選択肢	脚部分に切れ目があって動きやすそうです！						
Resna	レスナ	"腰から足にかけて切れ目が入っていて、
とても動きやすそうです！"						
Juna	ユナ	"ああ。この衣装は華やかなだけでなく、
動きやすさも兼ね備えたとても良いものだ"						
Resna	レスナ	騎士のユナさんにぴったりな衣装ですね！						
Juna	ユナ	"これを拵えてくれたミーケとディオーナに
感謝しなくてはな"						
	選択肢	まさに、ユナさんのための衣装ですね！						
Resna	レスナ	"まさに、ユナさんのための衣装ですね！
ユナさんのために作られたといっても
過言ではないかとっ！"						
Juna	ユナ	"確かに、この衣装は
私用にと意匠、製作されたものだが……"						
Resna	レスナ	"ユナさん以外の誰にこの衣装が
着こなせましょう！
さすがの着こなしです！"						
Juna	ユナ	"そこまでの反応をもらえるとは……
ふふ、レスナは見ていて飽きないな"						
Juna	ユナ	レスナのその衣装は、星誕の使者のものか？						
Resna	レスナ	"はい、前回の星誕祭で着た使者の衣装です！
もうすぐ星誕祭なので……
楽しみで、また着ちゃいました"						
Juna	ユナ	よく似合っている。……かわいい						
Juna	ユナ	"私も、星誕祭で盛り上がる街の空気に
水を差さないよう、この装いで行動しては
どうかと殿下に言われたんだ"						
Juna	ユナ	"星誕祭までもう少しだが、レスナは星誕祭で
特に楽しみにしていることはあるか？"						
	選択肢	街の雰囲気						
Resna	レスナ	"星誕祭で盛り上がる街の雰囲気です！
行き交う人、みんな楽しそうで……"						
Juna	ユナ	"ああ、そうだな。
私も、街のあの雰囲気が好きだ"						
Juna	ユナ	騎士として、仕事にも力が入る						
	選択肢	プレゼント						
Resna	レスナ	"プレゼントです！
贈ったり贈られたり、楽しみです"						
Juna	ユナ	やはりそこは外せないな						
Juna	ユナ	"贈られることの喜びはもちろん、
贈る側として何を用意したら相手が喜ぶのか
考えるのもいいものだ"						
	選択肢	食事						
Resna	レスナ	星の誕生を祝うごちそうが楽しみです！						
Juna	ユナ	ああ、私もだ						
Juna	ユナ	"特にあの、誕生祝いのケーキが楽しみだ。
堂々とケーキを食べられる機会なんて、
なかなかないからな"						
Resna	レスナ	"（ユナさん、
　かわいいもの好きだけじゃなく
　甘いもの好きも隠してるのかな……？）"						
Resna	レスナ	"（星誕祭、いつもお世話になってるユナさん
　にプレゼントを贈りたいな……そうだ！
　ユナさんをお出かけに誘おう！）"						
Resna	レスナ	"（名付けて、ユナさんの好きなものや
　欲しいもの、お出かけで調査大作戦！
　作戦がばれないようにしなきゃ）"						
Resna	レスナ	"ユナさん、明日、
もし予定が空いてたら……"						
	選択肢	一緒に王都でお買い物しませんか？						
Resna	レスナ	一緒に王都でお買い物しませんか？						
Juna	ユナ	"いいぞ。明日も休暇だ。
何か欲しいものでもあるのか？"						
Resna	レスナ	"特に欲しいものがあるわけじゃ
ないんですが、せっかくなので
星誕祭で盛り上がる街に出かけたいな、と"						
Juna	ユナ	"そうだな。お互い、
こんな素敵な衣装を着ているんだ。
星誕祭を楽しみつくそうじゃないか"						
	選択肢	プレゼント選びを手伝ってほしいです！						
Resna	レスナ	"師匠やロマンさんに贈るプレゼント選びを
手伝ってほしいです！　ユナさんは
私と異なる視点をお持ちだと思うので"						
Juna	ユナ	"それは構わないが、私でいいのか？
こういうのはマリオンやライザの方が……"						
Resna	レスナ	"今回につきましてはユナさんがいいです！
ユナさんじゃなきゃダメです！
ユナさんが結論です！"						
Juna	ユナ	"そ、そこまで言われては、
期待に応えないわけにはいかないな。
場所は王都だな"						
	選択肢	私とデートしましょう！						
Resna	レスナ	私とデートしましょう！						
Juna	ユナ	"デ、デート！？
わ、私とレスナの関係はいったい……！？"						
Resna	レスナ	"あわわ、すみません間違えました！
お出かけ、お出かけしませんか！！
星誕祭で賑わっているので、お友達として！"						
Juna	ユナ	"ああ、それはいいな。行こう。
場所は王都だな"						
Juna	ユナ	では、明日を楽しみにしている						
Resna	レスナ	"（よーし！　今年もプレゼントの準備に
　取り掛かろう！）"						
Resna	レスナ	"（明日のお出かけでユナさんの欲しいものが
　分かるといいな。美しい装いのユナさんと
　お出かけ……緊張するかも……！）"						
